X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,class,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,geoFlag,recordNumber,year,month,day,continentOcean,minimumElevationInMeters,maximumElevationInMeters,preparationType,barcode,imagecode,identifiedBy,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,relatedCatalogItem,infraspecificEpithet,typeStatus,fieldNumber,individualCount,previousCatalogNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.5699996948242,-22.6399993896484,"45",2019-10-09 11:28:46-03,UFBA,ALCB,"96192",PreservedSpecimen,Plantae,Monocotyledon,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,"Cordeiro, J; Silva, JM",Brasil,São Paulo,São José do Barreiro,Serra da Bocaína,-44.5699996948242,-22.6399993896484,"30784","Pétalas verdes com estrias marrom, labelo alvescente com nervuras vinosas.",auto,"3471","2010","03","06",Southern America,"1640","1640",NA,ALCB007681,ALCB007681,"Cordeiro, J","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"51",2020-11-04 12:17:40-03,ESALQ,ESA,"11797",PreservedSpecimen,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Zygopetalum,mackayi,Zygopetalum mackayi,Hook.,"Souza, V.C. et al.",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,"27729",NA,auto,"4105.0","1993","09","06",NA,NA,NA,NA,ESA011797,ESA011797,"Barros, F.","1994","07","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"56",2020-11-04 12:17:40-03,ESALQ,ESA,"17133",PreservedSpecimen,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Zygopetalum,mackayi,Zygopetalum mackayi,Hook.,"Sakuragui, C.M. et al.",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,"27729",NA,auto,"358.0","1993","10","02",NA,NA,NA,NA,ESA017133,ESA017133,"Barros, F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"57",2020-11-04 12:17:40-03,ESALQ,ESA,"69532",PreservedSpecimen,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Zygopetalum,mackayi,Zygopetalum mackayi,Hook.,"Forster, W.; Passold, A.J.; Matteo, B.C.; Silva, L.N.; Fonseca, M.G.; Giarola, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.",Brasil,São Paulo,Salesópolis,BLOQUEADO,-45.8400001525879,-23.5300006866455,"18032","Terrestre; sépalas e pétalas verdes densamente maculadas de marrom, coluna verde com estrias vináceas; labelo alvo com estrias róseo-violetas",auto,"543.0","2000","04","25",NA,"1150","1150",NA,ESA069532,ESA069532,"Forster, W.","2000","04","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.0200004577637,-24.4699993133545,"59",2020-11-04 12:15:40-03,ESALQ,ESA,"143607",PreservedSpecimen,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,"Souza, V.C. & Colletta, G.D.",Brasil,São Paulo,Barra do Chapéu,Serra dos Cristais. Campo de altitude.,-49.0200004577637,-24.4699993133545,"23554","Erva rupícola; tépalas roxo-escuras com labelo alvo com linhas violeta.",auto,"42583.0","2019","09","03",NA,NA,NA,NA,ESA143607,NA,"Souza, V.C.","2019","09","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"86",2021-03-31 13:41:19-03,MN,R,"192904",PreservedSpecimen,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,mackaii,Zygopetalum mackaii,Hook.,"Segadas-Vianna, F.",Brasil,São Paulo,São José do Barreiro,NA,-44.5699996948242,-22.6399993896484,"30784",NA,auto,"3281","1951",NA,NA,NA,"1600","1600",NA,NA,NA,"Forster, W.","2002","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.84,-23.53,"87",2015-07-02 14:03:31-03,JBP,HPL,"5908",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,brachypetalum,Zygopetalum brachypetalum,Lindl.,H. Lorenzi,Brasil,SP,Salesópolis,"Coletado na estrada da petrobrás seguindo em direção da serra, km 40.",-45.84,-23.53,"18032",NA,auto,"3227","2002","03","11",NA,NA,NA,NA,NA,NA,H. Lorenzi,"2002","03","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.883333,-23.183333,"97",2016-07-05 11:14:21-03,FFCLRP,LBMBP,"610",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,E.R. Pansarin,Brasil,São Paulo,Jundiaí,NA,-46.883333,-23.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.R. Pansarin,NA,NA,NA,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.883333,-23.183333,"98",2016-07-05 11:14:21-03,FFCLRP,LBMBP,"608",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,E.R. Pansarin,Brasil,São Paulo,Jundiaí,NA,-46.883333,-23.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.R. Pansarin,NA,NA,NA,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.883333,-23.183333,"99",2016-07-05 11:14:21-03,FFCLRP,LBMBP,"609",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,E.R. Pansarin,Brasil,São Paulo,Jundiaí,NA,-46.883333,-23.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.R. Pansarin,NA,NA,NA,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.816667,-22.25,"100",2016-07-05 11:14:21-03,FFCLRP,LBMBP,"1201",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,E.R.Pansarin,Brasil,São Paulo,Itirapina,NA,-47.816667,-22.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.R. Pansarin,NA,NA,NA,47°49'W,22°15'S,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.883333,-23.183333,"101",2016-07-05 11:14:21-03,FFCLRP,LBMBP,"24",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,E.R. Pansarin,Brasil,São Paulo,Jundiaí,NA,-46.883333,-23.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.R. Pansarin,NA,NA,NA,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.883333,-23.183333,"102",2016-07-05 11:14:21-03,FFCLRP,LBMBP,"27",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,E.R. Pansarin,Brasil,São Paulo,Jundiaí,NA,-46.883333,-23.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.R. Pansarin,NA,NA,NA,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.816667,-22.25,"103",2016-07-05 11:14:21-03,FFCLRP,LBMBP,"353",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,E.R. Pansarin,Brasil,São Paulo,Itirapina,NA,-47.816667,-22.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.R. Pansarin,NA,NA,NA,47°49'W,22°15'S,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.816667,-22.25,"104",2016-07-05 11:14:21-03,FFCLRP,LBMBP,"562",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,E.R. Pansarin,Brasil,São Paulo,Itirapina,NA,-47.816667,-22.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.R. Pansarin,NA,NA,NA,47°49'W,22°15'S,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.816667,-22.25,"105",2016-07-05 11:14:21-03,FFCLRP,LBMBP,"563",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,E.R. Pansarin,Brasil,São Paulo,Itirapina,NA,-47.816667,-22.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.R. Pansarin,NA,NA,NA,47°49'W,22°15'S,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.883333,-23.183333,"106",2016-07-05 11:14:21-03,FFCLRP,LBMBP,"607",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,E.R. Pansarin,Brasil,São Paulo,Jundiaí,NA,-46.883333,-23.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.R. Pansarin,NA,NA,NA,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"124",2019-08-20 10:01:02-03,UNICAMP,UEC,"17384",S,Plantae,Liliopsida,NA,NA,Orchidaceae,Zygopetalum,brachypetalum,Zygopetalum brachypetalum,Lindl.,"Gibbs, PE; Kinoshita, LS; Leitão Filho, HF; Andrade, JB",Brazil,São Paulo,Cunha,Estrada Cunha - Parati,-44.9599990844727,-23.0699996948242,"38855","Herbáceo até 25 cm, flores com labelo branco com estrias lilazes e demais tepalas verde, com manchas marrons.",auto,"3452","1976","11","08",NA,NA,NA,NA,UEC001441,UEC001441,"Santana, IC","1999","10","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5499992370605,-23.1100006103516,"149",2019-08-20 10:01:02-03,UNICAMP,UEC,"129086",S,Plantae,Liliopsida,NA,NA,Orchidaceae,Zygopetalum,mackaii,Zygopetalum mackaii,Hook.,"Pansarin, ER; Mickeliunas, L",Brazil,São Paulo,Atibaia,Pedra Grande,-46.5499992370605,-23.1100006103516,"21675",NA,auto,"970","2003","01","15",NA,NA,NA,NA,UEC001425,UEC001425,"Pansarin, ER","2003","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5499992370605,-23.1100006103516,"150",2019-08-20 10:01:02-03,UNICAMP,UEC,"51379",S,Plantae,Liliopsida,NA,NA,Orchidaceae,Zygopetalum,mackaii,Zygopetalum mackaii,Hook.,"Bernacci, LC",Brazil,São Paulo,Atibaia,Parque Municipal da Grota Funda,-46.5499992370605,-23.1100006103516,"21675","Erva rupícola, tépalas verdes com manchas ferrugem, labelo branco com estrias azuladas.",auto,"21971","1989","07","15",NA,NA,NA,NA,UEC001422,UEC001422,"Santana, IC","1999","10","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"151",2019-08-20 10:01:02-03,UNICAMP,UEC,"115193",S,Plantae,Liliopsida,NA,NA,Orchidaceae,Zygopetalum,mackaii,Zygopetalum mackaii,Hook.,"Pansarin, ER",Brazil,São Paulo,Jundiaí,"Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.",-46.8800010681152,-23.1800003051758,"17840",NA,auto,"721","2000","09","15",NA,NA,NA,NA,UEC001428,UEC001428,"Pansarin, ER","2004","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"152",2019-08-20 10:01:02-03,UNICAMP,UEC,"133863",S,Plantae,Liliopsida,NA,NA,Orchidaceae,Zygopetalum,mackaii,Zygopetalum mackaii,Hook.,"Pansarin, ER",Brazil,São Paulo,Jundiaí,"Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.",-46.8800010681152,-23.1800003051758,"17840",NA,auto,"1127","2004","02","14",NA,NA,NA,NA,UEC001421,UEC001421,"Pansarin, ER","2004","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
