X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,continentOcean,country,stateProvince,county,locality,minimumElevationInMeters,maximumElevationInMeters,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,year,month,day,phylum,order,scientificNameAuthorship,identifiedBy,decimalLongitude,decimalLatitude,imagecode,yearIdentified,coordinatePrecision,geoFlag,class,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,relationshipType,relatedCatalogItem,individualCount,fieldNumber,typeStatus,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"75",2019-08-20 10:23:46-03,UNICAMP,UEC,"111637",S,Plantae,Ranunculaceae,Ranunculus,flagelliformis,Ranunculus flagelliformis,"Anderson, LO; Faria, AD; Amaral, MCE; Bittrich, V",00/36,NA,Brazil,São Paulo,Campos do Jordão,"Parque Estadual de Campos de Jordão, Último brejo antes da plantação de Eucaliptus (brejo das formigas), dentro do parque.",NA,NA,NA,NA,NA,UEC024874,"2000","04","09",Magnoliopsida,NA,Sm.,NA,-45.5900001525879,-22.7299995422363,UEC024874,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"105",2019-11-01 15:28:36-03,PUC-RIO,FCAB,"2269",PreservedSpecimen,Plantae,Ranunculaceae,Ranunculus,flagelliformis,Ranunculus flagelliformis,P.E. Leite S.J.,s.n.,NA,Brasil,São Paulo,Campos do Jordão,NA,NA,NA,NA,NA,NA,"002269","1946","02",NA,NA,Angiospermae,Sm.,P. Capell S.J.,-45.5900001525879,-22.7299995422363,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"281",2019-11-13 11:29:38-03,USP,SPF,"171191",PreservedSpecimen,Plantae,Ranunculaceae,Ranunculus,flagelliformis,Ranunculus flagelliformis,"Joly, AB",s.n.,NA,Brasil,São Paulo,São Paulo,Butantã.,NA,NA,NA,NA,NA,SPF00171191,"1949","03","22",NA,NA,Sm.,Anônimo,-46.6300010681152,-23.5400009155273,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
