X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,phylum,locality,coordinatePrecision,imagecode,geoFlag,minimumElevationInMeters,maximumElevationInMeters,typeStatus,continentOcean,individualCount,class,order,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.25,-23.416667,"1",2021-02-18 09:29:44-03,UNESP-IBB,BOTU,"24436",PreservedSpecimen,Plantae,Fabaceae,Inga,praegnans,Inga praegnans,T.D. Penn.,"Tamashiro, J.Y.","2005","10","Pilla, M.A.C.","110","2005","03","19",Brasil,São Paulo,Natividade da Serra,-45.25,-23.416667,45°15'w,23°25's,"Flores pequenas com 1 cm de comprimento, copa larga",BOTU024436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"2",2020-11-04 11:09:43-03,ESALQ,ESA,"109571",PreservedSpecimen,Plantae,Fabaceae,Inga,praegnans,Inga praegnans,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30101.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA109571,Magnoliophyta,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,"34059",ESA109571,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"3",2020-11-04 11:09:43-03,ESALQ,ESA,"51974",PreservedSpecimen,Plantae,Fabaceae,Inga,praegnans,Inga praegnans,T.D. Penn.,NA,NA,NA,"Lima, R.A.F.","393.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,no sub-bosque,ESA051974,Magnoliophyta,Parcela permanente - Parque Estadual de Carlos Botelho,"34059",ESA051974,auto,"400","400",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"4",2020-11-04 11:09:43-03,ESALQ,ESA,"109685",PreservedSpecimen,Plantae,Fabaceae,Inga,praegnans,Inga praegnans,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29281.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA109685,Magnoliophyta,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,"34059",ESA109685,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.7600002288818,"5",2020-11-04 11:09:43-03,ESALQ,ESA,"68337",PreservedSpecimen,Plantae,Fabaceae,Inga,praegnans,Inga praegnans,T.D.Penn.,NA,NA,NA,"Franco, G.A.D.C.; Baptista, V.R.; Ferreira, L.; Cielo Filho, R.; Zidko, A.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2969.0","2000","04","22",Brasil,São Paulo,São Sebastião,-45.4099998474121,-23.7600002288818,"-45,766,944","-23,731,667","Árvore ca. 5 m de altura, presença de frutos amarelos",ESA068337,Magnoliophyta,"Praia Barra da Una / Boracéia. Estrada de acesso da Fazenda Águas do Bento. Floresta de restinga. Planície Fluvio Marinha, Formação Cananéia. Borda paralela à estrada","41977",ESA068337,auto,"30","30",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"8",2019-08-20 10:13:48-03,UNICAMP,UEC,"108867",S,Plantae,Fabaceae,Inga,praegnans,Inga praegnans,T.D.Penn.,"Garcia, FCP","1999","02","Garcia, FCP","659","1993","08","09",Brazil,São Paulo,Iguape,-47.5499992370605,-24.7000007629395,NA,NA,"Arvoreta ca. 8 m. de altura; botões verdes.",NA,Magnoliopsida,"Juréia, Trilha para o Rio Verde","55628",NA,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"9",2019-08-20 10:13:48-03,UNICAMP,UEC,"31534",S,Plantae,Fabaceae,Inga,praegnans,Inga praegnans,T.D.Penn.,"Garcia, FCP","1999","02","Figueiredo, N; Rodrigues, RR","14710","1982","11","17",Brazil,São Paulo,Iguape,-47.5499992370605,-24.7000007629395,NA,NA,"Árvore 6 m. de altura; legume amarelo, carneso.",NA,Magnoliopsida,Reserva Ecológica da Juréia,"55628",NA,auto,"300","300",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"10",2020-08-10 11:40:00-03,MO,MOBOT,"101213375",PreservedSpecimen,Plantae,Fabaceae,Inga,praegnans,Inga praegnans,T.D. Penn.,NA,NA,NA,Lucia Rossi|M.C.H. Mamede|E.L.M. Catharino,Rossi 829,"1991","3","19",Brazil,São Paulo,Iguape,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,NA,"Estação Ecologica Juréia-Itatins, margem do Rio Verde.","55628",NA,auto,NA,NA,Holotype,South America,"1",NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"12",2019-11-13 16:04:43-03,UNISANTA,HUSC,"2213",PreservedSpecimen,Plantae,Fabaceae,Inga,praegnans,Inga praegnans,T.D.Penn.,"Lima, H.C.","2001","05","Sampaio, P.S.P.; Magenta, M.A.G.","370","1999","11","04",Brasil,São Paulo,Bertioga,-46.138599395752,-23.8544006347656,NA,NA,"Arvoreta com 4m de altura, botoes florais verdes; Floresta de restinga alta umida",NA,Magnoliophyta,"Guaratuba, Fazenda Três Marias, estrada da captação.","37616",NA,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"13",2021-03-04 15:43:15-03,IF,SPSF,"09102",PreservedSpecimen,Plantae,Fabaceae,Inga,praegnans,Inga praegnans,NA,NA,NA,NA,A.C.Dias,"33","1985","01","04",Brasil,SP,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,Magnoliophyta,Parque Estadual Carlos Botelho - Núcleo Sete Barras,"34059",NA,auto,NA,NA,NA,América do Sul,NA,Magnoliopsida,Fabales,"35",São Paulo,SP,Sudeste
