X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,class,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,year,month,day,continentOcean,country,stateProvince,locality,relatedCatalogItem,occurrenceRemarks,barcode,imagecode,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordNumber,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,phylum,individualCount,fieldNumber,infraspecificEpithet,typeStatus,preparationType,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.526417,-23.313333,"42",2021-03-01 16:20:22-03,UNICAMP,UEC,"150011",S,Plantae,NA,NA,Poaceae,Andropogon,hypogynus,Andropogon hypogynus,Hack.,"Souza, VC; Souza, JP; Scalon, VR; Astorino, A","1996","01","27",NA,Brazil,São Paulo,"Estrada para Itatinga, ca 29 Km de Angatuba. Bairro Santo Inácio.&nf;Campo.",NA,"Erva; espiguetas vináceas.",UEC063239,UEC063239,"Shirasuna, RT","2011",NA,NA,"10782",Angatuba,-48.526417,-23.313333,"-48.526417","-23.313333","610","610",NA,NA,Liliopsida,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.242153,-22.810417,"43",2021-03-01 16:20:22-03,UNICAMP,UEC,"204278",S,Plantae,NA,NA,Poaceae,Andropogon,hypogynus,Andropogon hypogynus,Hack.,"Pilon, NAL; Assis, GB; Durigan, G","2014","04","14",NA,Brazil,São Paulo,Estação Ecológica de Águas de Santa Bárbara,NA,"Gramínea cespitosa, planta com aspecto opaco, colmos arroxeados, encontrada na borda do campo úmido; Campo úmido",UEC183026,UEC183026,"Pilon, NAL","2014","04","14","253",Águas de Santa Bárbara,-49.242153,-22.810417,"-49.242153","-22.810417",NA,NA,NA,NA,Liliopsida,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.189998626709,-20.3400001525879,"120",2020-08-01 18:19:24-03,UNESP-IBILCE,SJRP,"04360",PreservedSpecimen,Plantae,Liliopsida,Poales,Poaceae,Andropogon,hypogynus,Andropogon hypogynus,Hack.,Christopher C. Campbell,NA,NA,NA,América do Sul,Brasil,São Paulo,rio turvo,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icem,-49.189998626709,-20.3400001525879,NA,NA,NA,NA,"14956",auto,Tracheophyta,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"153",2019-11-13 11:28:37-03,USP,SPF,"12134",PreservedSpecimen,Plantae,NA,NA,Poaceae,Andropogon,hypogynus,Andropogon hypogynus,Hack.,"Hoehne, W","1949","01","27",NA,Brasil,São Paulo,Brooklyn Paulista.,NA,NA,SPF00012134,SPF00012134,"Zanin, A","2001","07",NA,"2979",São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.526389,-23.313333,"216",2019-11-21 10:14:36-03,IBt,SP,"296183",S,Plantae,NA,NA,Poaceae,Andropogon,hypogynus,Andropogon hypogynus,Hack.,"Souza, VC","1996","01","27",NA,Brasil,São Paulo,"Estrada para Itatinga, ca 29 km de Angatuba. Bairro Santo Inácio",NA,NA,SP040343,SP040343,"Shirasuna, R","2001","03",NA,"10782",Angatuba,-48.526389,-23.313333,"-48.526389","-23.313333","610","610",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.560001373291,-20.5499992370605,"223",2019-11-21 10:14:36-03,IBt,SP,"9658",S,Plantae,NA,NA,Poaceae,Andropogon,hypogynus,Andropogon hypogynus,Hack.,"Loefgren, A","1888","11","22",NA,Brasil,São Paulo,"Estação Fortaleza, linha Rio Claro, aterro de estrada de ferro.",NA,"Herva de 1-2m, lugar úmido.",SP009945,SP009945,"Chase, A",NA,NA,NA,CGG1039,Barretos,-48.560001373291,-20.5499992370605,NA,NA,NA,NA,"34752",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.189998626709,-20.3400001525879,"224",2019-11-21 10:14:36-03,IBt,SP,"238518",S,Plantae,NA,NA,Poaceae,Andropogon,hypogynus,Andropogon hypogynus,Hack.,"Campbell, CS","1984","12","22",NA,Brasil,São Paulo,Rio Turvo,NA,NA,SP040340,SP040340,"Zanin, A","2001","07",NA,"4701",Icém,-49.189998626709,-20.3400001525879,NA,NA,NA,NA,"14956",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"225",2020-12-17 09:29:05-03,IBt,SP,"45592",S,Plantae,NA,NA,Poaceae,Andropogon,hypogynus,Andropogon hypogynus,Hack.,"Kuhlmann, M","1953","03","30",NA,Brasil,São Paulo,Fazenda Campininha,NA,NA,SP040345,SP040345,"Filgueiras, TS; Shirasuna, R","2011","11","27","2936",Mogi Guaçu,-46.9421997070312,-22.372200012207,NA,NA,NA,NA,"39309",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"226",2019-11-21 10:14:36-03,IBt,SP,"9646",S,Plantae,NA,NA,Poaceae,Andropogon,hypogynus,Andropogon hypogynus,Hack.,s.col.,"1908","01","30",NA,Brasil,São Paulo,Avenida Paulista.,NA,NA,SP009944,SP009944,NA,NA,NA,NA,s.n.,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"227",2019-11-21 10:14:36-03,IBt,SP,"9659",S,Plantae,NA,NA,Poaceae,Andropogon,hypogynus,Andropogon hypogynus,Hack.,"Usteri, A","1906","12","09",NA,Brasil,São Paulo,Vila Prudente.,NA,NA,SP040335,SP040335,"Zanin, A","2001","07",NA,s.n.,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
