X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,infraspecificEpithet,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,dayIdentified,fieldNumber,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-52.1100006103516,-21.7600002288818,"47",2019-11-13 11:27:52-03,USP,SPF,"114602",PreservedSpecimen,Plantae,NA,NA,Oxalidaceae,Oxalis,hyalotricha,Oxalis hyalotricha,Lourteig,"Conceição, AA","Kirizawa, M","3108","1995","05","17",NA,Brasil,São Paulo,Reserva Estadual Lagoa São Paulo,NA,NA,SPF00114602,NA,NA,"300","300","1998","06",Presidente Epitácio,-52.1100006103516,-21.7600002288818,NA,NA,"59255",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.1100006103516,-21.7600002288818,"68",2020-07-02 08:40:52-03,IBt,SP,"277802",S,Plantae,NA,NA,Oxalidaceae,Oxalis,hyalotricha,Oxalis hyalotricha,Lourteig,NA,"Kirizawa, M","3108","1995","05","17",NA,Brasil,São Paulo,Reserva Estadual Lagoa São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,Presidente Epitácio,-52.1100006103516,-21.7600002288818,NA,NA,"59255",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
