X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,class,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,continentOcean,identifiedBy,day,coordinatePrecision,geoFlag,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.5299987792969,-23.6599998474121,"3",2019-11-21 10:13:03-03,IBt,SP,"8249",S,Plantae,NA,NA,NA,Orchidaceae,Cyclopogon,atroviridis,Cyclopogon atroviridis,Barb.Rodr.,"Gehrt, A",s.n.,"1922","05",Brasil,São Paulo,Santo André,Alto da Serra,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,"Hoehne, FC","06","27258",auto,"35",São Paulo,SP,Sudeste
-46.7900009155273,-21.9599990844727,"4",2019-11-21 10:13:03-03,IBt,SP,"29068",S,Plantae,NA,NA,NA,Orchidaceae,Cyclopogon,atroviridis,Cyclopogon atroviridis,Barb.Rodr.,"Edwall, G",CGG2561,"1894","07",Brasil,São Paulo,São João da Boa Vista,Em cultivo da Comissão,-46.7900009155273,-21.9599990844727,NA,NA,NA,SP029893,SP029893,NA,NA,"20","17205",auto,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"5",2019-11-21 10:13:34-03,IBt,SP,"17207",S,Plantae,NA,NA,NA,Orchidaceae,Mesadenella,atroviridis,Mesadenella atroviridis,(Barb.Rodr.) Garay,"Kuhlmann, M",s.n.,"1926","04",Brasil,São Paulo,Cubatão,Raiz da Serra,-46.4199981689453,-23.8899993896484,NA,NA,NA,NA,NA,NA,NA,"01","15123",auto,"35",São Paulo,SP,Sudeste
