X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,identifiedBy,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,yearIdentified,coordinatePrecision,geoFlag,class,monthIdentified,dayIdentified,fieldNumber,individualCount,typeStatus,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.63,-23.5403,"4",2021-03-15 16:37:00-03,NY,NYBG,"885363",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,S. Tsugaru,B-2111,"1987","11","17",South America,Brazil,São Paulo,São Paulo,"Rua Fernando Pessoa, Jandira, São Paulo. Cultivated in the precint of Oomoto Hakkoen.",-46.63,-23.5403,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989186' target='other'> <mi>dwc_moreinfo</mi></a>,NY00885363,NY00885363_01,"750",C. E. B. Proença,"750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"7",2020-11-04 11:15:04-03,ESALQ,ESA,"35052",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Leitão Filho, H.F. et al.","34750.0","1996","02","01",NA,Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,ESA035052,ESA035052,NA,"Kuntz, J.",NA,NA,NA,"2011","34265",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"9",2020-11-04 11:15:04-03,ESALQ,ESA,"24169",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) M.Sobral,"Barreto, K.D. et al.","851.0","1993","07","07",NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA024169,ESA024169,NA,"Sobral, M.",NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8800010681152,-23.1700000762939,"20",2020-12-20 21:18:40-03,UFV,VIC,17768A,PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Brune, W.",s.n.,"2001","03","30",NA,Brasil,São Paulo,São José dos Campos,Flora da Reserva Florestal da Boa Vista,-45.8800010681152,-23.1700000762939,NA,"Árvore de fruto comestivel innatura,, de cor laranja quando maduro, cerca de 6 cm, de diâmetro",VIC17768A,NA,NA,NA,NA,NA,NA,NA,"39297",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.084167,-23.366389,"21",2019-08-20 10:21:46-03,UNICAMP,UEC,"148798",S,Plantae,Magnoliopsida,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Aranha, BA","446","2007","01","09",NA,Brazil,São Paulo,Ubatuba,"Fazenda Capricórnio, Parcela J",-45.084167,-23.366389,NA,NA,UEC103200,UEC103200,"380","Sobral, M","380","-45.084167","-23.366389","2008",NA,NA,NA,"10",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"22",2021-03-01 16:36:57-03,UNICAMP,UEC,"173276",S,Plantae,Magnoliopsida,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Sanchez, M; Pedroni, F","2426","1997","03","24",NA,Brazil,São Paulo,Ubatuba,"Picinguaba, margens do rio da Fazenda.",-44.8,-23.366667,NA,"Árvore com 22m de altura, flores e frutos maduros amarelos, cambucá; Mata atlântica de encosta, margens do rio da Fazenda.",UEC084134,UEC084134,NA,"Sanchez, M",NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.089722,-23.372222,"23",2021-03-01 16:36:57-03,UNICAMP,UEC,"178229",S,Plantae,Magnoliopsida,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Rochelle, ALC",J335,NA,NA,NA,NA,Brazil,São Paulo,Ubatuba,Fazenda Capricórnio - Bairro Taquaral.,-45.089722,-23.372222,NA,"Indivíduo J335 da parcela j do Projeto Temático BIOTA - Gradiente funcional.; Floresta Ombrófila Densa Submontana.",UEC041698,UEC041698,"450","Sobral, M","450","-45.089722","-23.372222","2008",NA,NA,NA,"03",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"25",2021-03-01 16:36:57-03,UNICAMP,UEC,"80322",S,Plantae,Magnoliopsida,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Leitão Filho, HF; et al.","34750","1996","02","01",NA,Brazil,São Paulo,Ubatuba,IAC,-45.0699996948242,-23.4300003051758,NA,"Árvore com 20 m de altura, frutos marrons.; Transição entre planície e encosta atlântica.",UEC103197,UEC103197,NA,"Souza, MC",NA,NA,NA,"2005","34265",auto,NA,"07",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"26",2021-03-01 16:36:57-03,UNICAMP,UEC,"92050",S,Plantae,Magnoliopsida,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Sanchez, M; Pedroni, F","31333","1993","05","21",NA,Brazil,São Paulo,Ubatuba,"Núcleo Picinguaba, margem do rio da fazenda.",-45.0699996948242,-23.4300003051758,NA,"Árvore de 19 m de altura, tronco com casca lisa, frutos em estágio inicial de desenvolvimento.",UEC103198,UEC103198,NA,"Souza, MC",NA,NA,NA,"2005","34265",auto,NA,"07",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"27",2019-08-20 10:21:46-03,UNICAMP,UEC,"74488",S,Plantae,Magnoliopsida,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Rossato, SC","33873","1994","03","29",NA,Brazil,São Paulo,Ubatuba,Puruba. Arco da Peneira,-45.0699996948242,-23.4300003051758,NA,NA,UEC103201,UEC103201,NA,"Matsumoto, K",NA,NA,NA,"2005","34265",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"58",2020-06-17 15:25:20-03,UNESP-RC,HRCB,"16272",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Sanchez, M.",NA,NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba - Parque Estadual da Serra do Mar,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,M. Sanchez,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9858,-22.7056,"77",2019-01-25 15:35:34-02,IAC,IAC,"41494",S,Plantae,NA,NA,Myrtaceae-2.Myrtoideae,Marlierea,edulis,Marlierea edulis,(O.Berg) Nied.,L.C. Bernacci,"3143","2001","01","02",NA,Brasil,São Paulo,Jaguariúna,em cultivo doméstico,-46.9858,-22.7056,NA,NA,NA,NA,NA,L.C. Bernacci,NA,"-46.9858","-22.7056","2001",NA,NA,NA,"01","02",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8811,-24.7151,"78",2020-11-23 11:39:25-03,IAC,IAC,"19549",S,Plantae,NA,NA,Myrtaceae-2.Myrtoideae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,H.M. Souza,s/nº,"1967","05","10",NA,Brasil,São Paulo,Pariquera-Açu,NA,-47.8811,-24.7151,NA,"identificação anterior: Marlieres edulis por J. Mattos em 10/10/1967, nome popular: cambuca",NA,NA,NA,C.F. Nardin,NA,"-47.8811","-24.7151","2018",NA,NA,NA,"06","19",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.080223,-23.373498,"79",2020-11-23 11:39:25-03,IAC,IAC,"49073",S,Plantae,NA,NA,Myrtaceae-2.Myrtoideae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"J.A.M.A. Gomes; L.C. Bernacci; O.A. Santos; S. Santos & F.J. Benedetti","428","2006","11","01",NA,Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",-45.080223,-23.373498,NA,"subparcela 79, indivíduo G 1295",NA,NA,NA,J.A.M.A. Gomes et al.,NA,"-45.080223","-23.373498","2006",NA,NA,NA,"11","01",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.083511,-23.367009,"80",2020-11-23 11:39:25-03,IAC,IAC,"50378",S,Plantae,NA,NA,Myrtaceae-2.Myrtoideae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"J.A.M.A. Gomes; O.A. Santos; S. Santos & F.J. Benedetti","584","2007","12","04",NA,Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, parcela I (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",-45.083511,-23.367009,NA,"subparcela 20, indivíduo I 0416",NA,NA,NA,"J.A.M.A. Gomes; L.C. Bernacci & R.B. Torres et al.",NA,"-45.083511","-23.367009","2007",NA,NA,NA,"12","04",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"89",2019-10-03 10:04:22-03,UFSCar,SORO,"4315",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Gomes, J.A.M.A.; Santos, O.A.; Santos, S.; Benedetti, F.J.","584","2007","12","04",NA,Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, Parcela 1 (Parque Estadual Serra do Mar, Núcleo Picinguaba); Floresta Ombrófila Densa Submontana. 350m de altitude",-45.0699996948242,-23.4300003051758,NA,"Árvore, 16m alt., 105,5cm PAP",NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"98",2021-02-08 12:44:16-03,UFRGS,ICN,"090702",S,Plantae,Dicotyledon,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Sobral, M; Attili, D","6627",NA,NA,NA,América do Sul,Brasil,SP,Peruíbe,Parque Estadual da Juréia,-46.9900016784668,-24.3199996948242,NA,"Árvore de 20m em interior de mata, estéril; Região de Mata Atlântica",NA,NA,NA,"Sobral, M",NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4599990844727,-24.2800006866455,"106",2020-08-26 10:50:14-03,MCN-FZBRS,HAS,"75826",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Mattos, J.",s.n.,"1966","08",NA,NA,Brasil,São Paulo,Miracatú,Perto de Pedro Barros,-47.4599990844727,-24.2800006866455,NA,"na mata virgem; árvore com cerca de 12 m de altura, estéril.",HAS0075826,NA,NA,"Grings, M.",NA,NA,NA,"2011","43974",auto,NA,"07","26",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"107",2020-08-26 10:50:14-03,MCN-FZBRS,HAS,"75824",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Mattos, J.","26857","1984","12",NA,NA,Brasil,São Paulo,Piracicaba,Escola Sup. Agr. Luiz Queiroz -,-47.6399993896484,-22.7199993133545,NA,árvore frutífera cultivada de 7m de altura,HAS0075824,NA,NA,"Grings, M.",NA,NA,NA,"2011","44778",auto,NA,"07","26",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"108",2020-08-26 10:50:14-03,MCN-FZBRS,HAS,"75827",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Mattos, J.",s.n.,"1960","12",NA,NA,Brasil,São Paulo,Piracicaba,Escola Sup. Agr. Luiz Queiroz - Piracicaba,-47.6399993896484,-22.7199993133545,NA,cultivada,HAS0075827,NA,NA,"Grings, M.",NA,NA,NA,"2011","44778",auto,NA,"07","26",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.705389,-23.435889,"109",2019-11-21 10:12:34-03,IBt,SP,"487838",S,Plantae,NA,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Shirasuna, RT","3237","2014","02","12",NA,Brasil,São Paulo,Guarulhos,"Vitória régia, lote 1",-46.705389,-23.435889,NA,NA,NA,NA,"885","Shirasuna, RT","885","-46.705389","-23.435889","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"111",2019-11-28 09:18:18-03,IBt,SP,"309910",S,Plantae,NA,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Melo, MMRF; Cordeiro, I","1284","1994","12","07",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Margens do rio Verde, próximo ao alojamento",-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,NA,"Kawasaki, ML",NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"112",2019-11-21 10:12:34-03,IBt,SP,"339668",S,Plantae,NA,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Hashimoto, G","17139","1987","12","28",NA,Brasil,São Paulo,São Paulo,Parque Ibirapuera.,-46.6300010681152,-23.5400009155273,NA,"Árvore 10m alt., flores brancas (nº 305).",NA,NA,NA,"Kawasaki, ML",NA,NA,NA,"2000","53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"113",2019-11-21 10:12:34-03,IBt,SP,"306770",S,Plantae,NA,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Leitão Filho, HF; Rodrigues, RR; Santin, DA; Nave, AG; Sanchez, M; Mansano, V; Seoane, CES","34750","1996","02","01",NA,Brasil,São Paulo,Ubatuba,"IAC, transição entre planície e encosta atlântica",-45.0699996948242,-23.4300003051758,NA,"Árvore 20m alt., frutos marrons",NA,NA,NA,"Leitão Filho, HF",NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
