X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,locality,decimalLongitude,decimalLatitude,imagecode,minimumElevationInMeters,maximumElevationInMeters,typeStatus,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,sex,class,relatedCatalogItem,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.621883,-23.654505,"18",2021-03-15 16:37:00-03,NY,NYBG,"582411",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,W. Hoehne,s.n.,"1945","02","12",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127427' target='other'> <mi>dwc_moreinfo</mi></a>,NY00582411,Magnoliophyta,Fabales,Tul.,NA,São Paulo,Sao Paulo,Parque do Estado,-46.621883,-23.654505,NY00582411_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"32",2021-03-15 16:37:00-03,NY,NYBG,"582404",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,L. B. Noffs,"32","1977","11","03",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127425' target='other'> <mi>dwc_moreinfo</mi></a>,NY00582404,Magnoliophyta,Fabales,Tul.,NA,São Paulo,Sao Paulo,"Parque Estadual das Fontes do Ipiranga, Jardim Botanico. Area 3: Planta 84",-46.618358,-23.646109,NY00582404_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"39",2021-03-15 16:37:00-03,NY,NYBG,"582403",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,L. B. Noffs,"17","1996","04","01",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127409' target='other'> <mi>dwc_moreinfo</mi></a>,NY00582403,Magnoliophyta,Fabales,Tul.,L. P. de Queiroz,São Paulo,Sao Paulo,"Parque Estadual das Fontes do Ipiranga, Instituto de Botanica, Jardim Botanico. Area 6: Planta 23A",-46.618358,-23.646109,NY00582403_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.537222,-21.620556,"61",2021-02-18 09:29:48-03,UNESP-IBB,BOTU,"25937",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Martins, M.V.","71","2008","02","08",NA,Brasil,NA,NA,árvore de 8m,BOTU025937,NA,NA,Tul.,"Martins, M.V.",São Paulo,Matão,NA,-48.537222,-21.620556,NA,NA,NA,NA,NA,NA,NA,NA,NA,48°32'14w,21°37'14s,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"84",2021-04-08 17:40:18-03,EAO,IAN,"35743",PreservedSpecimen,Plantae,Leguminosae-Caesalp.,Pterogyne,nitens,Pterogyne nitens,"Aluízio de Souza, J","4260","1939","02","06",Southern America,Brasil,NA,NA,NA,IAN035743,Dicotiledônea,NA,Tul.,"Gehrt, A",São Paulo,Campinas,Fazenda Santa Elisa.,-47.060001373291,-22.8999996185303,IAN035743 IAN035743_e,NA,NA,NA,"23900",auto,"1939","07",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"89",2020-01-20 14:40:30-03,UPM,MACK,"2523",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"V. Mendez; et al.","57","2014","09","09",NA,Brasil,NA,NA,NA,NA,NA,NA,Tul.,"V. Mendez; A. R. Balbin",SP,São Paulo,UPM - Campus Higienópolis,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,"2015","01",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"90",2020-01-20 14:40:30-03,UPM,MACK,"2727",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,A. R. Balbin,"104","2016","04","05",NA,Brasil,NA,NA,Bosque da arquitetura,NA,NA,NA,Tul.,A. R. Balbin,SP,São Paulo,"UPM, Campus Higienópolis.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,"2016","04","05",S,W,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5800018310547,-23.3099994659424,"94",2019-12-04 15:25:14-03,PUCPR,HUCP,"20076",S,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Selusniaki, M","2030","2008","01",NA,NA,Brasil,NA,NA,NA,HUCP00011550,Eudicotiledonea,NA,Tul.,"Selusniaki, M",São Paulo,Mairiporã,Mato Dentro,-46.5800018310547,-23.3099994659424,HUCP00011550,NA,NA,NA,"15840",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.183333,-22.8,"153",2019-10-09 11:16:59-03,UFBA,ALCB,"68739",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Cavalcanti, DC","196","1996","03","26",Southern America,Brasil,NA,NA,"ca. 6 m. Inflorescências amarelas. Frutos esverdeados, imaturos.",ALCB027715,Dicotyledon,NA,Tul.,NA,São Paulo,Guaratinguetá,Reserva Florestal da Escola de Especialistas da Aeronautica - EEAR,-45.183333,-22.8,ALCB027715,NA,NA,NA,NA,NA,NA,NA,NA,"-45.183333","-22.8",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-21.6000003814697,"212",2020-11-04 11:10:20-03,ESALQ,ESA,"40185",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Rozza, A.F. ; Nave, A.G.","90.0","1995","08","25",NA,Brasil,NA,NA,NA,ESA040185,Magnoliophyta,NA,Tul.,NA,São Paulo,Matão,NA,-48.3600006103516,-21.6000003814697,ESA040185,NA,NA,NA,"26922",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"213",2020-11-04 11:10:20-03,ESALQ,ESA,"129068",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Colletta, G.D.","1484.0","2014","05","01",NA,Brasil,NA,NA,"Árvore, frutos imaturos esverdeados",ESA129068,Magnoliophyta,NA,NA,"Colletta, G.D. et al.",São Paulo,Rio Claro,Beira da estrada,-47.560001373291,-22.4099998474121,NA,NA,NA,NA,"21773",auto,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"215",2020-11-04 11:10:20-03,ESALQ,ESA,"14942",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Fernandes, G.D. ; Vitti, F.X.","104.0","1993","03","16",NA,Brasil,NA,NA,NA,ESA014942,Magnoliophyta,NA,Tul.,NA,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,ESA014942,NA,NA,NA,"44778",auto,"1998","09","15",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.5499992370605,-22.2900009155273,"217",2020-11-04 11:10:20-03,ESALQ,ESA,"103666",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Gorenstein, M.R.","16495.0","2005","06","15",NA,Brasil,NA,NA,NA,ESA103666,Magnoliophyta,NA,NA,"Durigan, G. & Franco, G.A.D.C.",São Paulo,Gália,NA,-49.5499992370605,-22.2900009155273,ESA103666,NA,NA,NA,"23314",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"218",2020-11-04 11:10:20-03,ESALQ,ESA,"13270",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Fernandes, G.D. ; Vitti, F.X.","99.0","1993","03","15",NA,Brasil,NA,NA,NA,ESA013270,Magnoliophyta,NA,Tul.,NA,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,ESA013270,NA,NA,NA,"44778",auto,"1998","05","05",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.810001373291,-21.1700000762939,"219",2020-11-04 11:10:20-03,ESALQ,ESA,"105728",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Kotchetkoff-Henrique, O.","1878.0","2000","11","21",NA,Brasil,NA,NA,NA,ESA105728,Magnoliophyta,NA,NA,"Bernacci, L.C. & Kotchetkoff-Henriques",São Paulo,Ribeirão Preto,NA,-47.810001373291,-21.1700000762939,ESA105728,NA,NA,NA,"24390",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"220",2020-11-04 11:10:20-03,ESALQ,ESA,"83970",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Fonseca, E.C.",NA,"1988","10","18",NA,Brasil,NA,NA,NA,ESA083970,Magnoliophyta,NA,Tul.,NA,São Paulo,Teodoro Sampaio,NA,-52.1599998474121,-22.5300006866455,ESA083970,NA,NA,NA,"54606",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
