X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,coordinatePrecision,geoFlag,eventTime,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.439998626709,-22.8799991607666,"76",2021-03-01 16:24:33-03,UNICAMP,UEC,"181843",S,Plantae,Magnoliopsida,NA,Asteraceae,Lychnophora,granmogolensis,Lychnophora granmogolensis,(Duarte) Semir & Leitão,NA,"Nakajima, JN; Mello, FNA; Rosa, PO; Soares, PN; Martins, CAN","51240","2008","05","16",NA,Brazil,São Paulo,Cerrado,NA,"Árvore, ca. 2,5m. Brácteas involucrais verdes, corola e ramos do estilete lilás, anteras arroxeadas.",UEC038995,UEC038995,"Semir, J",Botucatu,-48.439998626709,-22.8799991607666,NA,NA,"2012","09",NA,NA,NA,NA,"40412",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.2800006866455,"135",2020-09-22 13:48:28-03,USP,SPFW,"6343",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Lychnophora,granmogolensis,Lychnophora granmogolensis,(Duarte) Semir,NA,"Ceccantini, G.C.T. Barão, V.; Locosselli, G.M.; Olivog, N.",3816A,"2012","12",NA,NA,Brasil,São Paulo,NA,NA,NA,NA,NA,NA,Brotas,-48.1199989318848,-22.2800006866455,NA,NA,NA,NA,NA,NA,NA,NA,"26585",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
