X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,phylum,order,recordNumber,continentOcean,preparationType,occurrenceRemarks,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,typeStatus,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.774444,-23.9,"28",2019-10-03 10:04:18-03,UFSCar,SORO,"1061",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,NA,NA,"Godoy S.A.P.; Pereira D.L. Ferreira G.M.P. Garcia R.J.F. e de Sordi S.J.","1995","04","19",Brasil,São Paulo,São Paulo,Camping Ana Paula,-46.774444,-23.9,46°46'28''W,23°54'0''S,NA,NA,NA,NA,NA,NA,"485",NA,NA,"árvore ca 7,0 m alt., DAP 0,13 m. Flores alvas, frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.774444,-23.9,"29",2019-10-03 10:04:18-03,UFSCar,SORO,"1308",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,NA,NA,"Gody S.A.P.; Pereira D.L., Ferreira G.M.P., DA Silva L.L., Garcia R.J.F.","1995","06","22",Brasil,São Paulo,São Paulo,Parelheiros. Camping Ana Paula,-46.774444,-23.9,46°46'28''W,23°54'0''S,NA,NA,NA,NA,NA,NA,"620",NA,NA,"Árvore ca. 12,0m alt., DAP 0,05m. Caule casca descamante",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"30",2019-10-03 10:04:18-03,UFSCar,SORO,"7654",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,E.H.P.Barreto,"Pascalicchio, F.F.; Garcia, R.J.F.; Anjos Neto, O.S.; Fukushima-Hein, Y.K.; Fries, B.G.",NA,NA,NA,Brasil,São Paulo,São Paulo,"Sítio Nova Esperança. Estrado do Gramado.UTM:23 K. X=318398, Y=73549915. Borda de mata.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"37",NA,NA,"Árvore, 6m alt., casca rugosa descamante; flores verdes a vermelhas, frutos verdes.","53584",auto,"2015","08",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.926944,-25.083889,"31",2020-01-31 10:39:10-03,IFAM,EAFM,"11930",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Stoike, FC de O","Stoike, FC de O","2006","09","01",Brasil,São Paulo,Cananéia,"Ilha do Cardoso, parcelas",-47.926944,-25.083889,"-47.926944","-25.083889",NA,NA,NA,NA,NA,NA,"809",NA,NA,"; DESC: arbórea",NA,NA,"2006","09","01",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.926944,-25.083889,"32",2020-01-31 10:39:10-03,IFAM,EAFM,"11929",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Stoike, FC de O","Stoike, FC de O","2006","03","16",Brasil,São Paulo,Cananéia,Ilha do Cardoso,-47.926944,-25.083889,"-47.926944","-25.083889",NA,NA,NA,NA,NA,NA,"808",NA,NA,"; DESC: arbórea; artefato; cerco-fixo; tronco",NA,NA,"2006","03","16",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"33",2021-03-04 15:45:33-03,IF,SPSF,"31058",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,NA,NA,S.E.Martins & P.S.P.Sampaio,"1998","09","16",Brasil,SP,Bertioga,"Sao Lourenço, Rod. SP-55,km 211,5.",-46.138599395752,-23.8544006347656,NA,NA,NA,NA,NA,NA,Magnoliophyta,Myrtales,"229",América do Sul,NA,"COLETA: XLS: SPSFAntigo;","37616",auto,NA,NA,NA,Magnoliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-46.774444,-23.9,"35",2019-11-21 10:12:12-03,IBt,SP,"334089",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Kawasaki, ML","Godoy, SAP; Pereira, DL; Ferreira, GMP; Garcia, RJF; Sordi, SJ","1995","04","19",Brasil,São Paulo,São Paulo,"Parelheiros, Camping Ana Paula, área ajardinada",-46.774444,-23.9,"-46.774444","-23.9",NA,NA,NA,NA,NA,NA,"485",NA,NA,"Árvore ca. 7m alt., DAP 0,13cm, flores alvas, frutos imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.774444,-23.9,"36",2019-11-21 10:12:12-03,IBt,SP,"334090",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Kawasaki, ML","Godoy, SAP; Pereira, DL; Ferreira, GMP; Garcia, RJF; Sordi, SJ","1995","06","22",Brasil,São Paulo,São Paulo,"Parelheiros, Camping Ana Paula, área ajardinada",-46.774444,-23.9,"-46.774444","-23.9",NA,NA,NA,NA,NA,NA,"620",NA,NA,"Árvore ca. 12m alt., DAP 0,05m, caule de casca descamante, frutos negros",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"37",2019-11-21 10:12:12-03,IBt,SP,"334747",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Kawasaki, ML","Martins, SE; Sampaio, PSP","1998","09","16",Brasil,São Paulo,Bertioga,Fazenda da Família Pinto,-46.138599395752,-23.8544006347656,NA,NA,NA,NA,NA,NA,NA,NA,"229",NA,NA,NA,"37616",auto,"1999",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"38",2019-11-21 10:12:12-03,IBt,SP,"344868",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Kawasaki, ML","Sampaio, PSP; Magenta, MAG","1999","11","11",Brasil,São Paulo,Bertioga,"São Lourenço, Rod. SP-55, km 211,5. Fazenda da Família Pinto.",-46.138599395752,-23.8544006347656,NA,NA,NA,NA,NA,NA,NA,NA,"382",NA,NA,NA,"37616",auto,"2000",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"39",2019-11-21 10:12:12-03,IBt,SP,"337847",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Kawasaki, ML","Sampaio, PSP; Martins, SE","1999","09","02",Brasil,São Paulo,Bertioga,"São Lourenço, Rod. SP-55, Km 211,5, Fazenda da Família Pinto",-46.138599395752,-23.8544006347656,NA,NA,NA,NA,NA,NA,NA,NA,"338",NA,NA,NA,"37616",auto,"1999",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"40",2019-11-21 10:12:12-03,IBt,SP,"337865",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Kawasaki, ML","Sampaio, PSP; Martins, SE","1999","08","12",Brasil,São Paulo,Bertioga,"São Lourenço, Rod. SP-55, Km 211,5. Fazenda da Família Pinto",-46.138599395752,-23.8544006347656,NA,NA,NA,NA,NA,NA,NA,NA,"311",NA,NA,NA,"37616",auto,"1999",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9099998474121,-23.6000003814697,"41",2019-11-21 10:12:12-03,IBt,SP,"333985",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Kawasaki, ML","Ogata, H; Heineberg, M","1995","06","19",Brasil,São Paulo,Cotia,CEMUCAM,-46.9099998474121,-23.6000003814697,NA,NA,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,"Árvore ca. 10m alt., DAP 30cm, frutos verdes","23869",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9099998474121,-23.6000003814697,"42",2019-11-21 10:12:12-03,IBt,SP,"333984",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Kawasaki, ML","Ogata, H; Heineberg, M","1995","03","23",Brasil,São Paulo,Cotia,CEMUCAM,-46.9099998474121,-23.6000003814697,NA,NA,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,"Árvore ca. 10m alt., DAP 30cm, flores brancas","23869",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"43",2019-11-28 09:18:18-03,IBt,SP,"309914",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Kawasaki, ML","Melo, MMRF; Piacentin, E","1995","02","05",Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Margens do rio Verde, próximo ao alojamento",-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,NA,NA,NA,NA,"1280",NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"44",2019-11-21 10:12:12-03,IBt,SP,"246584",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Kawasaki, ML","Cordeiro, I; Gomes da Silva, SJ; Costa, MP; Chu, E; Piacentin, E","1990","12","11",Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para o Pocinho",-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,NA,NA,NA,NA,"753",NA,NA,"Árvore do dossel ca. 20m alt., DAP 50cm, frutos maduros negros","55628",auto,"1995",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"45",2019-11-21 10:12:12-03,IBt,SP,"82691",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Kawasaki, ML","Faria, R","1965","03","25",Brasil,São Paulo,São Paulo,"Água Funda, mata do Instituto de Botânica.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,Árvore.,"53584",auto,"2000",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"46",2019-11-21 10:12:12-03,IBt,SP,"64401",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Kawasaki, ML","Mattos, JR","1961","04","18",Brasil,São Paulo,São Paulo,Nativa no Jardim Botãnico.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"8889",NA,NA,"Na mata secundária. Árvore fina, de 6m alt., fl. em panícula branca.","53584",auto,"2000",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
