X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,phylum,order,recordNumber,continentOcean,preparationType,occurrenceRemarks,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,typeStatus,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.8800010681152,-24.7099990844727,"5",2020-11-04 11:14:56-03,ESALQ,ESA,"72959",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,Kiaersk.,"Kawasaki, M.L.","Sztutman, M. ; Valmir","1998","10","29",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA072959,ESA072959,Magnoliophyta,NA,"61.0",NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"6",2020-11-04 11:14:56-03,ESALQ,ESA,"105498",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,NA,"Aguiar, O.T.","Aguiar, O.T.","2002","03","13",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA105498,ESA105498,Magnoliophyta,NA,NA,NA,NA,NA,"27904",auto,"2002","03","17",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"7",2020-11-04 11:14:56-03,ESALQ,ESA,"104479",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Costa, R.F.","Aguiar, O.T.","2002","03","14",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA104479,ESA104479,Magnoliophyta,NA,"1017.0",NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"8",2021-03-01 16:36:40-03,UNICAMP,UEC,"146720",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,A.DC.,NA,"Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1997","04","17",Brazil,São Paulo,Ubatuba,Picinguaba. Morro do Corisco,-44.8,-23.366667,"-44.8","-23.366667",NA,NA,UEC103936,UEC103936,Magnoliopsida,NA,"1392",NA,NA,"Árvore 569 com 9m de altura, vegetativo.; Mata Atlântica de Encosta",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.080556,-24.235556,"10",2020-12-11 11:39:26-03,UFMG,BHCB,"96419",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,NA,"Zipparro, VB","2001","10","19",Brasil,São Paulo,Sete Barras,"Parque Estadual Intervales, Base Saibadela, Trilha Azul, Ponto 11",-48.080556,-24.235556,"-48.080556","-24.235556",NA,NA,BHCB012981,BHCB012981,Dicotyledon,NA,"2096",Southern America,NA,"Árvore com ca. De 16m de altura, botões e flores brancas.",NA,NA,"2001","10",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"12",2020-12-11 11:39:26-03,UFMG,BHCB,"96402",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,NA,"Guilherme, FAG","2000","09","19",Brasil,São Paulo,Sete Barras,Parque Intervales,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,Dicotyledon,NA,"235",Southern America,NA,"Árvore aprox. 16m de altura, botões florais verde-claro e pétalas brancas..","34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"13",2020-12-11 11:39:26-03,UFMG,BHCB,"96175",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,NA,"Guilherme, FAG","2001","10","11",Brasil,São Paulo,Sete Barras,Parque Intervales,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,Dicotyledon,NA,"192",Southern America,NA,"Árvore aprox. 12m de altura, botões florais brancos.","34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"19",2020-12-16 11:32:59-03,UFG,UFG,"62012",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,A. Usteri,"Garcia, R.J.F.","Honda, S.; et al.","2012","08","08",Brasil,São Paulo,São Paulo,Parque Tizo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,UFG0062012,UFG0062012,NA,NA,"1127",NA,NA,"Árvore ca. de 7,0 metros de altura, 0,8 cm DAP. Frutos imaturos verdes. Casca avermelhada.","53584",auto,"2012","08","30",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"26",2019-12-09 10:46:08-03,UFSJ,HUFSJ,"10575",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Santos, M F","Rossi, L","1984","06","01",Brasil,São Paulo,São Paulo,Parque Conceição.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,HUFSJ010575,NA,NA,NA,"164",NA,NA,"Árvore, 6m alt, DAP 20cm, flores alvas, frutos imaturos verdes.","53584",auto,"2018",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9099998474121,-23.6000003814697,"27",2019-10-03 10:04:18-03,UFSCar,SORO,"1055",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,NA,NA,"Ogata H. ; Heiniberg M.","1995","03","23",Brasil,São Paulo,Cotia,CEMUCAM,-46.9099998474121,-23.6000003814697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore ca 10m alt, DAP 30 cm, flores brancas.","23869",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
