X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,county,decimalLongitude,decimalLatitude,imagecode,infraspecificEpithet,typeStatus,minimumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,relatedCatalogItem,maximumElevationInMeters,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.055933,-22.576683,"7",2021-03-15 16:37:00-03,NY,NYBG,"02474138",PreservedSpecimen,Plantae,Fabaceae,Poecilanthe,parviflora,Poecilanthe parviflora,L. Biral,"829","2013","03","07",South America,Brazil,São Paulo,"No campus da UNESP, próximo ao campo de futebol",sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685537' target='other'> <mi>dwc_moreinfo</mi></a>,NY02474138,Magnoliophyta,Fabales,Benth.,NA,Rio Claro,-49.055933,-22.576683,NY02474138_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"26",2020-11-04 11:10:19-03,ESALQ,ESA,"14817",PreservedSpecimen,Plantae,Fabaceae,Poecilanthe,parviflora,Poecilanthe parviflora,"Souza, V.C. ; Sakuragui, C.M.","55.0","1993","12","19",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA014817,Magnoliophyta,NA,NA,NA,Piracicaba,-47.6399993896484,-22.7199993133545,ESA014817,NA,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"27",2020-11-04 11:10:19-03,ESALQ,ESA,"8230",PreservedSpecimen,Plantae,Fabaceae,Poecilanthe,parviflora,Poecilanthe parviflora,"Souza, V.C.","2108.0","1992","11","27",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA008230,Magnoliophyta,NA,Benth.,"Azevedo-Tozzi, A.M.G.",Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"28",2020-11-04 11:10:19-03,ESALQ,ESA,"72274",PreservedSpecimen,Plantae,Fabaceae,Poecilanthe,parviflora,Poecilanthe parviflora,"Tsuji, R.","17.0","2001","05","01",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA072274,Magnoliophyta,NA,Benth.,NA,Piracicaba,-47.6399993896484,-22.7199993133545,ESA072274,NA,NA,NA,"2001","05","17",NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"29",2020-11-04 11:10:19-03,ESALQ,ESA,"4293",PreservedSpecimen,Plantae,Fabaceae,Poecilanthe,parviflora,Poecilanthe parviflora,"Catharino, E.L.M.","2.0","1983","11","27",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA004293,Magnoliophyta,NA,Benth.,NA,Piracicaba,-47.6399993896484,-22.7199993133545,ESA004293,NA,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"30",2020-11-04 11:10:19-03,ESALQ,ESA,"10289",PreservedSpecimen,Plantae,Fabaceae,Poecilanthe,parviflora,Poecilanthe parviflora,"Fernandes, G.D.","125.0","1993","03","19",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA010289,Magnoliophyta,NA,NA,NA,Piracicaba,-47.6399993896484,-22.7199993133545,ESA010289,NA,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.310001373291,-22.9400005340576,"31",2020-11-04 11:10:19-03,ESALQ,ESA,"64127",PreservedSpecimen,Plantae,Fabaceae,Poecilanthe,parviflora,Poecilanthe parviflora,"Souza, J.P.","2286.0","1998","03","01",NA,Brasil,São Paulo,Haras Vanguarda. Módulo 2,NA,NA,"Árvore, frutos castanho-claros",ESA064127,Magnoliophyta,NA,Benth.,NA,Monte Mor,-47.310001373291,-22.9400005340576,ESA064127,NA,NA,NA,NA,NA,NA,NA,NA,"12206",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"32",2020-11-04 11:10:19-03,ESALQ,ESA,"7581",PreservedSpecimen,Plantae,Fabaceae,Poecilanthe,parviflora,Poecilanthe parviflora,"Zandoval, J.A.",NA,"1984","12","23",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA007581,Magnoliophyta,NA,Benth.,NA,Piracicaba,-47.6399993896484,-22.7199993133545,ESA007581,NA,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"36",2020-11-04 11:10:19-03,ESALQ,ESA,"10290",PreservedSpecimen,Plantae,Fabaceae,Poecilanthe,parviflora,Poecilanthe parviflora,"Fernandes, G.D.","129.0","1993","03","19",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA010290,Magnoliophyta,NA,NA,NA,Piracicaba,-47.6399993896484,-22.7199993133545,ESA010290,NA,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"37",2020-11-04 11:10:19-03,ESALQ,ESA,"10673",PreservedSpecimen,Plantae,Fabaceae,Poecilanthe,parviflora,Poecilanthe parviflora,"Barreto, K.D.","166.0","1993","03","26",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA010673,Magnoliophyta,NA,NA,NA,Piracicaba,-47.6399993896484,-22.7199993133545,ESA010673,NA,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
