X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,verbatimLongitude,verbatimLatitude,individualCount,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.9599990844727,-23.0699996948242,"3",2020-11-04 11:14:57-03,ESALQ,ESA,"34070",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,rupicola,Myrcia rupicola,NA,"Sobral, M.","Ferretti, A. et al.","62.0","1996","12","13",NA,Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,ESA034070,ESA034070,"38855",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"4",2020-11-04 11:14:57-03,ESALQ,ESA,"34050",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,rupicola,Myrcia rupicola,Legrand,"Lima, L.","Franciosi, E.R.N. et al.","18.0","1996","12","16",NA,Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,ESA034050,ESA034050,"38855",auto,"2017","10","27",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.993333,-23.245833,"19",2021-03-01 16:36:48-03,UNICAMP,UEC,"90628",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,rupicola,Myrcia rupicola,D.Legrand,"Sobral, M; Mazine, FF","Franciosi, ERN; Bertani, DF; Yamamoto, LF; Albuquerque, LB; Rodrigues, RR; Souza, VC","18","1996","12","16",NA,Brazil,São Paulo,Cunha,P.E da Serra do Mar. - Núcleo Cunha,-44.993333,-23.245833,NA,NA,NA,"Arbusto, 2,5m da altura; folhas jovnes pilosas.; Floresta Ombrófila Densa Montana. Pastagem com arbustos e árvores isoladas.",UEC023459,UEC023459,NA,NA,NA,NA,NA,NA,"-44.993333","-23.245833",NA,NA,"35",São Paulo,SP,Sudeste
-45.004722,-23.239444,"20",2021-03-01 16:36:48-03,UNICAMP,UEC,"92429",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,rupicola,Myrcia rupicola,D.Legrand,"Sobral, M; Mazine, FF","Ferretti, AR; Vanini, A; Nave, AG; Peneireiro, FM; Rodrigues, RR; Ivanauskas, NM","58","1996","12","13",NA,Brazil,São Paulo,Cunha,Estação Experimental da Serra do Mar. Núcleo Cunha. Trilha da Pedreira.,-45.004722,-23.239444,NA,NA,NA,"Floresta Ombrófila densa, DVegetação Secundária (Foi pastagem há 20 anos)",UEC023454,UEC023454,NA,NA,NA,NA,NA,NA,"-45.004722","-23.239444",NA,NA,"35",São Paulo,SP,Sudeste
-45.004722,-23.239444,"21",2021-03-01 16:36:48-03,UNICAMP,UEC,"92431",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,rupicola,Myrcia rupicola,D.Legrand,"Sobral, M","Ferretti, AR; Vanini, A; Nave, AG; Peneireiro, FM; Rodrigues, RR; Souza, VC; et al.","62","1996","12","13",NA,Brazil,São Paulo,Cunha,Estação Experimental da Serra do Mar - Núcleo Cunha- Trilha da Pedreira.,-45.004722,-23.239444,NA,NA,NA,"Floresta Ombrófila Densa, Veg. secundária( foi pastagem há 20 anos).",UEC033123,UEC033123,NA,NA,"2003",NA,NA,NA,"-45.004722","-23.239444",NA,NA,"35",São Paulo,SP,Sudeste
-47.135,-23.596056,"27",2020-12-15 14:16:32-03,UFSM,SMDB,"17214",S,Plantae,NA,NA,Myrtaceae,Myrcia,rupicola,Myrcia rupicola,D.Legrand,"Moia, IW","Moia, IW","4","2016","08","02",NA,Brasil,São Paulo,São Roque,NA,-47.135,-23.596056,"900","900",NA,"Mata atlântica, borda de mata. Porte arbustivo",SMDB017214,NA,NA,NA,"2016","08","30",NA,"-47.135","-23.596056",NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"41",2020-12-21 16:37:26-03,MBM,MBM,"144786",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,rupicola,Myrcia rupicola,D.Legrand,"Chiea, S.C.","Kirizawa, M.","908","1983","03","28",Southern America,Brazil,São Paulo,Santo André,Estação Biológica do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,MBM144786,MBM144786,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.004722,-23.239444,"62",2019-11-13 11:27:11-03,USP,SPF,"122147",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,rupicola,Myrcia rupicola,D.Legrand,"Sobral, M","Ferretti, AR","62","1996","12","13",NA,Brasil,São Paulo,Cunha,Estação Experimental da Serra do Mar,-45.004722,-23.239444,NA,NA,NA,NA,SPF00122147,NA,NA,NA,"2018","04",NA,NA,"-45.004722","-23.239444",NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"70",2019-02-27 14:03:15-03,UFSJ,HUFSJ,"8146",S,Plantae,NA,NA,Myrtaceae,Myrcia,rupicola,Myrcia rupicola,D.Legrand,"Sobral, M",?,s.n.,NA,NA,NA,NA,Brasil,São Paulo,Cunha,"Parque Estadual da Serra do mar - Núcleo Cunha. Floresta Ombrófila Densa Altomontana. parcela S, indivíduo 83.",-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,HUFSJ008146,NA,"38855",auto,"2015",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"75",2021-03-04 15:45:35-03,IF,SPSF,"21510",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrcia,rupicola,Myrcia rupicola,D.Legrand,L.Lima,E.R.N.Franciosi,"18","1996","12","16",América do Sul,Brasil,SP,Cunha,P.E.Serra do Mar - Núcleo Cunha,-44.9599990844727,-23.0699996948242,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: pastagem&nf;;",NA,NA,"38855",auto,"2017","10","25",Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
