X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,yearIdentified,monthIdentified,dayIdentified,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.2799987792969,-20.6299991607666,"3",2019-11-21 09:59:47-03,IBt,SP,"16785",S,Plantae,NA,NA,Asteraceae,Aspilia,espinhacensis,Aspilia espinhacensis,J.U.Santos,NA,"Loefgren, A; Edwall, G",CGG2147,"1893","01","15",NA,Brasil,São Paulo,Sapucai,NA,NA,NA,NA,SP023480,SP023480,"Santos, JUM","1991","06","26",Patrocínio Paulista,-47.2799987792969,-20.6299991607666,"26066",auto,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"4",2019-11-21 09:59:47-03,IBt,SP,"1326",S,Plantae,NA,NA,Asteraceae,Aspilia,espinhacensis,Aspilia espinhacensis,J.U.Santos,NA,"Hoehne, FC",s.n.,"1918","01","15",NA,Brasil,São Paulo,Butantã.,NA,NA,NA,NA,SP030682,SP030682,"Santos, JUM","1991","06","23",São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"35",São Paulo,SP,Sudeste
