X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,stateProvince,phylum,order,continentOcean,preparationType,occurrenceRemarks,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,yearIdentified,monthIdentified,dayIdentified,individualCount,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.886229,-23.65179,"3",2021-03-15 16:37:00-03,NY,NYBG,"1552464",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,dichrophylla,Myrcia dichrophylla,D.Legrand,M. L. Kawasaki,M. Kuhlmann,"4229","1957","07","30",Brazil,Salesópolis,"Boracéa, Estação Biológica.",-45.886229,-23.65179,NA,NA,NA,NA,NY01552464,NY01552464_01,São Paulo,Magnoliophyta,Myrtales,South America,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1947337' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.886229,-23.65179,"5",2021-03-15 16:37:00-03,NY,NYBG,"1522643",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,dichrophylla,Myrcia dichrophylla,D.Legrand,M. F. Santos,M. Kuhlmann,"4229","1957","07","30",Brazil,Salesópolis,"Boracéa, Estação Biológica.",-45.886229,-23.65179,NA,NA,NA,NA,NY01522643,NY01522643_01,São Paulo,Magnoliophyta,Myrtales,South America,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1776424' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"18",2020-11-04 11:14:50-03,ESALQ,ESA,"4994",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,dichrophylla,Myrcia dichrophylla,D. Legrand,"Kawasaki, M.L.","Catharino, E.L.M.","360.0","1985","07","05",Brasil,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,ESA004994,NA,São Paulo,Magnoliophyta,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"19",2020-11-04 11:14:50-03,ESALQ,ESA,"4728",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,dichrophylla,Myrcia dichrophylla,D. Legrand,"Mazine, F.F.","Catharino, E.L.M. et al.","537.0","1986","05","23",Brasil,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,ESA004728,NA,São Paulo,Magnoliophyta,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"20",2020-11-04 10:56:24-03,ESALQ,ESA,"106147",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,dichrophylla,Myrcia dichrophylla,D. Legrand,"Lima, D.F.","Sampaio, D.","51.0","1905","06","26",Brasil,Cananeia,NA,-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,ESA106147,NA,São Paulo,NA,NA,NA,NA,NA,NA,"37574",auto,NA,NA,"2016",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"21",2020-11-04 11:14:50-03,ESALQ,ESA,"4727",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,dichrophylla,Myrcia dichrophylla,D. Legrand,"Mazine, F.F.","Catharino, E.L.M.","826.0","1986","07","28",Brasil,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,ESA004727,NA,São Paulo,Magnoliophyta,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.92,-25.01,"22",2015-07-02 14:03:18-03,JBP,HPL,"8905",S,Plantae,Myrtaceae,Myrcia,cf. dichrophylla,Myrcia cf. dichrophylla,NA,F.F. Mazine,R. Tsuji,"1974","2007","05","09",Brasil,Cananéia,"Coletado em borda de estrada; em área de restinga alta.",-47.92,-25.01,NA,NA,NA,NA,NA,NA,SP,NA,NA,NA,NA,NA,NA,"37574",auto,NA,NA,"2008","03","12",NA,NA,"35",São Paulo,SP,Sudeste
-46.416667,-23.8925,"88",2021-01-26 13:56:44-03,IMA,MAC,"23575",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,dichrophylla,Myrcia dichrophylla,D.Legrand,M.L.Kawasaki,M.Kuhlmann,"4224","1957","07","19",Brasil,Salesópolis,"Salesópolis, Boracéa, Cabeceiras do Rio Guaratuba.",-46.416667,-23.8925,"-46.416667","-23.8925",NA,NA,MAC0023575,MAC0023575,São Paulo,NA,NA,NA,NA,Frutos muito amargos.,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"106",2019-11-13 11:26:59-03,USP,SPF,"199841",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,dichrophylla,Myrcia dichrophylla,D.Legrand,"Kawasaki, ML","Nicolau, SA","254","1992","03","11",Brasil,Iguape,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,SPF00199841,NA,São Paulo,NA,NA,NA,NA,NA,NA,"55628",auto,NA,NA,"1993",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"107",2019-11-13 11:26:59-03,USP,SPF,"199840",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,dichrophylla,Myrcia dichrophylla,D.Legrand,"Kawasaki, ML","Cordeiro, I","1605","1995","12","11",Brasil,Iguape,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,SPF00199840,NA,São Paulo,NA,NA,NA,NA,NA,NA,"55628",auto,NA,NA,"1996",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
