X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,recordNumber,continentOcean,preparationType,coordinatePrecision,geoFlag,typeStatus,class,relatedCatalogItem,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.4199981689453,-21.9899997711182,"282",2019-11-13 11:28:39-03,USP,SPF,"84437",PreservedSpecimen,Plantae,Poaceae,Aristida,circinalis,Aristida circinalis,Lindm.,"Parodi, LR","1946","07",NA,"Rachid, M","1944","12","07",Brasil,São Paulo,Pirassununga,Cerrado de Emas,-47.4199981689453,-21.9899997711182,NA,NA,NA,NA,NA,SPF00084437,SPF00084437,NA,NA,"10",NA,NA,"24621",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-21.9899997711182,"283",2019-11-13 11:28:39-03,USP,SPF,"84436",PreservedSpecimen,Plantae,Poaceae,Aristida,circinalis,Aristida circinalis,Lindm.,"Parodi, LR","1946","07",NA,"Rachid, M","1944","12","07",Brasil,São Paulo,Pirassununga,Cerrado de Emas,-47.4199981689453,-21.9899997711182,NA,NA,NA,NA,NA,SPF00084436,SPF00084436,NA,NA,"10",NA,NA,"24621",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"284",2019-11-13 11:28:38-03,USP,SPF,"84434",PreservedSpecimen,Plantae,Poaceae,Aristida,circinalis,Aristida circinalis,Lindm.,"Hell, KG",NA,NA,NA,"Semir, J","1968","01","04",Brasil,São Paulo,São Paulo,Butantã.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,SPF00084434,SPF00084434,NA,NA,s.n.,NA,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"285",2019-11-13 11:28:39-03,USP,SPF,"84435",PreservedSpecimen,Plantae,Poaceae,Aristida,circinalis,Aristida circinalis,Lindm.,Anônimo,NA,NA,NA,"Hell, KG","1968","04",NA,Brasil,São Paulo,São Paulo,Butantã.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,SPF00084435,SPF00084435,NA,NA,s.n.,NA,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"286",2019-11-13 11:28:40-03,USP,SPF,"84440",PreservedSpecimen,Plantae,Poaceae,Aristida,leptochaeta,Aristida leptochaeta,Hack.,"Parodi, LR",NA,NA,NA,"Joly, AB","1949","11","29",Brasil,São Paulo,São Paulo,Butantã. Campos.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,SPF00084440,SPF00084440,NA,NA,"897",NA,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"324",2021-02-08 12:52:34-03,UFRGS,ICN,"068811",S,Plantae,Poaceae,Aristida,circinalis,Aristida circinalis,Lindm.,"Longhi-Wagner, HM",NA,NA,NA,"Sendulski, T","1966","11","27",Brasil,SP,São Paulo,"10km. W of center of city of São Paulo, in grounds of the Cidade Universitária",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,Monocotyledon,NA,"412",América do Sul,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.7800006866455,"397",2019-11-21 10:14:42-03,IBt,SP,"175517",S,Plantae,Poaceae,Aristida,circinalis,Aristida circinalis,Lindm.,"Longhi Wagner, HM","1992","01","02","Bockermann, W","1981","02","15",Brasil,São Paulo,Anhembi,Fazenda Barreiro Rico,-48.1199989318848,-22.7800006866455,NA,NA,NA,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,"25656",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0499992370605,-23.5900001525879,"398",2019-11-21 10:14:42-03,IBt,SP,"145536",S,Plantae,Poaceae,Aristida,circinalis,Aristida circinalis,Lindm.,"Longhi Wagner, HM","1988","08","03","Silva, TS","1977","01","16",Brasil,São Paulo,Itapetininga,NA,-48.0499992370605,-23.5900001525879,NA,NA,NA,NA,NA,SP040606,SP040606,NA,NA,"265",NA,NA,"40712",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0499992370605,-23.5900001525879,"399",2019-11-21 10:14:42-03,IBt,SP,"64781",S,Plantae,Poaceae,Aristida,circinalis,Aristida circinalis,Lindm.,"Longhi Wagner, HM","1988","08","03","Mattos, J","1961","11","13",Brasil,São Paulo,Itapetininga,Estrada de São Paulo: 3 km sul da cidade de Itapetininga.,-48.0499992370605,-23.5900001525879,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9552",NA,NA,"40712",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8800010681152,-23.1700000762939,"400",2019-11-21 10:14:42-03,IBt,SP,"140811",S,Plantae,Poaceae,Aristida,circinalis,Aristida circinalis,Lindm.,"Longhi Wagner, HM","1988","08","03","Eiten, G; Sendulsky, T","1961","05","31",Brasil,São Paulo,São José dos Campos,"At 7,5 km S of São José dos Campos (along highway to Paraibuna) & ca. 1 km further south on dirt road.",-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2871",NA,NA,"39297",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"401",2019-11-21 10:14:42-03,IBt,SP,"105553",S,Plantae,Poaceae,Aristida,circinalis,Aristida circinalis,Lindm.,"Longhi Wagner, HM","1992","01","03","Sendulsky, T","1967","10","20",Brasil,São Paulo,São Paulo,"10 km ao oeste do centro da cidade de São Paulo, nos campos da Cidade Universitária.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"749",NA,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"402",2019-11-21 10:14:42-03,IBt,SP,"105623",S,Plantae,Poaceae,Aristida,circinalis,Aristida circinalis,Lindm.,"Longhi Wagner, HM","1992","01","02","Sendulsky, T","1966","11","27",Brasil,São Paulo,São Paulo,"10 km W of center of city of São Paulo, in grounds of the Cidade Universitária.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,SP040600,SP040600,NA,NA,"412",NA,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
