X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,barcode,imagecode,geoFlag,continentOcean,locality,occurrenceRemarks,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,typeStatus,fieldNumber,preparationType,class,order,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.9900016784668,-24.3199996948242,"1",2020-11-04 11:12:57-03,ESALQ,ESA,"4595",PreservedSpecimen,Plantae,Magnoliophyta,Malvaceae,Pachira,calophylla,Pachira calophylla,(K.Schum.) Fern.Alonso,"Semir, J.","Catharino, E.L.M.","593.0","1986","01","13",Brasil,São Paulo,Peruíbe,-46.9900016784668,-24.3199996948242,"21922",ESA004595,ESA004595,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-22.9699993133545,"2",2019-02-15 11:35:10-02,IPA,IPA,"88782",S,Plantae,Plantae,Bombacaceae,Bombacopsis,calophylla,Bombacopsis calophylla,(K. Schum.) A. Robyns,NA,"Gandolfi, S.","15640","1983","10","06",Brasil,São Paulo,Valinhos,-46.9900016784668,-22.9699993133545,"12075",IPA0088782,NA,auto,Southern America,"Estação Experimental de Valinhos, alto da cachoeira grande.","Árvore de 12m de altura; flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-22.9699993133545,"7",2021-03-01 16:26:49-03,UNICAMP,UEC,"54313",S,Plantae,Magnoliopsida,Bombacaceae,Pachira,calophylla,Pachira calophylla,(K.Schum.) Fern.Alonso,NA,"Gandolfi, S","15640","1983","10","06",Brazil,São Paulo,Valinhos,-46.9900016784668,-22.9699993133545,"12075",UEC099273,UEC099273,auto,NA,Estação Experimental de Valinhos (IF). Alto da cachoeira grande.,Árvore de 12 m de altura. Flores brancas.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-22.9699993133545,"14",2019-07-02 15:55:50-03,UEM,HUEM,"1877",S,Plantae,NA,Malvaceae,Bombacopsis,calophylla,Bombacopsis calophylla,(K.Schum.) A.Robyns,NA,Sérgius Gandolfi,s.n.,"1983","10","06",Brasil,São Paulo,Valinhos,-46.9900016784668,-22.9699993133545,"12075",HUEM000002490,HUEM000002490,auto,NA,"Estação Experimental de Valinhos, Alto da cachoeira grande","Árvore; 12 m de altura; flores brancas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"15",2021-03-04 15:44:47-03,IF,SPSF,"23793",PreservedSpecimen,Plantae,Magnoliophyta,Bombacaceae,Pachira,calophylla,Pachira calophylla,(K.Schum.) Alonso,T.M. Macedo,L.Rossi,"1003","1991","12","15",Brasil,SP,Iguape,-47.5499992370605,-24.7000007629395,"55628",NA,NA,auto,América do Sul,Estação Ecológica Juréia-Itatins,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha do rio Verde&nf;;",NA,NA,NA,NA,"2014","01","23",NA,NA,NA,Magnoliopsida,Malvales,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"16",2021-03-04 15:44:47-03,IF,SPSF,"23796",PreservedSpecimen,Plantae,Magnoliophyta,Bombacaceae,Pachira,calophylla,Pachira calophylla,(K.Schum.) Alonso,T.M. Macedo,E.A.Anunciaçao,"116","1991","12","15",Brasil,SP,Iguape,-47.5499992370605,-24.7000007629395,"55628",NA,NA,auto,América do Sul,Estação Ecológica Juréia-Itatins,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"2014","01","23",NA,NA,NA,Magnoliopsida,Malvales,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"17",2021-03-04 15:44:47-03,IF,SPSF,"44445",PreservedSpecimen,Plantae,Magnoliophyta,Bombacaceae,Pachira,calophylla,Pachira calophylla,(K.Schum.) Alonso,R.Bertoncello,R.Bertoncello & M.Pansonato,"565","2007","06","08",Brasil,SP,Ubatuba,-45.0699996948242,-23.4300003051758,"34265",NA,NA,auto,América do Sul,Parque Estadual da Serra do Mar - Núcleo Picinguaba,"GEOGRAFIA: Morro do Cuscuzeiro;",NA,NA,"1120","1120","2007","06","08",NA,NA,NA,Magnoliopsida,Malvales,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"18",2021-03-04 15:44:47-03,IF,SPSF,"23794",PreservedSpecimen,Plantae,Magnoliophyta,Bombacaceae,Pachira,calophylla,Pachira calophylla,(K.Schum.) Alonso,T.M. Macedo,I.Cordeiro,"1482","1994","12","08",Brasil,SP,Iguape,-47.5499992370605,-24.7000007629395,"55628",NA,NA,auto,América do Sul,Estação Ecológica Juréia-Itatins,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata de encosta&nf;;",NA,NA,NA,NA,"2014","01","23",NA,NA,NA,Magnoliopsida,Malvales,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"19",2021-03-04 15:44:47-03,IF,SPSF,"23795",PreservedSpecimen,Plantae,Magnoliophyta,Bombacaceae,Pachira,calophylla,Pachira calophylla,(K.Schum.) Alonso,T.M. Macedo,J.Godoy,"8","1995","01","12",Brasil,SP,Iguape,-47.5499992370605,-24.7000007629395,"55628",NA,NA,auto,América do Sul,Estação Ecológica Juréia-Itatins,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"2014","01","23",NA,NA,NA,Magnoliopsida,Malvales,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"20",2021-03-04 15:44:47-03,IF,SPSF,"23797",PreservedSpecimen,Plantae,Magnoliophyta,Bombacaceae,Pachira,calophylla,Pachira calophylla,(K.Schum.) Alonso,T.M. Macedo,C.Kameyama,"4","1991","10","12",Brasil,SP,Iguape,-47.5499992370605,-24.7000007629395,"55628",NA,NA,auto,América do Sul,Estação Ecológica Juréia-Itatins,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata&nf;;",NA,NA,NA,NA,"2014","01","23",NA,NA,NA,Magnoliopsida,Malvales,"35",São Paulo,SP,Sudeste
