X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,yearIdentified,monthIdentified,dayIdentified,occurrenceRemarks,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.27,-22.9303,"54",2021-03-15 16:37:00-03,NY,NYBG,"395742",PreservedSpecimen,Plantae,Annonaceae,Rollinia,emarginata,Rollinia emarginata,Schltdl.,P. J. M. Maas,H. de F. Leitão Filho,"1979","11","05",Brazil,São Paulo,Joanópolis,Rodovia para Montes-Verdes,-46.27,-22.9303,NA,NA,NA,NA,NY00395742,NY00395742_01,"10612",NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361888' target='other'> <mi>dwc_moreinfo</mi></a>,NA,South America,sheet,NA,Magnoliophyta,Magnoliales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.439998626709,-22.8799991607666,"67",2021-03-15 16:37:00-03,NY,NYBG,"02699065",PreservedSpecimen,Plantae,Annonaceae,Rollinia,emarginata,Rollinia emarginata,Schltdl.,NA,I. Silberbauer-Gottsberger,"1969","10","18",Brazil,São Paulo,Botucatu,Distrito de Rubião Júnior.,-48.439998626709,-22.8799991607666,NA,NA,NA,NA,NY02699065,NY02699065_01,13-181069,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2982504' target='other'> <mi>dwc_moreinfo</mi></a>,NA,South America,sheet,NA,Magnoliophyta,Magnoliales,"40412",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.454379,-22.673246,"69",2021-03-15 16:37:00-03,NY,NYBG,"395744",PreservedSpecimen,Plantae,Annonaceae,Rollinia,emarginata,Rollinia emarginata,Schltdl.,P. J. M. Maas,J. R. Pirani,"1985","11","20",Brazil,São Paulo,Campos do Jordao,Campos do Jordao. Parque Estadual,-45.454379,-22.673246,NA,NA,"1650","1650",NY00395744,NY00395744_01,"1360",NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361902' target='other'> <mi>dwc_moreinfo</mi></a>,NA,South America,sheet,NA,Magnoliophyta,Magnoliales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.621883,-23.654505,"71",2021-03-15 16:37:00-03,NY,NYBG,"395732",PreservedSpecimen,Plantae,Annonaceae,Rollinia,emarginata,Rollinia emarginata,Schltdl.,W. Mantovani,L. Gorgatti,"1977","08","24",Brazil,São Paulo,Sao Paulo,"Sao Paulo, Parque do Estado",-46.621883,-23.654505,NA,NA,NA,NA,NY00395732,NY00395732_01,"1",NA,NA,NA,Madeira 212 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361877' target='other'> <mi>dwc_moreinfo</mi></a>,NA,South America,sheet,NA,Magnoliophyta,Magnoliales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"73",2021-03-15 16:37:00-03,NY,NYBG,"395727",PreservedSpecimen,Plantae,Annonaceae,Rollinia,emarginata,Rollinia emarginata,Schltdl.,"P. J. M. Maas; L. Y. T. Westra",F. C. Hoehne,"1931","10","30",Brazil,São Paulo,Sao Paulo,Jardim Botanico,-46.618358,-23.646109,NA,NA,NA,NA,NY00395727,NY00395727_01,"28420",NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361905' target='other'> <mi>dwc_moreinfo</mi></a>,NA,South America,sheet,NA,Magnoliophyta,Magnoliales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.621883,-23.654505,"77",2021-03-15 16:37:00-03,NY,NYBG,"395735",PreservedSpecimen,Plantae,Annonaceae,Rollinia,emarginata,Rollinia emarginata,Schltdl.,"P. J. M. Maas; L. Y. T. Westra",F. C. Hoehne,"1931","10","30",Brazil,São Paulo,Sao Paulo,"Sao Paulo, nativa no parque do Estado e Jardim Botánico",-46.621883,-23.654505,NA,NA,NA,NA,NY00395735,NY00395735_01,s.n.,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361907' target='other'> <mi>dwc_moreinfo</mi></a>,NA,South America,sheet,NA,Magnoliophyta,Magnoliales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.27,-22.9303,"83",2021-03-15 16:37:00-03,NY,NYBG,"395741",PreservedSpecimen,Plantae,Annonaceae,Rollinia,emarginata,Rollinia emarginata,Schltdl.,P. J. M. Maas,H. de F. Leitão Filho,"1979","11","05",Brazil,São Paulo,Joanópolis,Rodovia para Montes-Verdes,-46.27,-22.9303,NA,NA,NA,NA,NY00395741,NY00395741_01,"10612",NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361882' target='other'> <mi>dwc_moreinfo</mi></a>,NA,South America,sheet,NA,Magnoliophyta,Magnoliales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7,-23.1,"89",2021-02-08 11:07:02-03,UNESP-IBB,BOTU,"27597",PreservedSpecimen,Plantae,Annonaceae,Annona,emarginata,Annona emarginata,(Schltdl.) H. Rainer,"Lopes, J.C.","Baron, D.","2011","02","21",Brasil,São Paulo,Tietê,NA,-47.7,-23.1,47°42'w,23°06's,NA,NA,BOTU027597,BOTU027597,"10","2011",NA,NA,"Pomar em área aberta descampada com latossolo amarelo. Àrvore de ca. 4m de altura, flores amarelas-avermelhadas. <ll>dwc_commonname:</ll> araticum-mirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.445,-22.885833,"90",2021-02-08 11:07:02-03,UNESP-IBB,BOTU,"27601",PreservedSpecimen,Plantae,Annonaceae,Annona,emarginata,Annona emarginata,(Schltdl.) H. Rainer,"Lopes, J.C.","Baron, D.","2011","02","01",Brasil,São Paulo,Botucatu,NA,-48.445,-22.885833,48°26'42w,22°53'09s,NA,NA,BOTU027601,BOTU027601,"5","2011",NA,NA,"Muda com ca. 1,80m de altura, em estágio vegetativo, desenvolvidas a partir de sementes provinientes do minicípio de São Bento do Sapucaí <ll>dwc_commonname:</ll> araticum-de-terra-fria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.714722,-23.101944,"91",2021-02-08 11:07:02-03,UNESP-IBB,BOTU,"27596",PreservedSpecimen,Plantae,Annonaceae,Annona,emarginata,Annona emarginata,(Schltdl.) H. Rainer,"Lopes, J.C.","Baron, D.","2011","02","21",Brasil,São Paulo,Tietê,NA,-47.714722,-23.101944,47°42'53w,23°06'07s,NA,NA,BOTU027596,BOTU027596,"9","2011",NA,NA,"Pomar em área aberta descampada com latossolo amarelo. Àrvore de ca. 4m de altura, flores amarelas-avermelhadas, frutos verdes imaturos, ca. 10 sementes <ll>dwc_commonname:</ll> araticum-mirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
