X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,individualCount,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.4099998474121,-23.4899997711182,"17",2020-11-04 11:01:42-03,ESALQ,ESA,"27502",PreservedSpecimen,Plantae,Asteraceae,Lepidaploa,chamissonis,Lepidaploa chamissonis,(Less.) H.Rob.,"Puglia, B.","Souza, V.C. et al.","10663.0","1996","01","27",Brasil,São Paulo,Angatuba,NA,-48.4099998474121,-23.4899997711182,NA,NA,NA,NA,NA,ESA027502,ESA027502,"2018","04","11",Magnoliophyta,NA,NA,NA,"29114",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3199996948242,-23.3899993896484,"18",2020-11-04 11:02:28-03,ESALQ,ESA,"13542",PreservedSpecimen,Plantae,Asteraceae,Vernonia,chamissonis,Vernonia chamissonis,NA,NA,"Miyagi, P.H.","26.0","1993","07","22",Brasil,São Paulo,Arujá,NA,-46.3199996948242,-23.3899993896484,NA,NA,NA,NA,NA,ESA013542,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"7742",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.566667,-22.366667,"19",2021-03-22 17:44:37-03,UFPI,TEPB,"28470",PreservedSpecimen,Plantae,Asteraceae,Lepidaploa,chamissonis,Lepidaploa chamissonis,(Less.) H. Rob.,H. Robinson,George Eiten,"5839","1965","02","06",Brasil,São Paulo,Paraguaçu Paulista,6 km north of cuty of Paraguaçu Paulista.,-50.566667,-22.366667,50°34'00W,22°22'00S,"550","550",Remant cerradão with trees (mostly angico) 10-12 m tall with broken canopy cover & almost continuous undercover of lower trees. Shrub-filled clearings here & there (Doação) Ambiente: Cerradão,NA,NA,"2012","08","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.238899230957,-22.8805999755859,"27",2020-12-20 21:16:03-03,UFV,VIC,"11850",PreservedSpecimen,Plantae,Asteraceae,Vernonia,chamissonis,Vernonia chamissonis,Less.,"Meira Neto, J.A.A.","Meira Neto, J.A.A.","348","1989","03","20",Brasil,São Paulo,Águas de Santa Bárbara,"Estado Ecológico de Santa Bárbara, Cerrado.",-49.238899230957,-22.8805999755859,NA,NA,NA,NA,"Arbusto com c.a. de 2,0 metros de altura; capítulos alvos a lilases.",VIC011850,VIC011850,"1990",NA,NA,NA,NA,NA,NA,"18363",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8380555,-24.8875,"31",2021-04-07 11:41:29-03,UFMS,CGMS,"43891",PreservedSpecimen,Plantae,Asteraceae,Lepidaploa,chamissonis,Lepidaploa chamissonis,(Less.) H.Rob.,J. Cordeiro,M.G. Caxambu,"4131","2012","04","30",Brasil,Paraná,Cananéia,Arrededores da Fazenda Aroeira.,-47.8380555,-24.8875,"-47,8380555","-24,8875","49","49",Flor lilás. Fruto ausente.Capítulos lilases. Habitat: Floresta Ombrófila Densa Submontana. Relevo suave-ondulado. Habito: Erva. 1.8m de altura.,CGMS1073857,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"33",2021-03-01 16:24:28-03,UNICAMP,UEC,"91720",S,Plantae,Asteraceae,Lepidaploa,chamissonis,Lepidaploa chamissonis,(Less.) H.Robins,NA,"Sá, FN",s.n.,"1997","08","25",Brazil,São Paulo,Jundiaí,"Serra do Japí, Estrada para a Base",-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,"Porte arbustivo (aprox. 1,0 m), capítulos lilás escuro na parte superior e branco na parte inferiorm brácteas verdes.",UEC162989,UEC162989,NA,NA,NA,Magnoliopsida,NA,NA,NA,"17840",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"34",2021-03-01 16:24:28-03,UNICAMP,UEC,"91714",S,Plantae,Asteraceae,Lepidaploa,chamissonis,Lepidaploa chamissonis,(Less.) H.Robins,NA,"Sá, FN",s.n.,"1997","08","25",Brazil,São Paulo,Jundiaí,"Serra do Japí, Trilha do Mirante",-46.8800010681152,-23.1800003051758,NA,NA,"1170","1170","Porte arbustivo (aprox. 1,5m.), capítulos lilás, brácteas verdes.",UEC162982,UEC162982,NA,NA,NA,Magnoliopsida,NA,NA,NA,"17840",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.316667,-22.166667,"35",2021-03-01 16:25:42-03,UNICAMP,UEC,"118171",S,Plantae,Asteraceae,Vernonia,chamissonis,Vernonia chamissonis,Less.,"Bertoncini, AP","Bertoncini, AP; Bertoncini, MP","968","1999","01","19",Brazil,São Paulo,Avaí,Aldeia Guarani.,-49.316667,-22.166667,"-49.316667","-22.166667",NA,NA,"Arbusto, 3,0m de altura, caule com casca rugosa, folhas membranáceas, corola branca na base e rosada no ápice.; Floresta Estacional Semidecidual Submontana pertubada.",UEC132847,UEC132847,"1999","09","03",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.238899230957,-22.8805999755859,"38",2021-03-01 16:25:42-03,UNICAMP,UEC,"55789",S,Plantae,Asteraceae,Vernonia,chamissonis,Vernonia chamissonis,Less.,"Meira Neto, JAA","Meira Neto, JAA","348","1989","03","20",Brazil,São Paulo,Águas de Santa Bárbara,Estado Ecológico de Santa Bárbara.,-49.238899230957,-22.8805999755859,NA,NA,NA,NA,"Capítulos alvos e lilazes, arbusto com 2m.; Cerrado.",UEC132842,UEC132842,"1991","07",NA,Magnoliopsida,NA,NA,NA,"18363",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.238899230957,-22.8805999755859,"39",2021-03-01 16:25:42-03,UNICAMP,UEC,"58779",S,Plantae,Asteraceae,Vernonia,chamissonis,Vernonia chamissonis,Less.,"Meira Neto, JAA","Meira Neto, JAA","510","1990","02","22",Brazil,São Paulo,Águas de Santa Bárbara,Estado Ecológico de Santa Bárbara.,-49.238899230957,-22.8805999755859,NA,NA,NA,NA,"Arbusto com 1,7 metros, flores lilazes claras.; Cerrado.",UEC132841,UEC132841,"1991","07",NA,Magnoliopsida,NA,NA,NA,"18363",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
