X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,occurrenceRemarks,recordNumber,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,infraspecificEpithet,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.52,-22.5903,"29",2021-03-15 16:37:00-03,NY,NYBG,"528521",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,"M. Groppo, Jr.",NA,NA,NA,"M. Groppo, Jr.","2000","08","20",Brazil,São Paulo,Socorro,"Bairro Jaboticabal, ao longo da estrada Socorro-Aguas de Lindóia",-46.52,-22.5903,NA,NA,NA,NA,NY00528521,NY00528521_01,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131859' target='other'> <mi>dwc_moreinfo</mi></a>,"439",NA,South America,sheet,NA,Magnoliophyta,Malpighiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.88,-24.71,"31",2021-03-15 16:37:00-03,NY,NYBG,"528500",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,M. Peña de Sousa,NA,NA,NA,H. de F. Leitão Filho,"1968","03","12",Brazil,São Paulo,Pariquera-Açu,NA,-47.88,-24.71,NA,NA,NA,NA,NY00528500,NY00528500_01,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131875' target='other'> <mi>dwc_moreinfo</mi></a>,"319",NA,South America,sheet,NA,Magnoliophyta,Malpighiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.621883,-23.654505,"62",2021-03-15 16:37:00-03,NY,NYBG,"01091900",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,NA,NA,NA,NA,W. Hoehne,"1944","05","02",Brazil,São Paulo,Sao Paulo,Parque do Estado de Sao Paulo.,-46.621883,-23.654505,NA,NA,NA,NA,NY01091900,NY01091900_01,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1265163' target='other'> <mi>dwc_moreinfo</mi></a>,s.n.,NA,South America,sheet,NA,Magnoliophyta,Malpighiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"73",2021-03-15 16:37:00-03,NY,NYBG,"528615",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,NA,NA,NA,NA,F. C. Hoehne,"1931","12","09",Brazil,São Paulo,Sao Paulo,Jardim Botanico,-46.618358,-23.646109,NA,NA,NA,NA,NY00528615,NY00528615_01,Planta viva no. 183 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=275709' target='other'> <mi>dwc_moreinfo</mi></a>,"27423",NA,South America,sheet,NA,Magnoliophyta,Malpighiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"100",2021-03-15 16:37:00-03,NY,NYBG,"528616",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,NA,NA,NA,NA,J. B. Baitello,"1978","06","01",Brazil,São Paulo,Sao Paulo,Serra da Cantareira. Regiao do Pinheirinho. Coletado próximo a casa do guarda,-46.63,-23.5403,NA,NA,NA,NA,NY00528616,NY00528616_01,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=275719' target='other'> <mi>dwc_moreinfo</mi></a>,s.n.,NA,South America,sheet,NA,Magnoliophyta,Malpighiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.164784,-22.242395,"105",2021-03-15 16:37:00-03,NY,NYBG,"528617",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,NA,NA,NA,NA,M. Sugiyama,"1981","04","28",Brazil,São Paulo,Moji-Guaçu,"Mogi-Guaçú, Martinho Prado, Reserva Biológica da Fazenda Campininha",-47.164784,-22.242395,NA,NA,NA,NA,NY00528617,NY00528617_01,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=275704' target='other'> <mi>dwc_moreinfo</mi></a>,"189",NA,South America,sheet,NA,Magnoliophyta,Malpighiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1197,-22.2803,"112",2021-03-15 16:37:00-03,NY,NYBG,"528524",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,NA,NA,NA,NA,L. P. de Queiroz,"1991","06","30",Brazil,São Paulo,Brotas,Mata ciliar ao lado do viveiro de produçao de mudas da prefeitura,-48.1197,-22.2803,NA,NA,NA,NA,NY00528524,NY00528524_01,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131928' target='other'> <mi>dwc_moreinfo</mi></a>,"2805",NA,South America,sheet,NA,Magnoliophyta,Malpighiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"131",2021-03-15 16:37:00-03,NY,NYBG,"528522",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,N. A. Rosa,NA,NA,NA,N. A. Rosa,"1980","11","25",Brazil,São Paulo,Sao Paulo,Ao lado do orquidário do Instituto de Botánica de Sao Paulo,-46.63,-23.5403,NA,NA,NA,NA,NY00528522,NY00528522_01,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131886' target='other'> <mi>dwc_moreinfo</mi></a>,"3855",NA,South America,sheet,NA,Magnoliophyta,Malpighiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0997,-24.5203,"133",2021-03-15 16:37:00-03,NY,NYBG,"777955",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,I. Cordeiro,NA,NA,NA,V. C. Souza,"1995","09","04",Brazil,São Paulo,Eldorado,"Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo",-48.0997,-24.5203,NA,NA,NA,NA,NY00777955,NY00777955_01,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131866' target='other'> <mi>dwc_moreinfo</mi></a>,"9067",NA,South America,sheet,NA,Magnoliophyta,Malpighiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.07,-22.87,"140",2021-03-15 16:37:00-03,NY,NYBG,"528519",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,NA,NA,NA,NA,G. L. Webster,"1984","10","10",Brazil,São Paulo,Campinas,Fazenda Santa Eliza,-47.07,-22.87,NA,NA,"650","650",NY00528519,NY00528519_01,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131926' target='other'> <mi>dwc_moreinfo</mi></a>,"25384",NA,South America,sheet,NA,Magnoliophyta,Malpighiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
