X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,phylum,order,recordNumber,continentOcean,locality,preparationType,occurrenceRemarks,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,coordinatePrecision,geoFlag,infraspecificEpithet,monthIdentified,dayIdentified,class,relatedCatalogItem,typeStatus,previousCatalogNumber,individualCount,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.6897,-22.58,"11",2021-03-15 16:37:00-03,NY,NYBG,"604369",PreservedSpecimen,Plantae,Fabaceae,Myrocarpus,frondosus,Myrocarpus frondosus,Allemão,NA,M. Kuhlmann,"1958","05","31",Brazil,São Paulo,Areias,-44.6897,-22.58,NA,NA,NY00604369,NY00604369_01,Magnoliophyta,Fabales,"4422",South America,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320929' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.963459,-22.866176,"16",2021-03-15 16:37:00-03,NY,NYBG,"604370",PreservedSpecimen,Plantae,Fabaceae,Myrocarpus,frondosus,Myrocarpus frondosus,M.Allemão,NA,H. M. de Souza,"1967","11","30",Brazil,São Paulo,NA,-46.963459,-22.866176,NA,NA,NY00604370,NY00604370_01,Magnoliophyta,Fabales,s.n.,South America,Souzas,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320933' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.6897,-22.58,"27",2021-03-15 16:37:00-03,NY,NYBG,"604368",PreservedSpecimen,Plantae,Fabaceae,Myrocarpus,frondosus,Myrocarpus frondosus,Allemão,V. E. Rudd,M. Kuhlmann,"1958","05","31",Brazil,São Paulo,Areias,-44.6897,-22.58,NA,NA,NY00604368,NY00604368_01,Magnoliophyta,Fabales,"4422",South America,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320905' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-24.7299995422363,"59",2020-11-26 18:08:22-03,CPAN-UFMS,COR,"8909",PreservedSpecimen,Plantae,Fabaceae,Myrocarpus,frondosus,Myrocarpus frondosus,Allemão,G. Hatschbach,"J. M. Silva, E. Barbosa & J. Vaz","2002","09","29",Brasil,São Paulo,Cajati,-48.1199989318848,-24.7299995422363,NA,NA,NA,NA,NA,NA,"3632",NA,"Conchas. Floresta atlântica; ;.",NA,Com Flor: alvacenta,"700","700",NA,"24646",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-24.7299995422363,"61",2019-10-09 11:16:44-03,UFBA,ALCB,"60374",PreservedSpecimen,Plantae,Fabaceae,Myrocarpus,frondosus,Myrocarpus frondosus,Allemão,"Hatschbach, G","Silva, JM; Barbosa, E; Vaz, J","2002","09","29",Brasil,São Paulo,Cajati,-48.1199989318848,-24.7299995422363,NA,NA,ALCB031803,ALCB031803,Dicotyledon,NA,"3632",Southern America,Conchas,NA,"18 m, odorífera. Flor alvacenta.",NA,NA,"2002","24646",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"108",2020-11-04 11:10:12-03,ESALQ,ESA,"104254",PreservedSpecimen,Plantae,Fabaceae,Myrocarpus,frondosus,Myrocarpus frondosus,NA,"Aguiar, O.T.","Aguiar, O.T.","2002","03","12",Brasil,São Paulo,São Miguel Arcanjo,-47.9900016784668,-23.8700008392334,NA,NA,ESA104254,ESA104254,Magnoliophyta,NA,"1144.0",NA,NA,NA,NA,NA,NA,"2002","27904",auto,NA,"03","17",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.4099998474121,-22.6599998474121,"110",2020-11-04 11:10:12-03,ESALQ,ESA,"7529",PreservedSpecimen,Plantae,Fabaceae,Myrocarpus,frondosus,Myrocarpus frondosus,Allemão,"Sartori, A.L.B.","Durigan, G.","1987","08","03",Brasil,São Paulo,Assis,-50.4099998474121,-22.6599998474121,NA,NA,ESA007529,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23972",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"112",2020-11-04 11:10:12-03,ESALQ,ESA,"14789",PreservedSpecimen,Plantae,Fabaceae,Myrocarpus,frondosus,Myrocarpus frondosus,Allem.,NA,"Moraes, P.L.R.","1994","05","22",Brasil,São Paulo,São Miguel Arcanjo,-47.9900016784668,-23.8700008392334,NA,NA,ESA014789,ESA014789,Magnoliophyta,NA,"1007.0",NA,NA,NA,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"114",2020-11-04 11:10:12-03,ESALQ,ESA,"51969",PreservedSpecimen,Plantae,Fabaceae,Myrocarpus,frondosus,Myrocarpus frondosus,Allemão,NA,"Lima, R.A.F.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,ESA051969,ESA051969,Magnoliophyta,NA,"387.0",NA,Parcela permanente - Parque Estadual de Carlos Botelho,NA,em borda de clareira grande com bambu,"400","400",NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-24.7299995422363,"119",2020-11-04 11:10:12-03,ESALQ,ESA,"83370",PreservedSpecimen,Plantae,Fabaceae,Myrocarpus,frondosus,Myrocarpus frondosus,Fr.Allemao,NA,"Silva, J.M.","2002","09","29",Brasil,São Paulo,Cajati,-48.1199989318848,-24.7299995422363,NA,NA,ESA083370,ESA083370,Magnoliophyta,NA,"3632.0",NA,NA,NA,NA,NA,NA,"2002","24646",auto,NA,"01","01",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
