X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,occurrenceRemarks,recordNumber,minimumElevationInMeters,maximumElevationInMeters,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,infraspecificEpithet,typeStatus,class,relatedCatalogItem,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.6399993896484,-22.7199993133545,"230",2020-11-04 11:18:16-03,ESALQ,ESA,"5980",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,"Galhego, A.A.","1990","05","28",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA005980,ESA005980,NA,"34.0",NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"231",2020-11-04 11:18:16-03,ESALQ,ESA,"1023",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,NA,NA,NA,NA,NA,alunos,NA,NA,NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA001023,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"232",2020-11-04 11:18:16-03,ESALQ,ESA,"1025",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,NA,NA,NA,NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA001025,ESA001025,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"233",2020-11-04 11:18:16-03,ESALQ,ESA,"4200",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,NA,NA,NA,NA,NA,"Duarte, K.M.R.","1989","11","04",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA004200,ESA004200,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7099990844727,-23.1000003814697,"234",2020-11-04 11:18:16-03,ESALQ,ESA,"5417",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,"Rodrigues, R.R.",NA,NA,NA,"Müller, R.A.","1989","10","20",Brasil,São Paulo,Tietê,NA,-47.7099990844727,-23.1000003814697,NA,NA,ESA005417,ESA005417,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"26682",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"235",2020-11-04 11:18:16-03,ESALQ,ESA,"10817",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,"Barreto, K.D.","1993","02","05",Brasil,São Paulo,Piracicaba,Mata Mesofila Semidecidua,-47.6399993896484,-22.7199993133545,NA,NA,ESA010817,ESA010817,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"236",2020-11-04 11:18:16-03,ESALQ,ESA,"1033",PreservedSpecimen,Plantae,Rubiaceae,Coffea,laurina,Coffea laurina,Smeathm,NA,NA,NA,NA,"Santos, P.M.O.","1930","07","03",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA001033,ESA001033,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"283",2019-11-21 14:44:25-03,UFJF,CESJ,"627",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,L. Krieger,NA,NA,NA,Brasil,São Paulo,São Paulo,Santo Amaro,-46.6300010681152,-23.5400009155273,NA,NA,CESJ000627,NA,Árvore pequena. Fl. brancas frutos vermelhos ao amarelado. Estimulante.,CESJ627,NA,NA,América do Sul,NA,NA,Angiosperma,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.535186,-23.368519,"294",2020-02-10 17:56:48-03,UNICAMP,UEC,"168778",S,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,"Melis, J van","2008","09",NA,"Sims; Melis, J van","2008","08",NA,Brazil,São Paulo,Campinas,Mata Ribeirão Cachoeira.,-47.535186,-23.368519,"-47.535186","-23.368519",UEC007861,UEC007861,NA,"1211","650","760",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.931944,-22.956667,"295",2019-08-20 10:24:13-03,UNICAMP,UEC,"151582",S,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,"Costa, ACM","2010","01",NA,"Costa, ACM","2009","06","07",Brazil,São Paulo,Valinhos,"Clube de Campo Valinhos, mata ciliar",-46.931944,-22.956667,"-46.931944","-22.956667",NA,NA,"Árvore ca 5m, frutos maduros vermelhos. Borda da trilha.","158","955","955",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.083333,-23.516667,"296",2021-03-01 16:39:10-03,UNICAMP,UEC,"156007",S,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,"Zipparro, VB; Miller, LLC","2007","10","13",Brazil,São Paulo,Ubatuba,Parque estadual da Ilha Anchieta,-45.083333,-23.516667,"-45.083333","-23.516667",UEC076686,UEC076686,"Arvoreta, 2,3 m de altura, presença de flores brancas.; Trilha do Sul, floresta ombrófila aberta, ambiente sombreado.","2260",NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.916667,-22.833333,"297",2021-03-01 16:39:10-03,UNICAMP,UEC,"168951",S,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,"Vieira, LT",NA,NA,NA,"Vieira, LT","2005","12","21",Brazil,São Paulo,Campinas,"Souza, Mata Ribeirão Cachoeira, Floresta Estacional Semidecídua.",-46.916667,-22.833333,"-46.916667","-22.833333",UEC040395,UEC040395,"Arvoreta, ca. 1 m.","173","700","700",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.550233,-23.3923,"298",2021-03-01 16:39:10-03,UNICAMP,UEC,"170505",S,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,"Garcia, LC",NA,NA,NA,"Garcia, LC","2008","05","13",Brazil,São Paulo,Campinas,"Souzas Condomínio Colinas do Atibaia, Mata Ribeirão Cachoeira.",-47.550233,-23.3923,"-47.550233","-23.3923",UEC010223,UEC010223,"Arbusto de 2,1 m, frutos vermelhos.; Mata Atlântica. Floresta Estacional Semidecídua.","163","711","711",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.2800006866455,"300",2021-03-01 16:39:10-03,UNICAMP,UEC,"88678",S,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,"Zickel, CS; Belinello, R","1992","04","13",Brazil,São Paulo,Brotas,Mata da fazenda Santa Elisa.,-48.1199989318848,-22.2800006866455,NA,NA,UEC111190,UEC111190,"15,5 cm de altura.","31987",NA,NA,NA,NA,NA,Magnoliopsida,NA,"26585",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.2800006866455,"301",2021-03-01 16:39:10-03,UNICAMP,UEC,"81552",S,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,"Zickel, CS; Belinello, R","1992","04","13",Brazil,São Paulo,Brotas,Mata da fazenda Santa Elisa.,-48.1199989318848,-22.2800006866455,NA,NA,UEC111177,UEC111177,"15,5 cm de altura.","31987",NA,NA,NA,NA,NA,Magnoliopsida,NA,"26585",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.2800006866455,"302",2021-03-01 16:39:10-03,UNICAMP,UEC,"80870",S,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,"Zickel, CS","1991","01","30",Brazil,São Paulo,Brotas,Reserva municipal de Santa Genebra,-48.1199989318848,-22.2800006866455,NA,NA,UEC111187,UEC111187,"Plântula com 6,5 cm de altura.","30337",NA,NA,NA,NA,NA,Magnoliopsida,NA,"26585",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
