X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,occurrenceRemarks,recordNumber,minimumElevationInMeters,maximumElevationInMeters,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,infraspecificEpithet,typeStatus,class,relatedCatalogItem,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.96,-23.3,"18",2021-03-15 16:37:00-03,NY,NYBG,"887168",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,C. D. Rennó,NA,NA,NA,D. S. Silva,"1986","09","19",Brazil,São Paulo,Jacareí,Mata da Escola Técnica Agrícola Cônego José Bento,-45.96,-23.3,NA,NA,NY00887168,NY00887168_01,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1085310' target='other'> <mi>dwc_moreinfo</mi></a>,"34",NA,NA,South America,sheet,NA,Magnoliophyta,Gentianales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8897,-22.0103,"19",2021-03-15 16:37:00-03,NY,NYBG,"813717",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,G. Eiten,NA,NA,NA,G. Eiten,"1961","06","22",Brazil,São Paulo,Sao Carlos,"Fazenda Canchim, 8 km NE of city of São Carlos.",-47.8897,-22.0103,NA,NA,NY00813717,NY00813717_01,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=806858' target='other'> <mi>dwc_moreinfo</mi></a>,"3185",NA,NA,South America,sheet,NA,Magnoliophyta,Gentianales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.4397,-22.88,"20",2021-03-15 16:37:00-03,NY,NYBG,"687085",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,P. G. Delprete,NA,NA,NA,F. Ehrendorfer,"1973","09","11",Brazil,São Paulo,Botucatu,"Rubião Junior, Mata de Butignolli",-48.4397,-22.88,NA,NA,NY00687085,NY00687085_01,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=856509' target='other'> <mi>dwc_moreinfo</mi></a>,73911-32,"750","880",South America,sheet,NA,Magnoliophyta,Gentianales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"23",2021-03-15 16:37:00-03,NY,NYBG,"813715",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,J. D. Dwyer,NA,NA,NA,G. Davidse,"1976","02","21",Brazil,São Paulo,Sao Paulo,Grounds of the Instituto Botânico,-46.618358,-23.646109,NA,NA,NY00813715,NY00813715_01,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=806845' target='other'> <mi>dwc_moreinfo</mi></a>,"10423","860","860",South America,sheet,NA,Magnoliophyta,Gentianales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.016667,-22.866667,"97",2021-02-08 11:10:01-03,UNESP-IBB,BOTU,"29626",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,"Mantovani, W.","2013","08","17","Ishara, K.L.","2004","08","11",Brasil,São Paulo,Botucatu,NA,-48.016667,-22.866667,48°01'w,22°52's,BOTU029626,NA,Jardim Botânico UNESP Botucatu,"365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.833333,-23.016667,"98",2021-02-08 11:10:01-03,UNESP-IBB,BOTU,"33996",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,"Castro Matheus, L.","2018","04","24",Brasil,São Paulo,Botucatu,Jardim Botânico do IBB,-48.833333,-23.016667,48°49'60w,22°60'60s,BOTU033996,NA,NA,"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.259167,-23.416667,"103",2021-02-08 11:10:01-03,UNESP-IBB,BOTU,"24423",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,"Jung-Mendaçolli, S.L.",NA,NA,NA,"Pilla, M.A.C.","2005","07","08",Brasil,São Paulo,Natividade da Serra,NA,-45.259167,-23.416667,45°15'33w,23°25's,BOTU024423,NA,"Arbórea, flores brancas, frutos vermelhos, folhas opostas cruzadas.",macp 189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.433333,-22.866667,"104",2021-02-08 11:10:01-03,UNESP-IBB,BOTU,"29625",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,"Bignotto, R.B.","2004","07","05",Brasil,São Paulo,Botucatu,NA,-48.433333,-22.866667,48°26'w,22°52's,BOTU029625,NA,"Árvore de 5m, frutos maduros vermelhos.; Coleção: Jardim Botânico UNESP Botucatu","346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"148",2020-01-20 14:40:50-03,UPM,MACK,"2672",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,A. R. Balbin,"2015","05","15","A. R. Balbin; R. Araujo","2015","05","15",Brasil,SP,São Paulo,"UPM, Campus Higienópolis.",-46.6300010681152,-23.5400009155273,S,W,NA,NA,Bosque da arquitetura,"34",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"149",2020-01-20 14:40:50-03,UPM,MACK,"2713",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,A.R. Balbin,"2015","09","16",A. R. Balbin,"2015","09","16",Brasil,SP,São Paulo,"UPM, Campus Higienópolis.",-46.6300010681152,-23.5400009155273,S,W,NA,NA,Frente ao prédio 13,"90",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7000007629395,-22.6100006103516,"160",2020-02-27 21:09:20-03,PUCPR,HUCP,"5956",S,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,Bittencourt,"Jaszczerski, JC",NA,NA,NA,"Diniz, HJ","1993","11","02",Brasil,São Paulo,Serra Negra,Hotel Vale do Sol,-46.7000007629395,-22.6100006103516,NA,NA,NA,NA,NA,"002",NA,NA,NA,NA,NA,Eudicotiledonea,NA,"12188",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"207",2020-11-04 11:18:16-03,ESALQ,ESA,"1024",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,"Carvalho, A.",NA,NA,NA,Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,ESA001024,ESA001024,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"208",2020-11-04 11:18:16-03,ESALQ,ESA,"6371",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,"Jarruche, E.B.","1990","10","30",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA006371,ESA006371,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"209",2020-11-04 11:18:16-03,ESALQ,ESA,"3104",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,NA,NA,NA,NA,NA,"Vitti, A.J.","1985","09","09",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA003104,ESA003104,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"210",2020-11-04 11:18:16-03,ESALQ,ESA,"1021",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,Meton Maranhao,NA,NA,NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA001021,ESA001021,NA,"23110.0",NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"211",2020-11-04 11:18:16-03,ESALQ,ESA,"16923",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,NA,NA,NA,NA,NA,"Corrá, P.B.","1994","09","19",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA016923,ESA016923,NA,"1.0",NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"212",2020-11-04 11:18:16-03,ESALQ,ESA,"5821",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA005821,ESA005821,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"213",2020-11-04 11:18:16-03,ESALQ,ESA,"57853",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,"Miura, M.","1990","10","18",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA057853,NA,Número ESA substitui 6342 que estava repetido.,"480.0",NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"214",2020-11-04 11:18:16-03,ESALQ,ESA,"121720",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,NA,"Souza, V.C.","2011","05","06","Souza, V.C.","2011","06","01",Brasil,São Paulo,Jundiaí,Beira da Rodovia dos Bandeirantes. Floresta estacional decidual bastante degradada. Projeto TAV. Levantamento Florístico 1.,-46.8800010681152,-23.1800003051758,NA,NA,ESA121720,NA,"Arbusto, ca. 2,5 m alt.ç frutos vermelhos. Interior da mata.","34165.0",NA,NA,NA,NA,NA,Magnoliophyta,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"215",2020-11-04 11:18:16-03,ESALQ,ESA,"119598",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,NA,"Almeida, G.S.","2007","11","04","Almeida, G.S.","2007","10","25",Brasil,São Paulo,Piracicaba,Fazenda Areião.,-47.6399993896484,-22.7199993133545,NA,NA,ESA119598,NA,NA,"2.0",NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.9200000762939,"216",2020-11-04 11:18:16-03,ESALQ,ESA,"134564",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,"Orlandini, P.","2015","07","04","Orlandini, P.; Volet; Lima, K.; Mansur, A.L.; Santini-Jr., L.; Gios, B.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","2015","07","04",Brasil,São Paulo,Mombuca,"Mata do Pinheirinho, dentro de área agrícola, com cerca de 180 hectares, pertecente à COSAN",-47.560001373291,-22.9200000762939,-47.66280°,-22.924215°,ESA134564,NA,"Planta exótica, sem flores e frutos","160.0","584","584",NA,NA,NA,Magnoliophyta,NA,"13659",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"217",2020-11-04 11:18:16-03,ESALQ,ESA,"122944",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,NA,NA,NA,NA,NA,"Zipparro, V.B. ; Miller, L.L.C.","2007","10","13",Brasil,São Paulo,Ubatuba,Parque Estadual da Ilha Anchieta (PEIA).,-45.0699996948242,-23.4300003051758,NA,NA,ESA122944,NA,NA,"2260.0",NA,NA,NA,NA,NA,Magnoliophyta,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1699981689453,-21.7900009155273,"221",2020-11-04 11:18:16-03,ESALQ,ESA,"6741",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,"Bernardes, F.F.","1990","10","07",Brasil,São Paulo,Araraquara,NA,-48.1699981689453,-21.7900009155273,NA,NA,ESA006741,ESA006741,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"29178",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"222",2020-11-04 11:18:16-03,ESALQ,ESA,"1022",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,"Santoro, J. ; Lima, A.S.","1945","09","02",Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,ESA001022,ESA001022,NA,"29.0",NA,NA,NA,NA,NA,Magnoliophyta,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"223",2020-11-04 11:18:16-03,ESALQ,ESA,"1027",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,"Lima A.S. ; Santoro, J.","1941","09","24",Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,ESA001027,ESA001027,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"224",2020-11-04 11:18:16-03,ESALQ,ESA,"1028",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,"Lima A.S. ; Santoro, J.","1940","05","28",Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,ESA001028,ESA001028,NA,"78.0",NA,NA,NA,NA,NA,Magnoliophyta,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"225",2020-11-04 11:18:16-03,ESALQ,ESA,"33273",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,NA,NA,NA,NA,NA,"Gandolfi, S.","1995","06","26",Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,ESA033273,ESA033273,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"226",2020-11-04 11:18:16-03,ESALQ,ESA,"33387",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,NA,NA,NA,NA,NA,"Gandolfi, S. ; Antoniolli, F.C.","1995","02","23",Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,ESA033387,ESA033387,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"227",2020-11-04 11:18:16-03,ESALQ,ESA,"1026",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,"Lima A.S. ; Santoro, J.","1941","09","24",Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,ESA001026,ESA001026,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.9700012207031,-21.1299991607666,"228",2020-11-04 11:18:16-03,ESALQ,ESA,"1020",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,"Goncalves, A.C.","1962","11","12",Brasil,São Paulo,Catanduva,NA,-48.9700012207031,-21.1299991607666,NA,NA,ESA001020,ESA001020,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"18549",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.6500015258789,-22.2099990844727,"229",2020-11-04 11:18:16-03,ESALQ,ESA,"30835",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,NA,NA,NA,NA,NA,"Mazine, F.F.","1995","09","23",Brasil,São Paulo,Garça,NA,-49.6500015258789,-22.2099990844727,NA,NA,ESA030835,ESA030835,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"25763",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
