X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,preparationType,coordinatePrecision,geoFlag,dayIdentified,relatedCatalogItem,continentOcean,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.084167,-23.366389,"1",2019-08-20 10:21:33-03,UNICAMP,UEC,"148812",S,Plantae,Magnoliopsida,Myrtaceae,Myrcia,neocambessedeana,Myrcia neocambessedeana,E.Lucas & Sobral,"Meireles, LD","2017","09","Aranha, BA","330","2006","08","12",Brazil,São Paulo,Ubatuba,"Fazenda Capricórnio, Parcela J, 380-msm",-45.084167,-23.366389,"-45.084167","-23.366389",UEC111083,UEC111083,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.084167,-23.366111,"2",2021-03-01 16:36:44-03,UNICAMP,UEC,"178164",S,Plantae,Magnoliopsida,Myrtaceae,Myrcia,neocambessedeana,Myrcia neocambessedeana,E.Lucas & Sobral,"Sobral, M","2017",NA,"Gomes, JAMA; Virillo, CB","652","2008","12","19",Brazil,São Paulo,Ubatuba,"Fazenda Caprocornio, Parcela J (Parque Estadual da Serra do Mar, Núcleo Picinguaba), subparcela 78",-45.084167,-23.366111,"-45.084167","-23.366111",UEC154323,UEC154323,"377","377","2m altura flores brancas; floresta ombrófila densa submontana",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.084167,-23.366111,"6",2020-11-23 11:39:24-03,IAC,IAC,"50457",S,Plantae,NA,Myrtaceae-2.Myrtoideae,Myrcia,neocambessedeana,Myrcia neocambessedeana,E.Lucas & Sobral,M.E.G. Sobral,"2017","06",J.A.M.A. Gomes & C.B. Virillo,"652","2008","12","19",Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, parcela J (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",-45.084167,-23.366111,"-45.084167","-23.366111",NA,NA,NA,NA,"Subparcela 78, coordenadas originais: 23°21#?#58S, 45°05#?#03W",NA,NA,NA,"30",NA,NA,"35",São Paulo,SP,Sudeste
