X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,yearIdentified,class,verbatimLongitude,verbatimLatitude,monthIdentified,typeStatus,relatedCatalogItem,dayIdentified,fieldNumber,individualCount,infraspecificEpithet,previousCatalogNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.63,-23.54,"198",2013-04-01 09:17:38-03,IPT,BCTW,"547",S,Plantae,Magnoliophyta,NA,NA,Heisteria,brasiliensis,Heisteria brasiliensis,Engl.,NA,NA,NA,NA,NA,NA,NA,Brasil,São Paulo,São Paulo,Serra da Cantareira - Série C,-46.63,-23.54,NA,NA,NA,NA,NA,NA,"53584",auto,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.65,-23.55,"371",2019-09-05 16:17:47-03,F,FMNH-SEEDPLANTS,NA,PreservedSpecimen,Plantae,Spermatophyta,NA,Olacaceae,Heisteria,brasiliensis,Heisteria brasiliensis,NA,NA,C. F. P. von Martius,s.n.,NA,NA,NA,South America,Brazil,São Paulo,NA,São Paulo,-46.65,-23.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dicotyledoneae,NA,NA,NA,Lectotype,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
