X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,minimumElevationInMeters,maximumElevationInMeters,typeStatus,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,fieldNumber,class,individualCount,relatedCatalogItem,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.945278,-23.330333,"8",2021-03-01 16:35:45-03,UNICAMP,UEC,"160410",S,Plantae,Magnoliopsida,NA,Monimiaceae,Mollinedia,engleriana,Mollinedia engleriana,Perkins,"Marchiori, NM","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","421","2011","03","13",NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.945278,-23.330333,NA,"Material vegetativo. Cerca de 8 m de altura e 2 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.",UEC009952,UEC009952,NA,NA,"999","999",NA,"2011","05","-45.945278","-23.330333",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.068333,-23.325278,"9",2021-03-01 16:35:45-03,UNICAMP,UEC,"166773",S,Plantae,Magnoliopsida,NA,Monimiaceae,Mollinedia,engleriana,Mollinedia engleriana,Perkins,Peixoto,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","344","2008",NA,NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,PESM. Núcleo Santa Virgínia. Parcela K.,-45.068333,-23.325278,NA,"K0389 Árvore, ca. 4,5 m, sem flores ou frutos.&nf;Abundância: 3 ind ha(-1).; Floresta Ombrófila Densa Montana.",UEC039898,UEC039898,NA,NA,"1055","1093",NA,"2009",NA,"-45.068333","-23.325278",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.513611,-23.636111,"10",2021-03-01 16:35:45-03,UNICAMP,UEC,"166904",S,Plantae,Magnoliopsida,NA,Monimiaceae,Mollinedia,engleriana,Mollinedia engleriana,Perkins,"Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","83","2010","05","30",NA,Brazil,São Paulo,Caraguatatuba,Parque Estadual da Serra do Mar,-45.513611,-23.636111,NA,"Árvore com 6 m.; Mata Atlântica.",UEC098726,UEC098726,NA,NA,"50","90",NA,"2010","12","-45.513611","-23.636111",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.084167,-23.366667,"11",2021-03-01 16:35:45-03,UNICAMP,UEC,"169999",S,Plantae,Magnoliopsida,NA,Monimiaceae,Mollinedia,engleriana,Mollinedia engleriana,Perkins,Peixoto,"Rochelle, ALC",J878,NA,NA,NA,NA,Brazil,São Paulo,Ubatuba,"Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.",-45.084167,-23.366667,NA,Indivíduo J878 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.,UEC041658,UEC041658,NA,NA,"450","450",NA,"2008","03","-45.084167","-23.366667",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.084167,-23.366389,"12",2019-08-20 10:20:36-03,UNICAMP,UEC,"174914",S,Plantae,Magnoliopsida,NA,Monimiaceae,Mollinedia,engleriana,Mollinedia engleriana,Perkins,"Aranha, BA","Aranha, BA","413","2007","01","08",NA,Brazil,São Paulo,Ubatuba,"Fazenda Capricórnio, Parcela J, 380 msm",-45.084167,-23.366389,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008",NA,"-45.084167","-23.366389",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.183333,-23.4,"13",2021-03-01 16:35:45-03,UNICAMP,UEC,"200660",S,Plantae,Magnoliopsida,NA,Monimiaceae,Mollinedia,engleriana,Mollinedia engleriana,Perkins,"Tamashiro, JY; Pereira, LS","Pereira, LS; Belinello, R",N1442,"2010","06","19",NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 9.5 metros de altura. Frequência da espécie na parcela: n=21; Mata Atlântica",UEC158047,UEC158047,NA,NA,"990","1045",NA,NA,NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"14",2021-03-01 16:35:45-03,UNICAMP,UEC,"66683",S,Plantae,Magnoliopsida,NA,Monimiaceae,Mollinedia,engleriana,Mollinedia engleriana,Perkins,Peixoto,"Mariano Neto, E; Sugiyama, M; Kiyama, CY","48","1996","01","31",NA,Brazil,São Paulo,Santo André,"trilha da CESP, estrada da Torre, caminho para o Vale do Quilombo, Paranapiacaba",-46.5299987792969,-23.6599998474121,NA,"árvore 5m, frutos verde-claros; mata de encosta",UEC125710,UEC125710,"27258",auto,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"20",2020-06-29 09:31:13-03,UFRRJ,RBR,"7499",S,Plantae,NA,NA,Monimiaceae,Mollinedia,engleriana,Mollinedia engleriana,Perkins,NA,"R. Mello-Silva; F.A. Vitta, N. Roque","959","1994","05","13",NA,Brasil,São Paulo,São Paulo,"Rodovia- SP 139 ( Registro -Sete Barra),Km 7,Elev.50 m.",-46.6300010681152,-23.5400009155273,NA,NA,RBR00007499,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"22",2020-06-29 09:31:13-03,UFRRJ,RBR,"12198",S,Plantae,NA,NA,Monimiaceae,Mollinedia,engleriana,Mollinedia engleriana,Perkins,S.E. Martins,"P.S.P. Sampaio; S.E. Martins, E.S. Lima","154","1998","12","10",NA,Brasil,São Paulo,Bertioga,"Guaratuba. Fazenda Três Marias, estrada da captação.",-46.138599395752,-23.8544006347656,NA,NA,RBR00012198,NA,"37616",auto,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"71",2019-11-21 10:10:53-03,IBt,SP,"430321",S,Plantae,NA,NA,Monimiaceae,Mollinedia,engleriana,Mollinedia engleriana,Perkins,"Capistrano, TR","Shirasuna, RT; Simão Bianchini, R","961","2008","02","18",NA,Brasil,São Paulo,São Bernardo do Campo,"Lote 2 Rodoanel Mário Covas, Trecho Sul",-46.560001373291,-23.6900005340576,NA,NA,NA,NA,"31119",auto,NA,NA,NA,"2009","01",NA,NA,"19",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
