X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,locality,preparationType,occurrenceRemarks,barcode,imagecode,stateProvince,yearIdentified,monthIdentified,dayIdentified,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,class,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6808,-22.6819,"33",2020-04-07 16:32:30-03,IAC,IAC,"45424",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,malacophylla,Passiflora malacophylla,Mast.,L.C. Bernacci,L.C. Bernacci,"3919","2005","02","25",NA,Brasil,"IAC, Estação Experimental, área antropizada, coleção",NA,"Parcela 11. Procedente do RJ, em cultivo em coleção (BaG)",NA,NA,São Paulo,"2005","02","25",Monte Alegre do Sul,-46.6808,-22.6819,NA,NA,"-46.6808","-22.6819",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"34",2020-04-07 16:32:30-03,IAC,IAC,"45838",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,malacophylla,Passiflora malacophylla,Mast.,L.C. Bernacci,L.C. Bernacci,"3931","2005","03","18",NA,Brasil,Instituto Plantarum,NA,NA,NA,NA,São Paulo,"2005","03","18",Nova Odessa,-47.2958,-22.7775,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"35",2020-04-07 16:32:30-03,IAC,IAC,"45857",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,malacophylla,Passiflora malacophylla,Mast.,L.C. Bernacci,L.C. Bernacci,"3950","2005","04","15",NA,Brasil,Instituto Plantarum,NA,Parcela 46. Procedente do Rio de Janeiro,NA,NA,São Paulo,"2005","04","15",Nova Odessa,-47.2958,-22.7775,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"36",2020-04-07 16:32:30-03,IAC,IAC,"46785",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,malacophylla,Passiflora malacophylla,Mast.,L.C. Bernacci,L.C. Bernacci,"4087","2005","12","19",NA,Brasil,Instituto Plantarum,NA,"Em cultivo, parcela 5.192. Procedente de Minas Gerais",NA,NA,São Paulo,"2005","12","19",Nova Odessa,-47.2958,-22.7775,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"37",2020-04-07 16:32:30-03,IAC,IAC,"46950",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,malacophylla,Passiflora malacophylla,Mast.,C.F. Nardin et al.,"C.F. Nardin; L.C. Bernacci & M.D. Soares-Scott","6","2006","04","07",NA,Brasil,Instituto Plantarum,NA,"proveniente de Minas Gerais; parcela número 5.19b",NA,NA,São Paulo,"2006","04","07",Nova Odessa,-47.2958,-22.7775,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"38",2020-04-07 16:32:30-03,IAC,IAC,"47499",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,malacophylla,Passiflora malacophylla,Mast.,L.C. Bernacci,L.C. Bernacci,"4110","2006","01","19",NA,Brasil,"Instituto Plantarum, em cultivo, em coleção",NA,NA,NA,NA,São Paulo,"2006","01","19",Nova Odessa,-47.2958,-22.7775,NA,NA,"-47.295800","-22.777500",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"39",2020-04-07 16:32:30-03,IAC,IAC,"48059",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,malacophylla,Passiflora malacophylla,Mast.,L.C. Bernacci,L.C. Bernacci,"4310","2006","11","27",NA,Brasil,Instituto Plantarum,NA,"Procedente de Rio das Ostras (RJ), parcela 5.192",NA,NA,São Paulo,"2006","11","27",Nova Odessa,-47.2958,-22.7775,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"40",2020-04-07 16:32:30-03,IAC,IAC,"48060",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,malacophylla,Passiflora malacophylla,Mast.,L.C. Bernacci,L.C. Bernacci,"4311","2006","11","27",NA,Brasil,Instituto Plantarum,NA,"Procedennte de Minas Gerais, parcela 5.191",NA,NA,São Paulo,"2006","11","27",Nova Odessa,-47.2958,-22.7775,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6808,-22.6819,"41",2020-04-07 16:32:30-03,IAC,IAC,"48090",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,malacophylla,Passiflora malacophylla,Mast.,L.C. Bernacci,L.C. Bernacci,"4355","2006","12","13",NA,Brasil,"IAC, Estação Experimental, área antropizada, coleção",NA,"Procedente de Rio das Ostras(RJ), parcela 11",NA,NA,São Paulo,"2006","12","13",Monte Alegre do Sul,-46.6808,-22.6819,NA,NA,"-46.6808","-22.6819",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"42",2020-04-07 16:32:30-03,IAC,IAC,"49431",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,malacophylla,Passiflora malacophylla,Mast.,L.C. Bernacci,L.C. Bernacci,"4407","2007","03","30",NA,Brasil,Instituto Plantarum,NA,Procedente de Armação de Búzios-RJ. Parcela 5.19-A,NA,NA,São Paulo,"2007","03","30",Nova Odessa,-47.2958,-22.7775,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"43",2020-04-07 16:32:30-03,IAC,IAC,"52794",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,malacophylla,Passiflora malacophylla,Mast.,L.C. Bernacci,L.C. Bernacci,"4676","2009","03","06",NA,Brasil,Instituto Plantarum,NA,"filetes esverdeados com manchas vináceas; estiletes esverdeados; estigmas amarelados. Em cultivo (coleção). Parcela 5.19",NA,NA,São Paulo,"2009","03","06",Nova Odessa,-47.2958,-22.7775,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.7600002288818,"51",2019-11-21 10:14:01-03,IBt,SP,"10638",S,Plantae,NA,NA,Passifloraceae,Passiflora,malacophylla,Passiflora malacophylla,Mast.,"Bernacci, Vitta; Bakker","Edwall, G",CGG1744,"1892","03","31",NA,Brasil,Mata virgem,NA,NA,SP007565,SP007565,São Paulo,"1999","01","21",São Sebastião,-45.4099998474121,-23.7600002288818,"41977",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
