X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,locality,yearIdentified,coordinatePrecision,geoFlag,class,infraspecificEpithet,monthIdentified,dayIdentified,typeStatus,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.5046997070312,-24.7563991546631,"9",2020-11-04 11:14:43-03,ESALQ,ESA,"52211",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrceugenia,gertii,Myrceugenia gertii,Landrum,"Sobral, M.","Barbosa, E. et al.","948.0","2004","02","29",NA,Brasil,São Paulo,Barra do Turvo,-48.5046997070312,-24.7563991546631,NA,NA,ESA052211,NA,NA,"2005","38172",auto,NA,NA,"01","01",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.504925,-24.757996,"11",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0060708,PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrceugenia,gertii,Myrceugenia gertii,Landrum,L.R. Landrum,"E. Barbosa; JM Silva, J Vaz","948","2004","2","29",NA,Brazil,Sao Paulo,NA,-48.504925,-24.757996,NA,"Avore, 5m. Floresta atlantica.",NA,NA,Chacara Moxoto (Mun. Barra do Turvo).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.4149,-24.9624,"14",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0043309,PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrceugenia,gertii,Myrceugenia gertii,Landrum,NA,A. Sartori,"33441","1995","2","14",NA,Brazil,Sao Paulo,Jacupiranga,-48.4149,-24.9624,NA,"Arvore 5m, frutos imaturos verdes claros. Folhas discolores.",NA,NA,No specific.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.414889,-24.962361,"16",2021-03-01 16:36:28-03,UNICAMP,UEC,"072557",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrceugenia,gertii,Myrceugenia gertii,Landrum,"Kawasaki, ML","Sartori, A; et al.","33441","1995","02","14",NA,Brazil,São Paulo,Jacupiranga,-48.414889,-24.962361,NA,"Mata Atlântica de Planície, Árvore 5m, frutos imaturos verdes claros, folhas discolores.; Mata Atlântica de Planície.",UEC051127,UEC051127,"Brasil, SP, Jacupiranga, Parque Estadual de Jacupiranga.","2009",NA,NA,NA,NA,NA,NA,NA,"-48.414889","-24.962361",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"29",2020-12-21 16:36:59-03,MBM,MBM,"293565",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrceugenia,gertii,Myrceugenia gertii,Landrum,"Sobral, M.","Barboza, E.; Silva, J.M.; Vaz, J.; Silva, J.M.; Vaz, J.","948","2004","02","29",Southern America,Brazil,São Paulo,Barra do Turvo,-48.5046997070312,-24.7563991546631,NA,NA,MBM293565,MBM293565,Chácara Moxotó,NA,"38172",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"45",2019-11-13 11:26:54-03,USP,SPF,"171856",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrceugenia,gertii,Myrceugenia gertii,Landrum,"Sobral, M","Barbosa, E","948","2004","02","29",NA,Brasil,São Paulo,Barra do Turvo,-48.5046997070312,-24.7563991546631,NA,NA,SPF00171856,NA,NA,"2005","38172",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"53",2019-11-01 15:05:56-03,UnB,UB,"131404",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Myrceugenia,gertii,Myrceugenia gertii,Landrum,"Sobral, M","Barbosa, E","948","2004","02","29",Southern America,Brasil,São Paulo,Barra do Turvo,-48.5046997070312,-24.7563991546631,NA,"Árvore 5m.; Floresta atlântica",NA,NA,Chácara Moxotó,"2005","38172",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.414889,-24.962222,"55",2021-03-04 15:45:28-03,IF,SPSF,"34856",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrceugenia,gertii,Myrceugenia gertii,NA,M.L.Kawasaki,A.Sartori,"33441","1995","02","14",América do Sul,Brasil,SP,Jacupiranga,-48.414889,-24.962222,NA,"COLETA: XLS: SPSFNovo; Árvore 5m, frutos imaturos verde claro; GEOGRAFIA: mata atlantica de planície&nf;;",NA,NA,Parque Estadual de Jacupiranga,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.414889,-24.962361,"60",2019-11-21 10:11:55-03,IBt,SP,"307101",S,Plantae,NA,NA,Myrtaceae,Myrceugenia,gertii,Myrceugenia gertii,Landrum,"Kawasaki, ML","Sartori, A; et al.","33441","1995","02","14",NA,Brasil,São Paulo,Jacupiranga,-48.414889,-24.962361,NA,"Árvore 5m alt., frutos imaturos verde-claros, folhas discolores",SP057537,SP057537,"Parque Estadual de Jacupiranga, Mata atlântica de planície","1997",NA,NA,NA,NA,NA,NA,NA,"-48.414889","-24.962361",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"61",2019-11-21 10:11:55-03,IBt,SP,"397943",S,Plantae,NA,NA,Myrtaceae,Myrceugenia,gertii,Myrceugenia gertii,Landrum,"Sobral, M","Barbosa, E; et al.","948","2004","02","29",NA,Brasil,São Paulo,Barra do Turvo,-48.5046997070312,-24.7563991546631,NA,"Árvore 5m alt., floresta atlântica",SP057538,SP057538,Chácara Moxotó,"2005","38172",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
