X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,continentOcean,country,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,stateProvince,county,locality,decimalLongitude,decimalLatitude,day,coordinatePrecision,geoFlag,yearIdentified,infraspecificEpithet,typeStatus,fieldNumber,monthIdentified,class,dayIdentified,verbatimLongitude,verbatimLatitude,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.63,-23.5403,"2",2021-03-15 16:37:00-03,NY,NYBG,"393932",PreservedSpecimen,Plantae,Magnoliophyta,Malvales,Malvaceae,Abutilon,venosum,Abutilon venosum,Lem.,H. Luederwaldt,"18899","1908","04",South America,Brazil,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=441081' target='other'> <mi>dwc_moreinfo</mi></a>,NY00393932,NY00393932_01,E. G. Baker,São Paulo,Sao Paulo,Ypiranga,-46.63,-23.5403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"3",2021-03-30 12:43:43-03,EAO,IAN,"35990",PreservedSpecimen,Plantae,Dicotiledônea,NA,Malvaceae,Abutilon,venosum,Abutilon venosum,Lem.,"Krug, HP","4213","1938","12",Southern America,Brasil,NA,Herbáceo.,IAN035990,IAN035990 IAN035990_e,"Krug, HP",São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,"27","23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"4",2020-11-04 11:12:49-03,ESALQ,ESA,"2613",PreservedSpecimen,Plantae,Magnoliophyta,NA,Malvaceae,Abutilon,venosum,Abutilon venosum,NA,"Leitão Filho, H.F.",NA,"1967","05",NA,Brasil,NA,NA,ESA002613,ESA002613,"Esteves, G.L.",São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,"27","23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"14",2019-11-13 11:24:42-03,USP,SPF,"166836",PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,venosum,Abutilon venosum,Lem.,"Bittar, M","60","1984","02",NA,Brasil,NA,NA,SPF00166836,SPF00166836,"Roedel, C",São Paulo,São Paulo,Viveiro Manequinho Lopes. - Ripado da entrada.,-46.6300010681152,-23.5400009155273,"15","53584",auto,"1984",NA,NA,NA,"04",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.668492,-22.694886,"16",2019-01-25 15:42:20-02,IAC,IAC,"29010",S,Plantae,NA,NA,Malvaceae-8.Malvoideae,Abutilon,venosum,Abutilon venosum,Lem.,"L.C. Bernacci; R. Pilati; O. Camargo & P.R.P. Andrade","391","1994","06",NA,Brasil,NA,NA,NA,NA,C. Takeuchi,São Paulo,Monte Alegre do Sul,"IAC, Estação Experimental, área nativa",-46.668492,-22.694886,"16",NA,NA,"2010",NA,NA,NA,"05",NA,"16","-46.668492","-22.694886","35",São Paulo,SP,Sudeste
-47.0608,-22.9056,"17",2019-01-25 15:42:20-02,IAC,IAC,"47696",S,Plantae,NA,NA,Malvaceae-8.Malvoideae,Abutilon,venosum,Abutilon venosum,Lem.,L.C. Bernacci,"4261","2006","08",NA,Brasil,NA,Procedente de Monte Alegre do Sul - SP,NA,NA,C. Takeuchi,São Paulo,Campinas,em cultivo doméstico,-47.0608,-22.9056,"25",NA,NA,"2010",NA,NA,NA,"05",NA,"25","-47.0608","-22.9056","35",São Paulo,SP,Sudeste
-47.625833,-22.7125,"25",2020-11-05 09:51:55-03,IBt,SP,"293487",S,Plantae,NA,NA,Malvaceae,Abutilon,venosum,Abutilon venosum,Lem.,"Barreto, KD; et al.","921","1993","07",NA,Brasil,NA,NA,NA,NA,"Souza, VC; Capellari Jr, L",São Paulo,Piracicaba,Parque da ESALO,-47.625833,-22.7125,"17",NA,NA,"1993",NA,NA,NA,"08",NA,"06","-47.625833","-22.7125","35",São Paulo,SP,Sudeste
-46.7599983215332,-22.7000007629395,"26",2020-07-23 10:20:56-03,IBt,SP,"47928",S,Plantae,NA,NA,Malvaceae,Abutilon,venosum,Abutilon venosum,Lem.,"Kuhlmann, M","133","1942","12",NA,Brasil,NA,NA,NA,NA,"Krapovickas, A",São Paulo,Amparo,Monte Alegre,-46.7599983215332,-22.7000007629395,"17","18036",auto,"1977",NA,NA,NA,"11",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5400009155273,-22.9500007629395,"27",2020-07-23 10:20:56-03,IBt,SP,"56308",S,Plantae,NA,NA,Malvaceae,Abutilon,venosum,Abutilon venosum,Lem.,"Pires, AS",s.n.,"1951","07",NA,Brasil,NA,NA,NA,NA,"Hoehne, FC",São Paulo,Bragança Paulista,NA,-46.5400009155273,-22.9500007629395,"08","17597",auto,"1951",NA,NA,NA,"12",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"28",2020-07-23 10:20:56-03,IBt,SP,"426939",S,Plantae,NA,NA,Malvaceae,Abutilon,venosum,Abutilon venosum,Lem.,"Bernacci, LC","4261","2006","08",NA,Brasil,NA,NA,NA,NA,"Takeuchi, C",São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,"25","23900",auto,"2011",NA,NA,NA,"03",NA,"05",NA,NA,"35",São Paulo,SP,Sudeste
-46.6800003051758,-22.6800003051758,"29",2020-07-23 10:20:56-03,IBt,SP,"310509",S,Plantae,NA,NA,Malvaceae,Abutilon,venosum,Abutilon venosum,Lem.,"Bernacci, LC; et al.","391","1994","06",NA,Brasil,NA,NA,NA,NA,"Esteves, GL",São Paulo,Monte Alegre do Sul,E.E. Monte Alegre,-46.6800003051758,-22.6800003051758,"16","11114",auto,"2001",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"30",2020-07-23 10:20:56-03,IBt,SP,"49292",S,Plantae,NA,NA,Malvaceae,Abutilon,venosum,Abutilon venosum,Lem.,"Silberschmidt, KM",s.n.,"1943","09",NA,Brasil,NA,NA,NA,NA,"Krapovickas, A",São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,"53584",auto,"1977",NA,NA,NA,"11",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"31",2020-07-23 10:20:56-03,IBt,SP,"310517",S,Plantae,NA,NA,Malvaceae,Abutilon,venosum,Abutilon venosum,Lem.,"Franco, GADC","1345","1995","05",NA,Brasil,NA,NA,NA,NA,NA,São Paulo,São Paulo,"Parque Estadual da Cantareira, Núcleo do Engordador, Trilha ao lado da Trilha do Macuco",-46.6300010681152,-23.5400009155273,"23","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
