X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,infraspecificEpithet,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,previousCatalogNumber,typeStatus,individualCount,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.689478,-20.050928,"143",2020-12-11 11:40:20-03,UFMG,BHCB,"149194",PreservedSpecimen,Plantae,Dicotyledon,NA,Polygalaceae,Polygala,galioides,Polygala galioides,Poir.,NA,"Tameirão Neto, E; Mansur, T","4969","2011","01","13",Southern America,Brasil,Minas Gerais,Santa Bárbara,"Serra Gandarela, Projeto Mina Apolo",-49.689478,-20.050928,NA,"Campo rupestre sobre canga couraçada, herbáceo",NA,NA,"1596","1596",NA,NA,NA,"2011","03",NA,"-49.689478","-20.050928",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7000007629395,-22.6100006103516,"441",2020-04-15 17:20:35-03,IBt,SP,"254090",S,Plantae,NA,NA,Polygalaceae,Polygala,galioides,Polygala galioides,Poir.,NA,"Chiea, SAC","729","1991","11","22",NA,Brasil,São Paulo,Serra Negra,NA,-46.7000007629395,-22.6100006103516,NA,NA,NA,NA,NA,NA,"12188",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
