X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,individualCount,typeStatus,verbatimLongitude,verbatimLatitude,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.96013,-22.425035,"5",2021-03-15 16:37:00-03,NY,NYBG,"1550946",PreservedSpecimen,Plantae,Magnoliophyta,Malvales,Malvaceae,Gaya,guerkeana,Gaya guerkeana,K.Schum.,S. R. Hill,F. C. Hoehne,"29728","1932","06","09",South America,Brazil,São Paulo,Moji-Mirim,"Mogy-Mirim, S. Paulo.",-46.96013,-22.425035,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1838412' target='other'> <mi>dwc_moreinfo</mi></a>,NY01550946,NY01550946_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.32,-21.25,"9",2015-07-02 14:02:42-03,JBP,HPL,"3946",S,Plantae,NA,NA,Malvaceae,Gaya,guerkeana,Gaya guerkeana,K.Schum.,G.L. Esteves,E.R. Salviani & H. Lorenzi,"945","2000","01","19",NA,Brasil,SP,Jaboticabal,Estrada seguindo sentido a Luiz Antonio.,-48.32,-21.25,NA,NA,NA,NA,NA,NA,"22420",auto,"2005","06","08",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"10",2019-08-20 10:17:48-03,UNICAMP,UEC,"10054",S,Plantae,Magnoliopsida,NA,Malvaceae,Gaya,guerkeana,Gaya guerkeana,K.Schum.,"Esteves, GL","Gibbs, PE; Kinoshita, LS; Semir, J","1930","1976","04","27",NA,Brazil,São Paulo,Mogi Guaçu,indo para Pinha,-46.9421997070312,-22.372200012207,NA,NA,NA,"Plantas arbustivas até 1,50m de altura, flores amarelo-salmão",NA,NA,"39309",auto,"1997","05",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-22.9699993133545,"11",2019-08-20 10:17:48-03,UNICAMP,UEC,"29891",S,Plantae,Magnoliopsida,NA,Malvaceae,Gaya,guerkeana,Gaya guerkeana,K.Schum.,"Esteves, GL","Leitão Filho, HF; Semir, J","1803","1976","02","20",NA,Brazil,São Paulo,Valinhos,"Rodovia D.Pedro I, À 12 km de Campinas",-46.9900016784668,-22.9699993133545,NA,NA,NA,"Arbusto areto com até 1,30 m .Flores amarelas. Comum.",UEC079266,UEC079266,"12075",auto,"1997","05",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-22.9699993133545,"12",2019-08-20 10:17:48-03,UNICAMP,UEC,"10055",S,Plantae,Magnoliopsida,NA,Malvaceae,Gaya,guerkeana,Gaya guerkeana,K.Schum.,"Esteves, GL","Leitão Filho, HF; Semir, J","1803","1976","02","20",NA,Brazil,São Paulo,Valinhos,"Rodovia D.Pedro I, À 12 km de Campinas",-46.9900016784668,-22.9699993133545,NA,NA,NA,"Arbusto areto com até 1,30 m .Flores amarelas. Comum.",NA,NA,"12075",auto,"1997","05",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9500007629395,-22.4300003051758,"19",2017-11-24 14:11:22-02,UFLA,ESAL,"1638",S,Plantae,NA,NA,Malvaceae,Gaya,guerkeana,Gaya guerkeana,K.Schum.,F. C. H.,"Hoehne, FC","29.728",NA,NA,NA,NA,Brasil,São Paulo,Mogi- Mirim,NA,-46.9500007629395,-22.4300003051758,NA,NA,NA,"arbusto; ; amarela;",NA,NA,"19575",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"45",2020-07-23 10:21:37-03,IBt,SP,"266283",S,Plantae,NA,NA,Malvaceae,Gaya,guerkeana,Gaya guerkeana,K.Schum.,"Gonçalez, VM","Santoro, J",s.n.,"1936","05","29",NA,Brasil,São Paulo,Campinas,Jardim Guanabara,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,NA,NA,"23900",auto,"2008","08",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2099990844727,-23.0900001525879,"46",2020-07-23 10:21:37-03,IBt,SP,"36660",S,Plantae,NA,NA,Malvaceae,Gaya,guerkeana,Gaya guerkeana,K.Schum.,"Gonçalez, VM",Ininteligivel,"8","1936","10","28",NA,Brasil,São Paulo,Indaiatuba,NA,-47.2099990844727,-23.0900001525879,NA,NA,NA,NA,NA,NA,"17640",auto,"2008","08",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3199996948242,-21.25,"47",2020-07-23 10:21:37-03,IBt,SP,"378270",S,Plantae,NA,NA,Malvaceae,Gaya,guerkeana,Gaya guerkeana,K.Schum.,"Gonçalez, VM","Salviani, ER; Lorenzi, H","945","2000","01","19",NA,Brasil,São Paulo,Jaboticabal,Estrada seguindo sentido a Luiz Antônio,-48.3199996948242,-21.25,NA,NA,NA,NA,NA,NA,"22420",auto,"2008","08",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9500007629395,-22.4300003051758,"48",2020-07-23 10:21:37-03,IBt,SP,"29728",S,Plantae,NA,NA,Malvaceae,Gaya,guerkeana,Gaya guerkeana,K.Schum.,"Gonçalez, VM","Hoehne, FC",s.n.,"1932","06","09",NA,Brasil,São Paulo,Mogi Mirim,NA,-46.9500007629395,-22.4300003051758,NA,NA,NA,NA,NA,NA,"19575",auto,"2008","08",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
