X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,identifiedBy,imagecode,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,fieldNumber,typeStatus,class,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.5297,-23.66,"5",2021-03-15 16:37:00-03,NY,NYBG,"477659",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,A. C. Brade,"5969","1913","02","02",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=689910' target='other'> <mi>dwc_moreinfo</mi></a>,NY00477659,Magnoliophyta,Myrtales,Cham.,São Paulo,Santo André,Alto da Serra,-46.5297,-23.66,NA,NA,F. C. Hoehne,NY00477659_01 NY00477659_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7667,-23.9833,"6",2021-03-15 16:37:00-03,NY,NYBG,"02680507",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,G. O. Romão,"639","2001","04","13",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2947863' target='other'> <mi>dwc_moreinfo</mi></a>,NY02680507,Magnoliophyta,Myrtales,Cham.,São Paulo,NA,"São Paulo, parque estadual da Serra do Mar, Núcleo Curucutu, Floresta ribeirinha ao longo do rio Mambu",-46.7667,-23.9833,"750","750",T. Bochorny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.32,-23.78,"10",2021-03-15 16:37:00-03,NY,NYBG,"477658",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,L. B. Smith,"1834","1929","02","11",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=689913' target='other'> <mi>dwc_moreinfo</mi></a>,NY00477658,Magnoliophyta,Myrtales,Cham.,São Paulo,Santo André,"Estaçao Biologica, Alto da Serra",-46.32,-23.78,"800","900",NA,NY00477658_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"11",2021-03-15 16:37:00-03,NY,NYBG,"477657",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,G. T. Prance,"10459","1969","04","02",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=689909' target='other'> <mi>dwc_moreinfo</mi></a>,NY00477657,Magnoliophyta,Myrtales,Cham.,São Paulo,Sao Paulo,"Alto da Serra Biological Reserve, Paranapiacaba, Sao Paulo",-46.63,-23.5403,"800","800",J. J. Wurdack,NY00477657_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.310001373291,-23.2199993133545,"12",2021-03-15 16:37:00-03,NY,NYBG,"01421504",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,P. Fiaschi,"556","2001","01","19",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1686933' target='other'> <mi>dwc_moreinfo</mi></a>,NY01421504,Magnoliophyta,Myrtales,Cham.,São Paulo,Sao Luís do Paraitinga,"Parque Estadual da Serra do Mar, núcleo Santa Virgínia. Trilha para a Cachoeira do Poço do Pito. Acompanhante: Vanderlei.",-45.310001373291,-23.2199993133545,NA,NA,R. Goldenberg,NY01421504_01,"27362",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"13",2020-11-04 11:13:14-03,ESALQ,ESA,"75184",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2201.0","2001","04","13",NA,Brasil,NA,NA,NA,ESA075184,Magnoliophyta,NA,Cham.,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7S; 46o46'31,5W. 750msm.",-46.6300010681152,-23.5400009155273,NA,NA,"Souza, V.C. et al.",ESA075184,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"14",2020-11-04 11:13:14-03,ESALQ,ESA,"75288",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","47.0","2001","04","11",NA,Brasil,NA,NA,"Ca. 2m alt.; frutos imaturos verdes com ápice vináceo.",ESA075288,Magnoliophyta,NA,Cham.,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente.",-46.6300010681152,-23.5400009155273,NA,NA,"Bochorny, T.",ESA075288,"53584",auto,"2015","07","01",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"15",2020-11-04 11:13:14-03,ESALQ,ESA,"75242",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,"Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","55.0","2001","04","11",NA,Brasil,NA,NA,"Arbusto, 1,5-2m alt. Ramos avermelhados. Margem de curso d'água.",ESA075242,Magnoliophyta,NA,Cham.,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente.",-46.6300010681152,-23.5400009155273,NA,NA,"Souza, V.C. et al.",ESA075242,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"16",2020-11-04 11:13:14-03,ESALQ,ESA,"68943",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,"Ivanauskas, N.M.","4504.0","2000","04","18",NA,Brasil,NA,NA,NA,ESA068943,Magnoliophyta,NA,NA,São Paulo,Caraguatatuba,NA,-45.4099998474121,-23.6200008392334,NA,NA,NA,ESA068943,"30093",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"17",2020-11-04 11:13:14-03,ESALQ,ESA,"119322",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,"Colletta, G.D.","680.0","2012","06","18",NA,Brasil,NA,NA,"Árvore, 7m, frutos secos 5561",ESA119322,Magnoliophyta,NA,Cham.,São Paulo,São Paulo,"Estrada da Cumbica n° 500, mata ao lado do ct do São Paulo",-46.6300010681152,-23.5400009155273,NA,NA,"Bochorny, T.",ESA119322,"53584",auto,"2015","07","01",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
