X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,country,barcode,imagecode,identifiedBy,yearIdentified,monthIdentified,dayIdentified,year,month,day,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,geoFlag,locality,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,continentOcean,preparationType,class,order,individualCount,typeStatus,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.5099983215332,-22.1299991607666,"2",2021-03-31 13:36:08-03,MN,R,"6123",PreservedSpecimen,Plantae,NA,Asteraceae,Heterocondylus,lysimachioides,Heterocondylus lysimachioides,(Chodat) R.M. King & H. Rob.,"Glaziou, A.F.M.","8124",Brasil,R000006123,R000006123_001,"Esteves, R.L.","2002","05","20","1876","01","07",São Paulo,Bocaina,-48.5099983215332,-22.1299991607666,"18396",Plantas do Brasil Central,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1699981689453,-21.7900009155273,"30",2020-11-19 09:28:47-03,IBt,SP,"16370",S,Plantae,NA,Asteraceae,Heterocondylus,lysimachioides,Heterocondylus lysimachioides,(Chodat) R.M.King & H.Rob.,"Loefgren, A",CGG4283,Brasil,SP050476,SP050476,"Esteves, RL","2007","06",NA,"1899","04","14",São Paulo,Araraquara,-48.1699981689453,-21.7900009155273,"29178",NA,auto,Lageado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
