X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,class,yearIdentified,monthIdentified,dayIdentified,typeStatus,infraspecificEpithet,fieldNumber,verbatimLongitude,verbatimLatitude,individualCount,minimumElevationInMeters,maximumElevationInMeters,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.7400016784668,-23.3600006103516,"102",2019-11-13 11:19:41-03,USP,SPF,"13129",PreservedSpecimen,Plantae,NA,NA,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla canescens,A.St.-Hil. ex Engl.,"Hoehne, W","Hoehne, W",s.n.,"1945","10","29",NA,Brasil,São Paulo,Caieiras,NA,-46.7400016784668,-23.3600006103516,NA,NA,SPF00013129,NA,"9448",auto,NA,NA,NA,NA,NA,canescens,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"103",2021-03-15 18:26:48-03,USP,SPF,"80221",PreservedSpecimen,Plantae,NA,NA,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla,Cham. & Schltdl.,"Joly, AB","Joly, AB",s.n.,"1947","12","17",NA,Brasil,São Paulo,São Paulo,Butantã. Campos.,-46.6300010681152,-23.5400009155273,NA,Subarbusto. Flores brancas.,SPF00080221,SPF00080221,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"104",2019-11-13 11:19:41-03,USP,SPF,"80220",PreservedSpecimen,Plantae,NA,NA,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla,Cham. & Schltdl.,"Joly, AB","Joly, AB",s.n.,"1946","01","08",NA,Brasil,São Paulo,São Paulo,Campos do Butantã.,-46.6300010681152,-23.5400009155273,NA,NA,SPF00080220,NA,"53584",auto,NA,"1946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"105",2019-11-13 11:19:41-03,USP,SPF,"80222",PreservedSpecimen,Plantae,NA,NA,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla canescens,A.St.-Hil. ex Engl.,"Hoehne, W","Hoehne, W",s.n.,"1932","11","28",NA,Brasil,São Paulo,São Paulo,Comp. mat. S.B.I. Biol.,-46.6300010681152,-23.5400009155273,NA,NA,SPF00080222,SPF00080222,"53584",auto,NA,NA,NA,NA,NA,canescens,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"106",2021-03-15 18:26:48-03,USP,SPF,"16173",PreservedSpecimen,Plantae,NA,NA,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla,Cham. & Schltdl.,"Toledo, JF","Neto, AA",s.n.,"1948","01","19",NA,Brasil,São Paulo,São Paulo,Penha. Vila Esperança.,-46.6300010681152,-23.5400009155273,NA,Arbusto. Flores alvas.,SPF00016173,SPF00016173,"53584",auto,NA,"1948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"107",2019-12-11 12:04:57-03,USP,SPF,"10009",PreservedSpecimen,Plantae,NA,NA,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla canescens,A.St.-Hil. ex Engl.,"Hoehne, W","Hoehne, W",s.n.,"1932","11","28",NA,Brasil,São Paulo,São Paulo,"Terrenos da F. M. de São Paulo; Comp. ao mat. da S. de Bot. do Inst. Biol.",-46.6300010681152,-23.5400009155273,NA,NA,SPF00010009,SPF00010009,"53584",auto,NA,"1932",NA,NA,NA,canescens,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"116",2020-07-23 12:22:35-03,CEPLAC,CEPEC,"105439",PreservedSpecimen,Plantae,NA,NA,Saxifragaceae,Escallonia,chlorophylla,Escallonia chlorophylla canescens,NA,F. C. Hoehne,F. C. Hoehne,NA,"1917","09","20",NA,Brasil,São Paulo,SÃO PAULO,Butantan.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,canescens,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"127",2021-03-04 15:43:00-03,IF,SPSF,"42817",PreservedSpecimen,Plantae,Magnoliophyta,Escalloniales,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla,Cham. & Schltdl.,I.G.Schult,R.J.F. Garcia & F.S.Siqueira & T.Popak & S.Ferreira,"3405","2008","02","26",América do Sul,Brasil,SP,São Paulo,Parque Vila do Rodeio,-46.6300010681152,-23.5400009155273,NA,"COLETA: Arbusto de 2 m de altura; flores brancas e frutos verdes.; GEOGRAFIA: Campo Antropizado com Braquiária e árvores isoladas.;",NA,NA,"53584",auto,Magnoliopsida,"2009","03","31",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7400016784668,-23.3600006103516,"128",2021-03-04 15:43:00-03,IF,SPSF,"50853",PreservedSpecimen,Plantae,Magnoliophyta,Escalloniales,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla,Cham. & Schltdl.,W.Hoehne,W.Hoehne,s.n.,"1945","10","29",América do Sul,Brasil,SP,Caieiras,NA,-46.7400016784668,-23.3600006103516,NA,NA,NA,NA,"9448",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5800018310547,-23.3099994659424,"129",2021-03-04 15:43:00-03,IF,SPSF,"03341",PreservedSpecimen,Plantae,Magnoliophyta,Escalloniales,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla,Cham. & Schltdl.,V.C.Souza,D.Bento Pickel,s/n,"1948","11","02",América do Sul,Brasil,SP,Mairiporã,NA,-46.5800018310547,-23.3099994659424,NA,"GEOGRAFIA: No Campo, alto.;",NA,NA,"15840",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7400016784668,-23.3600006103516,"143",2020-03-12 10:23:52-03,IBt,SP,"490282",S,Plantae,NA,NA,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla,Cham. & Schltdl.,"Hoehne, W","Hoehne, W",s.n.,"1945","10","29",NA,Brasil,São Paulo,Caieiras,NA,-46.7400016784668,-23.3600006103516,NA,NA,NA,NA,"9448",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2200012207031,-23.6499996185303,"144",2020-03-12 10:23:52-03,IBt,SP,"327519",S,Plantae,NA,NA,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla,Cham. & Schltdl.,"Zapata, F","Cordeiro, I; et al.","1758","1998","06","30",NA,Brasil,São Paulo,Ibiúna,"Proximidades da rodovia SP-250, Km 63, às margens da rua Caeiras",-47.2200012207031,-23.6499996185303,NA,NA,NA,NA,"43112",auto,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0499992370605,-23.5900001525879,"145",2019-11-21 10:03:44-03,IBt,SP,"13048",S,Plantae,NA,NA,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla,Cham. & Schltdl.,NA,"Loefgren, A",CGG383,"1887","11","15",NA,Brasil,São Paulo,Itapetininga,NA,-48.0499992370605,-23.5900001525879,NA,NA,SP023968,SP023968,"40712",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7900009155273,-23.5300006866455,"146",2020-03-12 10:23:52-03,IBt,SP,"6433",S,Plantae,NA,NA,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla,Cham. & Schltdl.,NA,"Brade, AC","7259","1913","11","09",NA,Brasil,São Paulo,Osasco,NA,-46.7900009155273,-23.5300006866455,NA,NA,NA,NA,"8709",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"147",2020-03-12 10:23:52-03,IBt,SP,"723",S,Plantae,NA,NA,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla,Cham. & Schltdl.,"Zapata, F","Hoehne, FC",s.n.,"1917","11","16",NA,Brasil,São Paulo,São Paulo,Butantã,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"148",2020-03-12 10:23:52-03,IBt,SP,"552",S,Plantae,NA,NA,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla,Cham. & Schltdl.,"Zapata, F","Hoehne, FC",s.n.,"1917","09","20",NA,Brasil,São Paulo,São Paulo,Butantã,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"149",2020-03-12 10:23:52-03,IBt,SP,"252",S,Plantae,NA,NA,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla,Cham. & Schltdl.,"Hoehne, FC","Hoehne, FC",s.n.,"1917","06",NA,NA,Brasil,São Paulo,São Paulo,Butantã,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"150",2020-03-12 10:23:52-03,IBt,SP,"50310",S,Plantae,NA,NA,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla,Cham. & Schltdl.,"Sleumer, H","Handro, O","142","1949","12","04",NA,Brasil,São Paulo,São Paulo,Jabaquara,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,"1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"151",2020-03-12 10:23:52-03,IBt,SP,"56485",S,Plantae,NA,NA,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla,Cham. & Schltdl.,"Zapata, F","Handro, O","818","1958","10","13",NA,Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"152",2020-03-12 10:23:52-03,IBt,SP,"19899",S,Plantae,NA,NA,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla,Cham. & Schltdl.,"Zapata, F","Hoehne, FC",s.n.,"1926","01","06",NA,Brasil,São Paulo,São Paulo,Morro do Jaraguá,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"153",2020-03-12 10:23:52-03,IBt,SP,"13041",S,Plantae,NA,NA,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla,Cham. & Schltdl.,NA,"Luederwaldt, H",s.n.,"1908","07","13",NA,Brasil,São Paulo,São Paulo,Vila Mariana,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"154",2020-03-12 10:23:52-03,IBt,SP,"13044",S,Plantae,NA,NA,Escalloniaceae,Escallonia,chlorophylla,Escallonia chlorophylla,Cham. & Schltdl.,"Souza, VC; Lima, MIRG","Usteri, A",s.n.,"1906","12","09",NA,Brasil,São Paulo,São Paulo,Vila Prudente,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
