X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,relatedCatalogItem,infraspecificEpithet,fieldNumber,individualCount,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.4397,-22.88,"3",2021-03-15 16:37:00-03,NY,NYBG,"387036",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E.Schulz,NA,NA,NA,NA,A. Amaral,"47","1985","10","17",Brazil,São Paulo,Botucatu,Rodovia que liga Vitoriana à Santa Maria do Araquá,-48.4397,-22.88,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463300' target='other'> <mi>dwc_moreinfo</mi></a>,NY00387036,NY00387036_01,Magnoliophyta,Malpighiales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.28,-22.8,"4",2021-03-15 16:37:00-03,NY,NYBG,"387037",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E.Schulz,NA,NA,NA,NA,L. R. H. Bicudo,"232","1985","12","18",Brazil,São Paulo,Botucatu,"Rodovia municipal (estrada..Roberto), que liga Vitoriana ao Rio Bonito Campo e Náutica, Fa(..) Gold Farm",-48.28,-22.8,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463301' target='other'> <mi>dwc_moreinfo</mi></a>,NY00387037,NY00387037_01,Magnoliophyta,Malpighiales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.548731,-20.268919,"7",2021-03-15 16:37:00-03,NY,NYBG,"387043",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E.Schulz,T. C. Plowman,NA,NA,NA,W. Hoehne,"3748","1951","10","28",Brazil,São Paulo,Jales,Jales: Pastos do Retiro,-50.548731,-20.268919,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463286' target='other'> <mi>dwc_moreinfo</mi></a>,NY00387043,NY00387043_01,Magnoliophyta,Malpighiales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.740798,-23.374672,"9",2021-03-15 16:37:00-03,NY,NYBG,"387044",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E.Schulz,T. C. Plowman,NA,NA,NA,W. Hoehne,"1904","1945","10","22",Brazil,São Paulo,Caieiras,Sao Paulo. Caieiras,-46.740798,-23.374672,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463287' target='other'> <mi>dwc_moreinfo</mi></a>,NY00387044,NY00387044_01,Magnoliophyta,Malpighiales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.548731,-20.268919,"30",2021-03-15 16:37:00-03,NY,NYBG,"387034",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E.Schulz,T. C. Plowman,NA,NA,NA,W. Hoehne,"3748","1951","10","28",Brazil,São Paulo,Jales,Jales. Pastos do Retiro,-50.548731,-20.268919,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463285' target='other'> <mi>dwc_moreinfo</mi></a>,NY00387034,NY00387034_01,Magnoliophyta,Malpighiales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.42,-22.75,"31",2021-03-15 16:37:00-03,NY,NYBG,"387030",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E.Schulz,A. Amaral,NA,NA,NA,I. Silberbauer-Gottsberger,"15141272","1972","12","14",Brazil,São Paulo,Botucatu,"18 km north of BOTUCATU, (14 km east of SAO MANUEL). Along the Sao Manuel-Piracicaba highway. Near ex-RR station, 13 de Maio",-48.42,-22.75,NA,NA,"550","550",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463290' target='other'> <mi>dwc_moreinfo</mi></a>,NY00387030,NY00387030_01,Magnoliophyta,Malpighiales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.4397,-22.88,"32",2021-03-15 16:37:00-03,NY,NYBG,"387031",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E.Schulz,NA,NA,NA,NA,A. Amaral,"2079","1975","11","12",Brazil,São Paulo,Botucatu,"Distrito de Rubiao Junior, Jardim Botânico Campus UNESP, 870m.s.m.",-48.4397,-22.88,NA,NA,"870","870",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463299' target='other'> <mi>dwc_moreinfo</mi></a>,NY00387031,NA,Magnoliophyta,Malpighiales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.345,-23.051111,"40",2021-02-08 11:08:12-03,UNESP-IBB,BOTU,"31087",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E. Schulz,NA,NA,NA,NA,"Castello, A.C.D.","61","2014","11","26",Brasil,São Paulo,Pardinho,Fazenda Águas de Janeiro,-48.345,-23.051111,48°20'42w,23°03'04s,NA,NA,NA,BOTU031087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.284722,-22.8,"56",2021-02-08 11:08:12-03,UNESP-IBB,BOTU,"18597",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E. Schulz,"Amaral Jr., A.",NA,NA,NA,"Bicudo, L.R.H.","1749","1993","06","01",Brasil,São Paulo,Botucatu,NA,-48.284722,-22.8,48°17'5w,22°48's,NA,NA,Arbusto de 2 m de altura sem flores,BOTU018597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48,-23.566667,"57",2021-02-08 11:08:13-03,UNESP-IBB,BOTU,"31802",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E. Schulz,"Taguchi, L.E.","2016","01","27","Souza, L.C.","155","1997","10","15",Brasil,São Paulo,Itapetininga,"Estação experimental, cerrado, banhado.",-48,-23.566667,48º00'w,23º34's,NA,NA,NA,BOTU031802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.433333,-22.866667,"64",2021-02-08 11:08:12-03,UNESP-IBB,BOTU,"29282",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E. Schulz,NA,NA,NA,NA,"Bignotto, R.B.","217","2004","03","02",Brasil,São Paulo,Botucatu,NA,-48.433333,-22.866667,48°26'w,22°52's,NA,NA,"Árvore 4m, frutos imaturos verdes e maduros vermelhos.; Coleção: Jardim Botânico UNESP Botucatu",BOTU029282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.284722,-22.8,"65",2021-02-08 11:08:12-03,UNESP-IBB,BOTU,"14283",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E. Schulz,"Bicudo, L.R.H.",NA,NA,NA,"Bicudo, L.R.H.","232","1985","12","18",Brasil,São Paulo,Botucatu,NA,-48.284722,-22.8,48°17'5w,22°48's,NA,NA,"Planta de 2 m de altura tronco com 3 cm de circunferência a 30 cm do solo, frutos vermelhos",BOTU014283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.375,-22.875,"67",2021-02-08 11:08:12-03,UNESP-IBB,BOTU,"1522",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E. Schulz,"Amaral Jr., A.","1997","01","15","Nasser, J.","26","1972","10","15",Brasil,São Paulo,Botucatu,NA,-48.375,-22.875,48°22'30w,22°52'30s,NA,NA,"Arbusto, flores pequenas amarelas",BOTU001522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.059139,-21.725778,"73",2021-02-08 11:08:12-03,UNESP-IBB,BOTU,"22836",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E. Schulz,NA,NA,NA,NA,"Amaral Jr., A.","362","1999","04","10",Brasil,São Paulo,Presidente Epitácio,NA,-52.059139,-21.725778,"52°03'32,9w","21°43'32,8s",NA,NA,"Arbusto estéril, com sistema radicular exposto.",BOTU022836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.375,-22.875,"91",2021-02-08 11:08:12-03,UNESP-IBB,BOTU,"1530",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E. Schulz,"Amaral Jr., A.","1997","01","15","Perencin, N.","26","1972","10","10",Brasil,São Paulo,Botucatu,NA,-48.375,-22.875,48°22'30w,22°52'30s,NA,NA,NA,BOTU001530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.184472,-24.071167,"99",2021-02-08 11:08:12-03,UNESP-IBB,BOTU,"20437",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E. Schulz,"Amaral Jr., A.","1996","08","01","Souza, V.C.","10562","1996","01","26",Brasil,São Paulo,Itaberá,NA,-49.184472,-24.071167,"49°11'04,1w","24°04'16,2s",NA,NA,"Arbusto, ca. 1,6 m de altura, botões verdes",BOTU020437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.375,-22.875,"107",2021-02-08 11:08:12-03,UNESP-IBB,BOTU,"1532",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E. Schulz,"Amaral Jr., A.","1997","01","15","Cozzo, R.A.G.","31","1972","10","24",Brasil,São Paulo,Botucatu,NA,-48.375,-22.875,48°22'30w,22°52'30s,NA,NA,"Arbusto, com flores amarelas, 1 m de altura",BOTU001532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.743056,-22.813889,"117",2021-02-08 11:08:12-03,UNESP-IBB,BOTU,"31073",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E. Schulz,NA,NA,NA,NA,"Castello, A.C.D.","19","2014","11","25",Brasil,São Paulo,Pratânia,Fazenda Palmeira da Serra,-48.743056,-22.813889,48°44'35w,22°48'50s,NA,NA,NA,BOTU031073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.284722,-22.8,"132",2021-02-08 11:08:12-03,UNESP-IBB,BOTU,"14285",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E. Schulz,"Bicudo, L.R.H.",NA,NA,NA,"Bicudo, L.R.H.","1461","1986","09","18",Brasil,São Paulo,Botucatu,NA,-48.284722,-22.8,48°17'5w,22°48's,NA,NA,"Planta de 2 m de altura, cálice verde, corola verde esbranquiçada, corona branca, androceu branco, gineceu verde, sem odor",BOTU014285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.433333,-22.866667,"138",2021-02-08 11:08:12-03,UNESP-IBB,BOTU,"29283",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E. Schulz,NA,NA,NA,NA,"Bignotto, R.B.","77","2003","10","21",Brasil,São Paulo,Botucatu,NA,-48.433333,-22.866667,48°26'w,22°52's,NA,NA,"Árvore 4m, cálice verde, corola branca, mata da ponte.; Coleção: Jardim Botânico UNESP Botucatu",BOTU029283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.054833,-21.723194,"145",2021-02-08 11:08:12-03,UNESP-IBB,BOTU,"23061",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E. Schulz,NA,NA,NA,NA,"Amaral Jr., A.","709","2000","10","30",Brasil,São Paulo,Presidente Epitácio,NA,-52.054833,-21.723194,52°03'17.4w,21°43'23.5s,NA,NA,"Arbusto 1m, com frutos.",BOTU023061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
