X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,recordNumber,locality,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,phylum,order,typeStatus,continentOcean,preparationType,infraspecificEpithet,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,individualCount,fieldNumber,eventTime,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"35",2019-02-15 11:46:21-02,IPA,IPA,"50564",S,Plantae,Myrtaceae,Myrceugenia,regnelliana,Myrceugenia regnelliana,(O. Berg) D. Legrand & Kausel,"Lima, M.P.M. de","Barreto, R.A.A.","1980","11","21",Brasil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,IPA0050564,NA,"1981","10",NA,"213",NA,"1900","1900","Planta de 3,5m; botão verde. Frequência mediana.; Floresta nebular.",Plantae,NA,NA,Southern America,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"36",2019-02-15 11:46:21-02,IPA,IPA,"50559",S,Plantae,Myrtaceae,Myrceugenia,regnelliana,Myrceugenia regnelliana,(O. Berg) D. Legrand & Kausel,"Vaz, A.","Barreto, R.A.A.","1981","08","18",Brasil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,IPA0050559,NA,"1981","10",NA,"159",Parque Estadual de Campos do Jordão,NA,NA,"Arvoreta ca. 2m, frutos verdes/roxo (escuro). Frequência fraca.",Plantae,NA,NA,Southern America,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.820441,-23.789069,"57",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0060714,PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,ovata,Myrceugenia ovata regnelliana,(O.Berg) Landrum,"L.R. Landrum, 1996.","V.C. Souza; J.P. Souza, V.R. Scalon, A. Astorino","1996","1","26",Brazil,Sao Paulo,NA,-46.820441,-23.789069,NA,NA,NA,NA,NA,NA,NA,"10621",Mun. Itarare. Estrada Itarare-Bom Sucesso.,NA,NA,"Arvore, ca. 10m; flores alvas.",Magnoliophyta,Myrtales,NA,NA,NA,regnelliana,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.820441,-23.789069,"60",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0043375,PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,ovata,Myrceugenia ovata regnelliana,(O.Berg) Landrum,"L.R. Landrum, 1996.","V.C. Souza; J.P. Souza, V.R. Scalon, A. Astorino","1996","1","26",Brazil,Sao Paulo,NA,-46.820441,-23.789069,NA,NA,NA,NA,NA,NA,NA,"10633",Mun. Itarare. Estrada Itarare-Bom Sucesso.,NA,NA,"Arvore, ca. 8m alto; flores alvas.",Magnoliophyta,Myrtales,NA,NA,NA,regnelliana,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1399993896484,-24.3099994659424,"105",2021-03-26 10:43:29-03,UDESC,LUSC,"5477",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,regnelliana,Myrceugenia regnelliana,(O.Berg) D.Legrand & Kausel,"Sobral, M.","Elias, S.I.; Silva, M.M.R., Amador, D.B., Freitas, F. O., Rodrigues, R.R. Souza, V.C., Tamashiro, J.Y., Ivanauskas, N.M., Souza, J.P. & Vanini, A.","1997","12","10",Brasil,São Paulo,Bom Sucesso de Itararé,-49.1399993896484,-24.3099994659424,NA,NA,LUSC007113,LUSC007113,NA,NA,NA,"43",Fazenda Nicolau.,NA,NA,"Campo;Flores alvas;;Frutos imaturos verdes e maduros negros. Habitat: beira de encosta Habito: arbusto",NA,NA,NA,NA,NA,NA,"14955",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"106",2021-03-26 10:43:29-03,UDESC,LUSC,"7888",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,regnelliana,Myrceugenia regnelliana,(O.Berg) D.Legrand & Kausel,"Sobral, M.","Souza, V.C.; Souza, J.P.; Scalon, V.R. & Astorino, A.","1996","01","26",Brasil,São Paulo,Itararé,-49.3400001525879,-24.1100006103516,NA,NA,LUSC004775,LUSC004775,NA,NA,NA,"10633",Estrada Itararé-Bom Sucesso.,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"216",2020-12-21 16:37:03-03,MBM,MBM,"212034",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,ovata,Myrceugenia ovata regneliana,(O.Berg) Landrum,"Mattos, J.","Mattos, J.; et al.; et al.","1966","12","17",Brazil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,MBM212034,MBM212034,NA,NA,NA,"14727",Campos do Jordão,NA,NA,NA,NA,NA,NA,Southern America,NA,regneliana,"21048",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"219",2020-12-21 16:37:03-03,MBM,MBM,"119965",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,ovata,Myrceugenia ovata regneliana,(O.Berg) Landrum,"Landrum, L.R.","Fonseca Vaz, A.M.S. da","1979","11","23",Brazil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,MBM119965,MBM119965,NA,NA,NA,"322",Parque Estadual,NA,NA,NA,NA,NA,NA,Southern America,NA,regneliana,"21048",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"247",2020-12-21 16:37:03-03,MBM,MBM,"212033",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,ovata,Myrceugenia ovata regnelliana,(Berg) Landrum,"Landrum, L.R.","Mattos, J.","1974","04","23",Brazil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,MBM212033,MBM212033,NA,NA,NA,"15798",Parque Estadual,NA,NA,NA,NA,NA,NA,Southern America,NA,regnelliana,"21048",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"248",2020-12-21 16:37:03-03,MBM,MBM,"186531",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,ovata,Myrceugenia ovata regnelliana,(Berg) Landrum,"Aguiar, O.T.","Robim, M.J.; et al.; et al.","1994","09","05",Brazil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,MBM186531,MBM186531,NA,NA,NA,"793",Parque Estadual dos Mananciais,NA,NA,NA,NA,NA,NA,Southern America,NA,regnelliana,"21048",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"281",2020-12-21 16:37:04-03,MBM,MBM,"66033",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,ovata,Myrceugenia ovata regnelliana,(Berg) Landrum,"Landrum, L.R.","Landrum, L.R.","1977","12","05",Brazil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,MBM066033,MBM066033,NA,NA,NA,"2826",NA,NA,NA,NA,NA,NA,NA,Southern America,NA,regnelliana,"21048",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"282",2020-12-21 16:37:03-03,MBM,MBM,"116678",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,ovata,Myrceugenia ovata regnelliana,(Berg) Landrum,"et al.; Vaz, A.M.F.","Barreto, R.A.A.","1981","08","18",Brazil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,MBM116678,MBM116678,NA,NA,NA,"159",Parque Estadual de Campos do Jordão,NA,NA,NA,NA,NA,NA,Southern America,NA,regnelliana,"21048",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"283",2020-12-21 16:37:03-03,MBM,MBM,"212018",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,ovata,Myrceugenia ovata regnelliana,(Berg) Landrum,"Landrum, L.R.","Mattos, J.","1966","08","26",Brazil,São Paulo,Salesópolis,-45.8400001525879,-23.5300006866455,NA,NA,MBM212018,MBM212018,NA,NA,NA,"13866",Estação Biológica de Boracéia,NA,NA,NA,NA,NA,NA,Southern America,NA,regnelliana,"18032",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"354",2019-11-13 11:26:45-03,USP,SPF,"67443",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,handroi,Eugenia handroi,(Mattos) Mattos,"Giaretta, A","Mattos, J","1966","09","30",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,SPF00067443,NA,"2016","06",NA,"13900",Paranapiacaba,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.993333,-23.245833,"359",2019-11-13 11:26:54-03,USP,SPF,"122155",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,regnelliana,Myrceugenia regnelliana,(O.Berg) D.Legrand & Kausel,"Vieira, FCS","Franciosi, ERN","1996","12","16",Brasil,São Paulo,Cunha,-44.993333,-23.245833,"-44.993333","-23.245833",SPF00122155,NA,"2019","05",NA,"18",Estação Experimental da Serra do Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49,-22,"391",2018-05-14 16:21:25-03,F,FMNH-SEEDPLANTS,V0349043F,PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,ovata,Myrceugenia ovata regnelliana,NA,RRC ID Flag,J. R. Mattos,"1966","12","17",Brazil,São Paulo,NA,-49,-22,NA,NA,V0349043F,V0349043F_01 V0349043F_02,NA,NA,NA,"14742",NA,NA,NA,NA,Spermatophyta,NA,NA,South America,NA,regnelliana,NA,NA,Dicotyledoneae,NA,NA,NA,"14742",NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"472",2019-11-01 15:05:57-03,UnB,UB,"131436",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,ovata,Myrceugenia ovata regnelliana,(O. Berg) Landrum,"Landrum, LR","Robin, MJ","1984","12","19",Brasil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,"1995",NA,NA,"6318","Parque Estadual Campos do Jordão, Instituto Florestal",NA,NA,"Flores e botões róseos.; Arbusto.",Dicotyledoneae,NA,NA,Southern America,NA,regnelliana,"21048",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5225,-22.765278,"476",2019-11-01 15:05:57-03,UnB,UB,"180031",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,regnelliana,Myrceugenia regnelliana,(O. Berg) D.Legrand & Kausel,"Meireles, LD","Carvalho-Silva, M; Aedo, C; Fernández-Alonso, JL; Amorim, PRF","2012","05","05",Brasil,São Paulo,Campos do Jordão,-45.5225,-22.765278,"-45.5225","-22.765278",NA,NA,"2017","10",NA,"1237",NA,"1875","1875","Plantas colectadas en alcohol; arbolillo 4 m; borde de camino y restos de bosque secundario",Dicotyledoneae,NA,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.439998626709,-22.8799991607666,"482",2019-10-03 10:04:16-03,UFSCar,SORO,"4337",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,regnelliana,Myrceugenia regnelliana,(O.Berg) D. Legrand & Kausel,NA,NA,"1972","11","10",Brasil,São Paulo,Botucatu,-48.439998626709,-22.8799991607666,NA,NA,NA,NA,NA,NA,NA,"1216","Mata de galeria, próxima ao aeroporto municipal, pela estrada de acesso à represa de abastecimento de água da prefeitura de Botucatu. Árvore na mata, com 6m de altura, flores brancas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40412",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
