X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,individualCount,occurrenceRemarks,infraspecificEpithet,typeStatus,recordNumber,continentOcean,country,locality,preparationType,barcode,imagecode,class,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.633333,-23.55,"8",2020-02-08 10:10:08-03,NBC,NL-BOTANY,U 0249297,PreservedSpecimen,Plantae,NA,Piperales,Piperaceae,Peperomia,hydrocotyloides,Peperomia hydrocotyloides,Miq.,NA,NA,NA,NA,Martius CFP von,NA,NA,NA,São Paulo,NA,-46.633333,-23.55,"-46.633333","-23.55",NA,<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200249297 target=other class=eLink> <mi>dwc_moreinfo</mi></a>,NA,isotype,NA,Southern America,Brazil,"St. Paul, Brasilia",NA,NL-U0249297,NL-U0249297,Magnoliopsidae,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.82382,-22.77823,"9",2020-11-04 12:15:41-03,ESALQ,ESA,"133158",PreservedSpecimen,Plantae,NA,NA,Piperaceae,Peperomia,hydrocotyloides,Peperomia hydrocotyloides,Miq.,"Colletta, G.D.","2015","07","08","Scatigna, A.V.; Correa, L. S.; Cota, M. M. T.; Gissi, D. S.; Ivanauskas, N. M.; Silva, D. M.","2015","07","08",São Paulo,Piracicaba,-47.82382,-22.77823,"-47.82382","-22.77823",NA,Erva geófita. Folhas discolores com estias escuras nas nervuras.,NA,NA,"990.0",NA,Brasil,Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual Aluvial. Barranco do leito do córrego.,NA,ESA133158,NA,NA,"538","538",NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"33",2019-11-13 11:28:19-03,USP,SPF,"13028",PreservedSpecimen,Plantae,NA,NA,Piperaceae,Peperomia,hydrocotyloides,Peperomia hydrocotyloides setosa,Yunck.,"Callejas, R","1984","01",NA,"Hoehne, W","1947","11","20",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,setosa,NA,s.n.,NA,Brasil,Alto da Lapa.,NA,SPF00013028,SPF00013028,NA,NA,NA,"53584",auto,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"36",2019-11-01 15:07:51-03,UnB,UB,"113516",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Piperaceae,Peperomia,hydrocotyloides,Peperomia hydrocotyloides,Miq.,"Gonçalves, EG","2000","10",NA,"Gonçalves, EG; Salviani, ER","2000","10","27",São Paulo,Itirapina,-47.8199996948242,-22.25,NA,NA,NA,"Folhas discolores.; Erva; Floresta de galeria e semidecidual.",NA,NA,"593",Southern America,Brasil,Cachoeira do Saltão,NA,NA,NA,NA,NA,NA,"22843",auto,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"38",2019-11-21 10:14:15-03,IBt,SP,"12586",S,Plantae,NA,NA,Piperaceae,Peperomia,hydrocotyloides,Peperomia hydrocotyloides,Miq.,"Yuncker, TG","1961",NA,NA,"Edwall, G",NA,NA,NA,São Paulo,Caraguatatuba,-45.4099998474121,-23.6200008392334,NA,NA,NA,NA,NA,NA,s.n.,NA,Brasil,Rio Juqueriquerê.,NA,SP010997,SP010997,NA,NA,NA,"30093",auto,"35",São Paulo,SP,Sudeste
-47.2900009155273,-23.2600002288818,"39",2019-11-21 10:14:15-03,IBt,SP,"12909",S,Plantae,NA,NA,Piperaceae,Peperomia,hydrocotyloides,Peperomia hydrocotyloides setosa,Yunck.,"Yuncker, TG","1961",NA,NA,"Hoehne, FC","1924","12","04",São Paulo,Itú,-47.2900009155273,-23.2600002288818,NA,NA,NA,"Planta da mata crescendo sobre pedra; inflorescência alva",setosa,Isotype,s.n.,NA,Brasil,mata do Governo,NA,SP001469,SP001469,NA,NA,NA,"22309",auto,"35",São Paulo,SP,Sudeste
