X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,infraspecificEpithet,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,relatedCatalogItem,typeStatus,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.142,-22.242,"1",2021-03-15 16:37:00-03,NY,NYBG,"02448576",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Bromeliaceae,Dyckia,linearifolia,Dyckia linearifolia,Baker,G. Eiten,"2398","1960","09","23",South America,Brazil,São Paulo,Moji-Guaçu,"Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. 3.4 km. NNW of Padua Sales (About 27 km. NW of city of Moji-Mirim.)",-47.142,-22.242,"575","625",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2635085' target='other'> <mi>dwc_moreinfo</mi></a>,NY02448576,NY02448576_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"2",2016-09-28 15:35:00-03,NY,NYBG,"376544",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Bromeliaceae,Dyckia,tuberosa,Dyckia tuberosa,NA,F. C. Hoehne,"2515","1918","10","19",South America,Brazil,São Paulo,Sao Paulo,Ipiranga,-46.63,-23.5403,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=164016' target='other'> <mi>dwc_moreinfo</mi></a>,NY00376544,NY00376544_01,R. C. Forzza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.88,-23.1703,"5",2021-03-15 16:37:00-03,NY,NYBG,"376545",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Bromeliaceae,Dyckia,tuberosa,Dyckia tuberosa,(Vell.) Beer,I. Mimura,"556","1962","09","12",South America,Brazil,São Paulo,Sao José dos Campos,"6,8-7,2 km ao SSE em linha reta da praça principal de Sao Jose dos Campos. Dentro de 100 m ao oeste da estrada para Paraibuna",-45.88,-23.1703,"635","635",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=164012' target='other'> <mi>dwc_moreinfo</mi></a>,NY00376545,NY00376545_01,G. Eiten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.375,-22.866667,"9",2021-02-08 11:07:46-03,UNESP-IBB,BOTU,"1121",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Dyckia,linearifolia,Dyckia linearifolia,Baker,"Souza, E.L.","13","1972","09","19",NA,Brasil,São Paulo,Botucatu,NA,-48.375,-22.866667,NA,NA,NA,"Flores vermelhas, presença de bulbo, foi encontrada no bulbo muitas formigas",BOTU001121,NA,"Souza, E.L.",NA,"1972","10","25",48°22'30w,22°52's,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.375,-22.875,"10",2021-02-08 11:07:46-03,UNESP-IBB,BOTU,"1131",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Dyckia,linearifolia,Dyckia linearifolia,Baker,"Doi, T.",NA,"1972","09","09",NA,Brasil,São Paulo,Botucatu,NA,-48.375,-22.875,NA,NA,NA,NA,BOTU001131,NA,"Forzze, R.C.",NA,"1998","03",NA,48°22'30w,22°52'30s,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5,-22.916667,"11",2021-02-08 11:07:46-03,UNESP-IBB,BOTU,"17724",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Dyckia,linearifolia,Dyckia linearifolia,Baker,"Ono, E.O.","7","1989","09","20",NA,Brasil,São Paulo,Botucatu,NA,-48.5,-22.916667,NA,NA,NA,Flores alaranjadas,BOTU017724,NA,NA,NA,NA,NA,NA,48°30'w,22°55's,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5,-22.916667,"12",2021-02-08 11:07:46-03,UNESP-IBB,BOTU,"17511",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Dyckia,linearifolia,Dyckia linearifolia,Baker,"Carmelo, S.M.","7","1989","09","20",NA,Brasil,São Paulo,Botucatu,NA,-48.5,-22.916667,NA,NA,NA,Flores alaranjadas,BOTU017511,NA,NA,NA,NA,NA,NA,48°30'w,22°55's,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.375,-22.875,"13",2021-02-08 11:07:46-03,UNESP-IBB,BOTU,"1135",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Dyckia,linearifolia,Dyckia linearifolia,Baker,"Souza, E.L.","13","1972","09","19",NA,Brasil,São Paulo,Botucatu,NA,-48.375,-22.875,NA,NA,NA,"Flores vermelhas, presença de bulbo, foi encontrado também no bulbo muitas formigas",BOTU001135,NA,"Souza, E.L.",NA,"1972","10","25",48°22'30w,22°52'30s,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.375,-22.875,"14",2021-02-08 11:07:46-03,UNESP-IBB,BOTU,"1138",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Dyckia,linearifolia,Dyckia linearifolia,Baker,"Jaquetti Jr., J.","54","1972","09","19",NA,Brasil,São Paulo,Botucatu,NA,-48.375,-22.875,NA,NA,NA,"Flores vermelhas, presença de formigas no bulbo",BOTU001138,NA,"Amaral Jr., A.",NA,"1972","11","19",48°22'30w,22°52'30s,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.705178,-23.343414,"21",2019-12-12 15:31:38-03,UFABC,HUFABC,"002048",PreservedSpecimen,Plantae,Angiospermas,NA,Bromeliaceae,Dyckia,tuberosa,Dyckia tuberosa,(Vell.) Beer,"Keller V.C.; Sérgio Tadeu Meirelles","339","2018","10","02",NA,Brasil,São Paulo,Franco da Rocha,"Parque Estadual do Juquery, Campo nativo no lado esquerdo da estrada próximo à bifurcação após a torre de observação do setor B",-46.705178,-23.343414,NA,NA,NA,Erva,HUFABC002048,NA,NA,NA,NA,NA,NA,"-46.705178","-23.343414",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
