X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,locality,recordNumber,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,infraspecificEpithet,class,relatedCatalogItem,relationshipType,typeStatus,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"71",2020-01-20 14:40:42-03,UPM,MACK,"1498",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,O. T. Aguiar,M. Fascina,"2011","07","06",Brasil,SP,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,NA,"Colônia Umuarama, trilha da samanbaia.floresta ombrófila mista",A241,NA,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"72",2020-01-20 14:40:42-03,UPM,MACK,"1499",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,O. Aguiar,M. Fascina,"2011","07","06",Brasil,SP,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,NA,"Colônia Umuarama, trilha da samanbaia.floresta ombrófila mista",A155,NA,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"73",2020-01-20 14:40:42-03,UPM,MACK,"1500",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,O. Aguiar,M. Fascina,"2011","07","06",Brasil,SP,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,NA,"Colônia Umuarama, trilha da samanbaia.floresta ombrófila mista",A164,NA,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"74",2020-01-20 14:40:42-03,UPM,MACK,"1501",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,O. Aguiar,M. Fascina,"2011","07","06",Brasil,SP,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,NA,"Colônia Umuarama, trilha da samanbaia.floresta ombrófila mista",A99,NA,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"75",2020-01-20 14:40:42-03,UPM,MACK,"902",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,M. Snchez,M. Sanchez,"1996","11","26",Brasil,SP,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,NA,Parque Estadual da Serra do Mar.,"856",NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5800018310547,-23.3099994659424,"76",2019-12-04 15:25:29-03,PUCPR,HUCP,"18558",S,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,Dc.,"Selusniaki, M","Selusniaki, M","2006",NA,NA,Brasil,São Paulo,Mairiporã,-46.5800018310547,-23.3099994659424,NA,NA,HUCP00015232,HUCP00015232,NA,NA,NA,Mato Dentro,"815",NA,NA,NA,NA,NA,NA,Eudicotiledonea,NA,"15840",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.133333,-24.316667,"99",2019-10-09 11:21:02-03,UFBA,ALCB,"035201",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Santos, MF dos","Souza, VC; Sakuragi, CM; Souza, JP; Sanches, CD; Wongtschowski, M; Scalon, VR; Farah, FT","1995","08","19",Brasil,São Paulo,Bonsucesso de Itararé,-49.133333,-24.316667,"-49.133333","-24.316667",ALCB057534,NA,"2012","02",NA,estrada entre Bom Sucesso de Itararé e Lagedinho. Ca. 5-10 km de Bom Sucesso de Itararé,"8892",NA,NA,"ca. 2 m alt. Frutos imaturos verdes.; beira de mata.",Southern America,NA,NA,Dicotyledon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.9000015258789,-21.1800003051758,"104",2019-10-09 11:21:02-03,UFBA,ALCB,"06782",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,widgreniana,Calyptranthes widgreniana,O. Berg,"Lourenço, AR","Mendes, OT","1938","11","09",Brasil,São Paulo,Pindorama,-48.9000015258789,-21.1800003051758,NA,NA,ALCB008764,ALCB008764,"2015","02","06",Propriedade Ricieri Zirondi,"4654",NA,NA,NA,Southern America,NA,NA,Dicotyledon,NA,"14884",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"148",2020-11-04 10:56:23-03,ESALQ,ESA,"135793",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,C.P. Callari,C.P. Caliari,"2009","07","10",Brasil,São Paulo,Iguape,-47.5499992370605,-24.7000007629395,NA,NA,ESA135793,NA,NA,NA,NA,NA,"2560.0",NA,NA,NA,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7099990844727,-22.4300003051758,"149",2020-11-04 11:14:21-03,ESALQ,ESA,"6495",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Rodrigues, R.R.","Rodrigues, R.R. ; Zandoval, J.A.","1988","10","07",Brasil,São Paulo,Ipeúna,-47.7099990844727,-22.4300003051758,NA,NA,ESA006495,ESA006495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"12906",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"150",2020-11-04 11:14:21-03,ESALQ,ESA,"22554",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Kawasaki, M.L.","Barreto, K.D. et al.","1994","11","22",Brasil,São Paulo,Itararé,-49.3400001525879,-24.1100006103516,NA,NA,ESA022554,ESA022554,NA,NA,NA,NA,"3225.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.9000015258789,-21.1800003051758,"151",2020-11-04 11:14:21-03,ESALQ,ESA,"2662",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Kawasaki, M.L.","Mendes, O.T.","1938","11","09",Brasil,São Paulo,Pindorama,-48.9000015258789,-21.1800003051758,NA,NA,ESA002662,ESA002662,NA,NA,NA,NA,"4654.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"14884",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"152",2020-11-04 11:14:21-03,ESALQ,ESA,"14667",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Kawasaki, M.L.","Pereira, D.L.","1986","09","10",Brasil,São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,ESA014667,ESA014667,NA,NA,NA,NA,"31.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"153",2020-11-04 11:14:21-03,ESALQ,ESA,"14670",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Kawasaki, M.L.","Pereira, D.L.","1986","10","07",Brasil,São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,ESA014670,ESA014670,NA,NA,NA,NA,"34.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"154",2020-11-04 11:14:21-03,ESALQ,ESA,"14663",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Kawasaki, M.L.","Pereira, D.L.","1986","10","07",Brasil,São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,ESA014663,ESA014663,NA,NA,NA,NA,"27.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"155",2020-11-04 11:14:21-03,ESALQ,ESA,"3546",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,NA,NA,"Catharino, E.L.M.","1985","04","10",Brasil,São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,ESA003546,ESA003546,NA,NA,NA,NA,"284.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"156",2020-11-04 11:14:21-03,ESALQ,ESA,"14637",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Kawasaki, M.L.","Pereira, D.L.","1986","10","07",Brasil,São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,ESA014637,ESA014637,NA,NA,NA,NA,"1.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"157",2020-11-04 11:14:21-03,ESALQ,ESA,"4335",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Catharino, E.L.M.","Catharino, E.L.M.","1985","09","05",Brasil,São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,ESA004335,ESA004335,NA,NA,NA,NA,"385.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8499984741211,-20.5799999237061,"158",2020-11-04 11:14:21-03,ESALQ,ESA,"119372",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,NA,"Farah, F.T.","Farah, F.T. ; Vieira, D.M.","2004","06","22",Brasil,São Paulo,São Joaquim da Barra,-47.8499984741211,-20.5799999237061,NA,NA,ESA119372,NA,"2004",NA,NA,NA,"2426.0",NA,NA,Árvore,NA,NA,NA,Magnoliophyta,NA,"29681",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"159",2020-11-04 11:14:21-03,ESALQ,ESA,"118276",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,NA,"Kawasaki, M.L.","Rodrigues, M.E.F.","1995","12","01",Brasil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,ESA118276,NA,"1997",NA,NA,NA,"577.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.2900009155273,-21.2000007629395,"160",2020-11-04 11:14:21-03,ESALQ,ESA,"88204",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,NA,"Viani, R.A.G. et al.","2002","09","21",Brasil,São Paulo,Urupês,-49.2900009155273,-21.2000007629395,NA,NA,ESA088204,ESA088204,NA,NA,NA,NA,"237.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"14655",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"161",2020-11-04 11:14:21-03,ESALQ,ESA,"75223",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Mazine, F.F. & Souza, V.C.","Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","2001","04","10",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,ESA075223,ESA075223,NA,NA,NA,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. 800 m.s.m. Floresta de neblina com campo adjacente.","566.0",NA,NA,"Arbusto, ca. 1 m alt.; frutos negros, lustrosos. Campo.",NA,NA,NA,Magnoliophyta,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"162",2020-11-04 11:14:21-03,ESALQ,ESA,"75254",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Mazine, F.F. & Souza, V.C.","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2001","04","11",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,ESA075254,ESA075254,NA,NA,NA,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente.","70.0",NA,NA,"Arbusto, 2m alt. Frutos arroxeados. Campo.",NA,NA,NA,Magnoliophyta,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"163",2020-11-04 11:14:21-03,ESALQ,ESA,"123710",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,NA,"Ivanauskas, N.M.","Colletta, G.D. ; Ferreira, M.A.P.","2013","05","01",Brasil,São Paulo,Tapiraí,-47.5,-23.9599990844727,NA,NA,ESA123710,NA,"2013","05","01","Reserva Particular da Votorantim (CBA), UHE Fumaça, trilha do Chagas.","1098.0",NA,NA,"Árvore, 9m",NA,NA,NA,Magnoliophyta,NA,"41034",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.2800006866455,"178",2020-11-04 11:14:21-03,ESALQ,ESA,"35102",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Kawasaki, M.L.","Cezare, C.H.",NA,NA,NA,Brasil,São Paulo,Brotas,-48.1199989318848,-22.2800006866455,NA,NA,ESA035102,ESA035102,NA,NA,NA,NA,"27.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"26585",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5900001525879,-23.7900009155273,"179",2020-11-04 11:14:21-03,ESALQ,ESA,"27259",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Kawasaki, M.L.","Souza, V.C. et al.","1996","01","27",Brasil,São Paulo,Buri,-48.5900001525879,-23.7900009155273,NA,NA,ESA027259,ESA027259,NA,NA,NA,NA,"10717.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"28249",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"180",2020-11-04 10:56:23-03,ESALQ,ESA,"135210",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC,C.P. Caliari,C.P. Caliari,"2009","03","18",Brasil,São Paulo,Cananéia,-47.9199981689453,-25.0100002288818,NA,NA,ESA135210,NA,NA,NA,NA,NA,"2112.0",NA,NA,NA,NA,NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3400001525879,-24,"181",2020-11-04 11:14:21-03,ESALQ,ESA,"87093",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,NA,"Barreto, K.D.; Rolim, S. ; Souza, G.","1996","10","01",Brasil,São Paulo,Capão Bonito,-48.3400001525879,-24,NA,NA,ESA087093,ESA087093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"39505",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3400001525879,-24,"182",2020-11-04 11:14:21-03,ESALQ,ESA,"103786",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Lima, D.F.","Forzza, R.C.","2007","10","23",Brasil,São Paulo,Capão Bonito,-48.3400001525879,-24,NA,NA,ESA103786,ESA103786,"2016",NA,NA,NA,"4736.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"39505",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.4599990844727,"183",2020-11-04 11:14:21-03,ESALQ,ESA,"5658",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Gandolfi, S.","Gandolfi, S. et al.","1984","01","01",Brasil,São Paulo,Guarulhos,-46.5299987792969,-23.4599990844727,NA,NA,ESA005658,ESA005658,NA,NA,NA,NA,"2722.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"26398",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.4599990844727,"184",2020-11-04 11:14:21-03,ESALQ,ESA,"5657",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Gandolfi, S.","Gandolfi, S. et al.","1984","01","01",Brasil,São Paulo,Guarulhos,-46.5299987792969,-23.4599990844727,NA,NA,ESA005657,NA,NA,NA,NA,NA,"12947.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"26398",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"185",2020-11-04 11:14:21-03,ESALQ,ESA,"4715",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Mazine, F.F.","Catharino, E.L.M.","1986","01","24",Brasil,São Paulo,Iguape,-47.5499992370605,-24.7000007629395,NA,NA,ESA004715,ESA004715,NA,NA,NA,NA,"654.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"186",2020-11-04 10:56:23-03,ESALQ,ESA,"135787",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,C.P. Callari,C.P. Caliari,"2009","12","09",Brasil,São Paulo,Iguape,-47.5499992370605,-24.7000007629395,NA,NA,ESA135787,NA,NA,NA,NA,NA,"2746.0",NA,NA,NA,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7099990844727,-22.4300003051758,"187",2020-11-04 11:14:21-03,ESALQ,ESA,"6497",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Rodrigues, R.R.","Rodrigues, R.R. ; Zandoval, J.A.","1989","01","10",Brasil,São Paulo,Ipeúna,-47.7099990844727,-22.4300003051758,NA,NA,ESA006497,ESA006497,NA,NA,NA,NA,"1295.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"12906",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
