X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,infraspecificEpithet,class,individualCount,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"30",2020-01-20 14:40:31-03,UPM,MACK,"2108",PreservedSpecimen,Plantae,NA,NA,Iridaceae,Gelasine,coerulea,Gelasine coerulea,(Vell.) Ravenna,T. Mortale,T. A. B. Mortale,"9","2012","12","01",NA,Brasil,SP,Campos do Jordão,Trilha Cajará,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"37",2020-11-04 11:11:24-03,ESALQ,ESA,"12004",PreservedSpecimen,Plantae,Magnoliophyta,NA,Iridaceae,Gelasine,coerulea,Gelasine coerulea,NA,"Oliveira, P.N.","Souza, V.C. et al.","4312.0","1993","09","09",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA012004,ESA012004,"27729",auto,"2014","08","17",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"38",2020-11-04 11:11:24-03,ESALQ,ESA,"121473",PreservedSpecimen,Plantae,Magnoliophyta,NA,Iridaceae,Gelasine,coerulea,Gelasine coerulea,NA,"Oliveira, P.N.","Souza, V.C.","33209.0","2008","09","01",NA,Brasil,São Paulo,Itararé,Beira da estrada Itararé - Bom Sucesso de Itararé. Fazenda Santa Maria do Espinho e Saco Grande. Campo natural.,-49.3400001525879,-24.1100006103516,NA,NA,NA,"Erva, 50-60 cm alt.; flores azuis.",ESA121473,ESA121473_1 ESA121473_2,"27729",auto,"2014","08","17",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"53",2019-10-18 16:49:47-03,IAP,PACA-AGP,"27784",PreservedSpecimen,Plantae,Magnoliophyta,Liliales,Iridaceae,Sphenostigma,sellowianum,Sphenostigma sellowianum,(Klatt) Baker,Ravenna,Friderichs,NA,"1944","01",NA,NA,Brasil,SP,Campos do Jordão,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,Fl.deciso Habitat: Culta,PACA027784,NA,"21048",auto,"1965",NA,NA,NA,NA,NA,Liliatae,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"131",2017-11-24 14:11:01-02,UFLA,ESAL,"1248",S,Plantae,NA,NA,Iridaceae,Alophia,sellowiana,Alophia sellowiana,Klatt,F. C. Hoehne,"Hoehne, FC","581",NA,NA,NA,NA,Brasil,São Paulo,São Paulo,Instituto Butantã,-46.6300010681152,-23.5400009155273,NA,NA,NA,"; ; ;",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.765556,-23.472222,"154",2021-03-15 18:27:25-03,USP,SPF,"220283",PreservedSpecimen,Plantae,NA,NA,Iridaceae,Gelasine,coerulea,Gelasine coerulea,(Vell.) Ravenna,"Lovo, J; Beraldo, K","Beraldo, K","27","2013","09","27",NA,Brasil,São Paulo,São Paulo,"Parque Estadual do Jaraguá, Região mais alta do Parque. Trilha do Pai Zé.",-46.765556,-23.472222,"1022","1022",NA,"Erva ca. 50 cm alt., rara. Bulbo de cor castanha, flor azulada.; Campo",SPF00220283,NA,NA,NA,"2014","01",NA,"-46.765556","-23.472222",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.070556,-22.075,"177",2021-03-04 15:42:02-03,IF,SPSF,"40462",PreservedSpecimen,Plantae,Magnoliophyta,Liliales,Iridaceae,Alophia,coerulea,Alophia coerulea,(Vell.) Chukr,J.B.Baitello,J.B.Baitello & R.Cielo-Filho & C.R.Lima,"2150","2008","08","26",América do Sul,Brasil,SP,Itapeva,Estação Ecológica,-49.070556,-22.075,NA,NA,NA,"COLETA: Erva, flor lilás.;",NA,NA,NA,NA,"2010","03","17",NA,NA,NA,Liliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"178",2021-03-04 15:42:02-03,IF,SPSF,"16014",PreservedSpecimen,Plantae,Magnoliophyta,Liliales,Iridaceae,Alophia,coerulea,Alophia coerulea,NA,NA,S.Xavier,"333","1993","01","15",América do Sul,Brasil,SP,Campos do Jordão,P.E. de Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo&nf;;",NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,Liliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-46.7200012207031,-23.3199996948242,"179",2021-03-04 15:42:02-03,IF,SPSF,"30873",PreservedSpecimen,Plantae,Magnoliophyta,Liliales,Iridaceae,Gelasine,coerulea,Gelasine coerulea,NA,NA,J.B.Baitello & F.S.Peres,"1404","2003","01","09",América do Sul,Brasil,SP,Franco da Rocha,P.E.Juqueri,-46.7200012207031,-23.3199996948242,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo limpo, 86 dias apos queimada&nf;;",NA,NA,"12135",auto,NA,NA,NA,NA,NA,NA,Liliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-46.7200012207031,-23.3199996948242,"180",2021-03-04 15:42:02-03,IF,SPSF,"30793",PreservedSpecimen,Plantae,Magnoliophyta,Liliales,Iridaceae,Gelasine,coerulea,Gelasine coerulea,NA,NA,J.B.Baitello,"1377","2003","01","03",América do Sul,Brasil,SP,Franco da Rocha,P.E.Juqueri,-46.7200012207031,-23.3199996948242,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo limpo apos queimada&nf;;",NA,NA,"12135",auto,NA,NA,NA,NA,NA,NA,Liliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-46.7200012207031,-23.3199996948242,"181",2021-03-04 15:42:02-03,IF,SPSF,"30738",PreservedSpecimen,Plantae,Magnoliophyta,Liliales,Iridaceae,Gelasine,coerulea,Gelasine coerulea,NA,NA,J.B.Baitello,"1323","2002","12","20",América do Sul,Brasil,SP,Franco da Rocha,P.E.Juqueri,-46.7200012207031,-23.3199996948242,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo limpo apos queimada&nf;;",NA,NA,"12135",auto,NA,NA,NA,NA,NA,NA,Liliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-48.5099983215332,-22.1299991607666,"203",2019-11-21 10:07:07-03,IBt,SP,"12533",S,Plantae,NA,NA,Iridaceae,Alophia,coerulea,Alophia coerulea,(Vell.) Chukr,"Chukr, NS","Loefgren, A; Edwall, G",CGG2428,"1894","04","14",NA,Brasil,São Paulo,Bocaina,Invernada Pinhal,-48.5099983215332,-22.1299991607666,NA,NA,NA,NA,SP009320,SP009320,"18396",auto,"2003",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"204",2021-01-07 09:34:03-03,IBt,SP,"453937",S,Plantae,NA,NA,Iridaceae,Alophia,coerulea,Alophia coerulea,(Vell.) Chukr,NA,"Souza, VC","4312","1993","09",NA,NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"205",2019-11-21 10:07:07-03,IBt,SP,"12539",S,Plantae,NA,NA,Iridaceae,Alophia,sellowiana,Alophia sellowiana,Klatt,"Chukr, NS","Brade, AC",s.n.,"1915","04","04",NA,Brasil,São Paulo,Jundiaí,NA,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,NA,NA,"17840",auto,"2012","06",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"206",2021-02-18 08:31:00-03,IBt,SP,"578",S,Plantae,NA,NA,Iridaceae,Alophia,sellowiana,Alophia sellowiana,Klatt,NA,s.col.,s.n.,"1917","09","22",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"207",2021-02-18 08:31:00-03,IBt,SP,"581",S,Plantae,NA,NA,Iridaceae,Alophia,sellowiana,Alophia sellowiana,Klatt,NA,"Hoehne, FC",s.n.,"1917","09","25",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
