X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,continentOcean,preparationType,previousCatalogNumber,phylum,order,infraspecificEpithet,coordinatePrecision,geoFlag,class,relationshipType,relatedCatalogItem,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"17",2020-01-20 14:40:43-03,UPM,MACK,"1493",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha,(Kiaersk.) Landrum,O. Aguiar,M. Fascina,"249","2011","07","05",Brasil,SP,Campos do Jordão,"Colônia Umuarama, trilha da samanbaia.floresta ombrófila mista",-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"18",2020-01-20 14:40:43-03,UPM,MACK,"1494",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha,(Kiaersk.) Landrum,O. Aguiar,M. Fascina,A181,"2011","07","05",Brasil,SP,Campos do Jordão,"Colônia Umuarama, trilha da samanbaia.floresta ombrófila mista",-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"24",2020-11-04 11:14:49-03,ESALQ,ESA,"52034",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha,(Kiaersk.) Landrum,NA,"Lima, R.A.F.","468.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,NA,"400","400",em clareira,ESA052034,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"25",2020-11-04 11:14:49-03,ESALQ,ESA,"109779",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30196.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109779,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"26",2020-11-04 11:14:49-03,ESALQ,ESA,"109780",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30197.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109780,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"28",2020-11-04 11:14:49-03,ESALQ,ESA,"104488",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha,NA,"Aguiar, O.T.","Aguiar, O.T.","1095.0","2002","03","12",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,NA,ESA104488,NA,"2002","03","17",NA,NA,NA,Magnoliophyta,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"29",2020-11-04 11:14:49-03,ESALQ,ESA,"109419",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha,NA,NA,"Duarte, A.R.","540.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109419,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8800010681152,-23.1700000762939,"37",2020-12-20 21:18:38-03,UFV,VIC,"11209",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha,(Kiaersk.) D.Legrand & Kausel,NA,"Silva, A.F. da","1589","1987","12","14",Brasil,São Paulo,São José dos Campos,Flora da reserva florestal Boa Vista,-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,"Árvore de 5 m, casca rosada, lenho creme, botões florais ferruginosos.",VIC011209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39297",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.55,-24.7167,"43",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0043414,PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha pilotantha,(Kiaersk),"M.L. Kawasaki, 1993.","L. Rossi; I. Cordeiro, E.L.M. Catharino.","603","1990","5","16",Brazil,Sao Paulo,Iguape,Trilha do alojamento do IBAMA ate o pocinho do Rio Verde.,-47.55,-24.7167,NA,NA,NA,NA,"Coor from www.fallingrain.com/world; Arvoreta ca. 3.0m alto; botoes ferrugineos, petalas e estames alvos.",NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,Myrtales,pilotantha,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.55,-24.7167,"44",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0060702,PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha,(Kiaersk.) Landrum,"M.L. Kawasaki, 1995","E. A. Anunciacao; M. Sugiyama, E. L. Silva","562","1994","5","18",Brazil,Sao Paulo,Iguape,Trilha para o alto da Cachoeira do Salto.,-47.55,-24.7167,NA,NA,NA,NA,"Coor from www.fallingrain.com/world; Arvoreta ca. 4m alto, botoes ferrugineos; flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
