X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,class,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,year,month,day,continentOcean,country,locality,occurrenceRemarks,barcode,imagecode,phylum,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordNumber,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,individualCount,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,preparationType,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.9599990844727,-23.0699996948242,"3",2020-11-04 12:17:55-03,ESALQ,ESA,"34238",PreservedSpecimen,Plantae,NA,NA,Passifloraceae,Passiflora,elegans,Passiflora elegans,NA,"Bertoncini, A.P. et al.","1996","12","11",NA,Brasil,NA,NA,ESA034238,ESA034238,Magnoliophyta,"Bernacci, L.C.","2003",NA,NA,"709.0",São Paulo,Cunha,-44.9599990844727,-23.0699996948242,"38855",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.29,-22.77,"6",2015-07-02 14:03:37-03,JBP,HPL,"6478",S,Plantae,NA,NA,Passifloraceae,Passiflora,elegans,Passiflora elegans,NA,H. Lorenzi,"2006","10","03",NA,Brasil,Coletado e cultivado no Instituto Plantarum.,NA,NA,NA,NA,H. Lorenzi,"2006","10","03","6178",SP,Nova Odessa,-47.29,-22.77,"8440",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-22.7700004577637,"24",2021-03-01 16:37:35-03,UNICAMP,UEC,"184012",S,Plantae,NA,NA,Passifloraceae,Passiflora,elegans,Passiflora elegans,Mast.,"Lorenzi, H","2006","10","03",NA,Brazil,Coletado e cultivado no instituto Plantarum.,"Trepadeira, de folhagem densa, flores brancas com corona rósea (Suave perfume)",UEC107695,UEC107695,Magnoliopsida,"Lorenzi, H","2006","10","03","6178",São Paulo,Nova Odessa,-47.2900009155273,-22.7700004577637,"8440",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.0608,-22.9056,"92",2020-04-07 16:32:23-03,IAC,IAC,"38736",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,elegans,Passiflora elegans,Mast.,L.C. Bernacci,"1999","09","15",NA,Brasil,"IAC, Avenida Barão de Itapura, estufa da Botânica, banco de gernoplasma (BaG) de maracujazeiros. Procedente de Picinguaba (Ubatuba - SP)",Base da corona estriada de branco e vinho e apice com azul. Procedente de Picinguaba - Ubatuba (SP),NA,NA,NA,L.C. Bernacci,"2001","12","14","2811",São Paulo,Campinas,-47.0608,-22.9056,NA,NA,"-47.0608","-22.9056",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"93",2020-04-07 16:32:23-03,IAC,IAC,"41499",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,elegans,Passiflora elegans,Mast.,L.C. Bernacci,"2001","04","12",NA,Brasil,Instituto Plantarum. Parcela 2.151. Procedente de Lima Duarte (MG),Precedente de Lima Duarte(MG),NA,NA,NA,L.C. Bernacci & C.F. Nardin,"2017","11","21","3148",São Paulo,Nova Odessa,-47.2958,-22.7775,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.0608,-22.9056,"94",2020-04-07 16:32:23-03,IAC,IAC,"41794",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,elegans,Passiflora elegans,Mast.,L.C. Bernacci,"2001","09","27",NA,Brasil,"IAC, Avenida Barão de Itapura, estufa, banco de germoplasma (BaG) de maracujazeiros. Procedente do Guarujá - SP",NA,NA,NA,NA,L.C. Bernacci,"2001","12","14","3246",São Paulo,Campinas,-47.0608,-22.9056,NA,NA,"-47.0608","-22.9056",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.0608,-22.9056,"95",2020-04-07 16:32:23-03,IAC,IAC,"41806",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,elegans,Passiflora elegans,Mast.,L.C. Bernacci,"2001","09","24",NA,Brasil,"IAC, Avenida Barão de Itapura, estufa, banco de germoplasma (BaG) de maracujazeiros. Procedente do Guarujá - SP",Procedente do Guarujá (SP),NA,NA,NA,L.C. Bernacci,"2001","12","14","3258",São Paulo,Campinas,-47.0608,-22.9056,NA,NA,"-47.0608","-22.9056",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"96",2019-01-25 15:35:44-02,IAC,IAC,"42096",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,elegans,Passiflora elegans,Mast.,L.C. Bernacci,"2001","12","27",NA,Brasil,Instituto Plantarum. Parcela 2.151. Procedente de Lima Duarte (MG),NA,NA,NA,NA,L.C. Bernacci,"2001","12","27","3280",São Paulo,Nova Odessa,-47.2958,-22.7775,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"97",2020-04-07 16:32:23-03,IAC,IAC,"48057",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,elegans,Passiflora elegans,Mast.,L.C. Bernacci,"2006","11","27",NA,Brasil,Instituto Plantarum,"procedente de Caçapava do Sul(RS), parcela 3.053",NA,NA,NA,L.C. Bernacci,"2006","11","27","4308",São Paulo,Nova Odessa,-47.2958,-22.7775,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"98",2020-04-07 16:32:23-03,IAC,IAC,"52787",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,elegans,Passiflora elegans,Mast.,L.C. Bernacci,"2007","10","05",NA,Brasil,Instituto Plantarum,"Parcela 3.053, procedente de Caçapava do Sul. Em cultivo (coleção)",NA,NA,NA,L.C. Bernacci,"2007","10","05","4662",São Paulo,Nova Odessa,-47.2958,-22.7775,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
