X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,fieldNumber,typeStatus,yearIdentified,class,monthIdentified,dayIdentified,minimumElevationInMeters,maximumElevationInMeters,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.5497,-24.7003,"1",2021-03-15 16:37:00-03,NY,NYBG,"01096331",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrcia,stictophylla,Myrcia stictophylla,(O.Berg) N.Silveira,M. L. Kawasaki,I. Cordeiro,"765","1990","12","11",South America,Brazil,São Paulo,Iguape,"Iguape, Estaçao Ecológica Juréia-Itatins, Serra da Juréia, trilha para o Pocinho",-47.5497,-24.7003,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1236361' target='other'> <mi>dwc_moreinfo</mi></a>,NY01096331,NY01096331_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.931944,-24.885278,"2",2021-03-01 16:36:48-03,UNICAMP,UEC,NA,S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,stictophylla,Myrcia stictophylla,(Berg) N.Silveira,"Sobral, M","Urbanetz, C","303","2004","01","16",NA,Brazil,São Paulo,Cananéia,"Km31 da rodovia SP226, Fazenda Folha Larga.",-47.931944,-24.885278,NA,"Árvore de 35m.&nf;; Floresta Ombrófila Densa.",NA,NA,"-47.931944","-24.885278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.931944,-24.885278,"3",2021-03-01 16:36:48-03,UNICAMP,UEC,"149923",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,stictophylla,Myrcia stictophylla,(Berg) N.Silveira,"Sobral, M","Urbanetz, C","303","2004","01","16",NA,Brazil,São Paulo,Cananéia,"Km31 da rodovia SP226, Fazenda Folha Larga.",-47.931944,-24.885278,NA,"Árvore de 35m.&nf;; Floresta Ombrófila Densa.",UEC020538,UEC020538,"-47.931944","-24.885278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"4",2021-03-01 16:36:48-03,UNICAMP,UEC,"133968",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,stictophylla,Myrcia stictophylla,(Berg) N.Silveira,"Sobral, M","Urbanetz, C; Lelo; Domingos","176","2003","10","28",NA,Brazil,São Paulo,Cananéia,"Fazenda Folha Larga, Trilha do Mirante",-47.9199981689453,-25.0100002288818,NA,"Árvore de 35m, com tronco avermelhado.",UEC020535,UEC020535,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"8",2020-12-11 11:39:33-03,UFMG,BHCB,"109999",PreservedSpecimen,Plantae,Dicotyledon,NA,Myrtaceae,Myrcia,stictophylla,Myrcia stictophylla,(O.Berg) N.Silveira,NA,"Urbanetz, C; Lelo; Domingos","176","2003","10","28",Southern America,Brasil,São Paulo,Cananeia,"Fazenda Folha Larga, Trilha do Mirante.",-47.9199981689453,-25.0100002288818,NA,"Árvoe de 35m, com tronco avermelhado.",BHCB013603,BHCB013603,NA,NA,"37574",auto,NA,NA,"2007",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"10",2019-11-13 11:27:13-03,USP,SPF,"223168",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,stictophylla,Myrcia stictophylla,(O.Berg) N.Silveira,"Sobral, M","Urbanetz, C","176","2003","10","28",NA,Brasil,São Paulo,Cananéia,"Fazenda Folha Large; trilha do mirante.",-47.9199981689453,-25.0100002288818,NA,NA,SPF00223168,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"14",2019-11-01 15:06:31-03,UnB,UB,"132457",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Myrcia,stictophylla,Myrcia stictophylla,(O. Berg) N. Silveira,"Kawasaki, ML","Costa, MP","64","1991","12","14",Southern America,Brasil,São Paulo,Iguapé,Estação Ecológica Juréia-Itatins. Trilha para o pocinho,-47.5499992370605,-24.7000007629395,NA,"Frutos imaturos verdes.; Árvore 10m.",NA,NA,NA,NA,"55628",auto,NA,NA,"1998",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"15",2019-10-03 10:04:20-03,UFSCar,SORO,"3714",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,stictophylla,Myrcia stictophylla,(O.Berg) N.Silveira,NA,"Urbanetz, C.; Lelo; Domingos","176","2003","10","28",NA,Brasil,São Paulo,Cananéia,"Fazenda Folha Larga, Trila do Mirante",-47.9199981689453,-25.0100002288818,NA,"Árvore de 35m, com tronco avermelhado",NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.931944,-24.885278,"16",2019-10-03 10:04:20-03,UFSCar,SORO,"3931",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,stictophylla,Myrcia stictophylla,(O.Berg) N.Silveira,NA,NA,"303","2004","01","16",NA,Brasil,São Paulo,Cananéia,"Km 31 da rodovia SP-226, Fazenda Folha Larga. Floresta Ombrófila densa, - msm",-47.931944,-24.885278,NA,Árvore de 35 m,NA,NA,47°55'55W,24°53'07S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"18",2019-11-21 10:12:23-03,IBt,SP,"329444",S,Plantae,NA,NA,Myrtaceae,Myrcia,stictophylla,Myrcia stictophylla,(O.Berg) N.Silveira,"Kawasaki, ML","Fávero, OA; Born, GCC","617","1992","10","11",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Beira do rio da Cachoeira do Guilherme",-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
