X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,coordinatePrecision,geoFlag,monthIdentified,verbatimLongitude,verbatimLatitude,class,dayIdentified,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.35,-24.12,"4",2021-03-15 16:37:00-03,NY,NYBG,"445824",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Lythraceae,Lafoensia,nummulariifolia,Lafoensia nummulariifolia,A.St.-Hil.,A. Lourteig,L. B. Smith,"14720","1965","01","17",South America,Brazil,Paraná,Arapoti,By Jaguariaiva boundary,-49.35,-24.12,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28831' target='other'> <mi>dwc_moreinfo</mi></a>,NY00445824,NY00445824_01,"950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.0525,-24.073611,"9",2021-03-30 12:43:20-03,EAO,IAN,"183283",PreservedSpecimen,Plantae,Dicotiledônea,NA,Lythraceae,Lafoensia,nummularifolia,Lafoensia nummularifolia,A.St.-Hil.,"Scaramuzza, CAM","Souza, VC; Miyagi, PH; Souza, JP","7072","1994","11","12",Southern America,Brasil,São Paulo,Itapeva,Estação Ecológica de Itapeva. Cerrado.,-49.0525,-24.073611,NA,"Arbusto, até 2m de altura;flores alvas, frutos castanhos.",IAN183283,NA,NA,NA,"1995",NA,NA,"04","-49.0525","-24.073611",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"18",2020-11-04 11:12:26-03,ESALQ,ESA,"9340",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lythraceae,Lafoensia,nummularifolia,Lafoensia nummularifolia,A.St.-Hil.,"Cavalcanti, T.B.","Souza, V.C. et al.","3595.0","1993","05","19",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA009340,ESA009340,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8699989318848,-23.9799995422363,"19",2020-11-04 11:12:26-03,ESALQ,ESA,"23539",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lythraceae,Lafoensia,nummularifolia,Lafoensia nummularifolia,A.St.-Hil.,"Souza, V.C. & Souza, J.P.","Souza, V.C.; Sakuragui, C.M.; Souza, J.P.; Sanches, C.D.; Wongtschowski, M.; Scalon, V.R.; Farah, F.T.","8723.0","1995","08","18",NA,Brasil,São Paulo,Itapeva,Estação Ecológica de Itapeva. Transição campo-cerrado.,-48.8699989318848,-23.9799995422363,NA,"Arbusto, até 2m alt., pétalas alvas; frutos castanhos.",ESA023539,ESA023539,NA,NA,NA,"42926",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8699989318848,-23.9799995422363,"24",2020-11-04 11:12:26-03,ESALQ,ESA,"22547",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lythraceae,Lafoensia,nummularifolia,Lafoensia nummularifolia,A.St.-Hil.,"Scaramuzza, C.A.M.","Souza, V.C. et al.","7072.0","1994","11","12",NA,Brasil,São Paulo,Itapeva,NA,-48.8699989318848,-23.9799995422363,NA,NA,ESA022547,ESA022547,NA,NA,NA,"42926",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"25",2020-11-04 11:12:26-03,ESALQ,ESA,"30962",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lythraceae,Lafoensia,nummularifolia,Lafoensia nummularifolia,A.St.-Hil.,"Souza, V.C.","Souza, V.C. et al.","10503.0","1996","01","26",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA030962,ESA030962,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"26",2020-11-04 11:12:26-03,ESALQ,ESA,"94974",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lythraceae,Lafoensia,nummularifolia,Lafoensia nummularifolia,A.St.-Hil.,"Scaramuzza, C.A.M.","Scaramuzza, C.A.M. et al.","773.0","1993","05","21",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA094974,ESA094974,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"37",2020-10-14 10:02:31-03,FURB,FURB,"889",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Lafoensia,nummularifolia,Lafoensia nummularifolia,A.St.-Hil.,"Sevegnani, L","Sevegnani, L.",NA,"1998","10","05",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,FURB02087,FURB02087,NA,NA,"1998","27729",auto,"10",NA,NA,NA,"05",NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8699989318848,-23.9799995422363,"45",2020-12-21 16:32:22-03,MBM,MBM,"189316",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Lafoensia,numulariifolia,Lafoensia numulariifolia,A. St.-Hil.,Scaramussa,"Souza, V.C.; et al.; et al.","7072",NA,NA,NA,Southern America,Brazil,São Paulo,Itapeva,Estação Ecológica,-48.8699989318848,-23.9799995422363,NA,NA,MBM189316,MBM189316,NA,NA,NA,"42926",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8699989318848,-23.9799995422363,"53",2020-12-21 16:32:22-03,MBM,MBM,"343410",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Lafoensia,numulariifolia,Lafoensia numulariifolia,A. St.-Hil.,"Baitello, J.B.","Cielo Filho, R.; et al.; et al.","653","2008","02","26",Southern America,Brazil,São Paulo,Itapeva,"Estação Ecológica, trilha da Vila",-48.8699989318848,-23.9799995422363,NA,"Arbusto 1,5 m, fruto verde",MBM343410,MBM343410,"750","750","2008","42926",auto,"03",NA,NA,NA,"03",NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8699989318848,-23.9799995422363,"63",2020-12-21 16:32:22-03,MBM,MBM,"56913",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Lafoensia,numulariifolia,Lafoensia numulariifolia,A. St.-Hil.,"Hatschbach, G.","Leitão Filho, H.F.; et al.; et al.","4692",NA,NA,NA,Southern America,Brazil,São Paulo,Itapeva,Rodovia Itapeva - Itararé,-48.8699989318848,-23.9799995422363,NA,NA,MBM056913,MBM056913,NA,NA,NA,"42926",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.35,-24.11667,"70",2015-09-05 04:08:49-03,MNHN,RECOLNAT_MNHN_P,P05092262,PreservedSpecimen,NA,NA,NA,Lythraceae,Lafoensia,nummularifolia,Lafoensia nummularifolia,A.St.-Hil.,NA,"Smith, L.B.|Hatschbach, G.|Klein, R.M.",NA,"1965","1","17",NA,Brasil,Paraná,Arapoti,By Jaguariaiva boundary,-49.35,-24.11667,hb,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092262' target='other'> <mi>dwc_moreinfo</mi></a>,P05092262,P05092262_01,"950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14720",NA,"35",São Paulo,SP,Sudeste
-49.28333,-24.28333,"71",2015-09-05 04:08:49-03,MNHN,RECOLNAT_MNHN_P,P05092261,PreservedSpecimen,NA,NA,NA,Lythraceae,Lafoensia,nummularifolia,Lafoensia nummularifolia,A.St.-Hil.,NA,"Smith, L.B.|Hatschbach, G.",NA,"1965","1","17",NA,Brasil,Paraná,Jaguariaíva,NA,-49.28333,-24.28333,hb,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092261' target='other'> <mi>dwc_moreinfo</mi></a>,P05092261,P05092261_01,"840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14630",NA,"35",São Paulo,SP,Sudeste
-49.28333,-24.28333,"72",2015-09-05 04:08:49-03,MNHN,RECOLNAT_MNHN_P,P05092260,PreservedSpecimen,NA,NA,NA,Lythraceae,Lafoensia,nummularifolia,Lafoensia nummularifolia,A.St.-Hil.,NA,"Smith, L.B.|Hatschbach, G.|Klein, R.M.",NA,"1965","1","17",NA,Brasil,Paraná,Jaguariaíva,"pasture, outsskirts of Jaguariaiva on road to Arapoti",-49.28333,-24.28333,hb,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092260' target='other'> <mi>dwc_moreinfo</mi></a>,P05092260,P05092260_01,"840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14630",NA,"35",São Paulo,SP,Sudeste
-49,-24,"77",2020-12-11 11:37:23-03,UFMG,BHCB,"3922",PreservedSpecimen,Plantae,Dicotyledon,NA,Lythraceae,Lafoensia,nummularifolia,Lafoensia nummularifolia,A.St.-Hil.,NA,"Souza, VC de; et al.","7072","1994","11","12",Southern America,Brasil,São Paulo,Itapeva,Est.Ecológica,-49,-24,NA,"Cerrado;arbusto-2m;flores alvas;frutos castanhos;",NA,NA,NA,NA,NA,NA,NA,NA,"-49","-24",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.986667,-24.321667,"81",2021-02-11 17:19:27-03,UFPR,UPCB,"60633",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Lafoensia,nummularifolia,Lafoensia nummularifolia,A.St.-Hil.,"Almeida, F.F.","Muelbert, A.E.","27","2008","09","25",NA,Brasil,Paraná,Jaguariaíva,Parque Estadual do Cerrado.,-48.986667,-24.321667,NA,Arbustiva. Cerrado..,NA,NA,NA,NA,"2008",NA,NA,"01","-48.986667","-24.321667",NA,"01",NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.35,-24.12,"106",2020-09-12 05:00:02-03,US,US,"2573495",PreservedSpecimen,Plantae,NA,Myrtales,Lythraceae,Lafoensia,nummulariifolia,Lafoensia nummulariifolia,A. St.-Hil.,NA,"L. Smith, R. M. Klein & G. Hatschbach","14720","1965","1","17",South America,Brazil,Paraná,NA,"Mun. Arapoti: Campo cerrado (widely scattered scrub), by Jaguariaiva boundary.",-49.35,-24.12,NA,NA,US03041153,US03041153_01,"950",NA,NA,NA,NA,NA,NA,NA,Dicotyledonae,NA,NA,NA,"1","35",São Paulo,SP,Sudeste
-49.28,-24.28,"107",2020-09-12 05:00:02-03,US,US,"2573532",PreservedSpecimen,Plantae,NA,Myrtales,Lythraceae,Lafoensia,nummulariifolia,Lafoensia nummulariifolia,A. St.-Hil.,NA,"L. Smith, R. M. Klein & G. Hatschbach","14630","1965","1","17",South America,Brazil,Paraná,NA,"Mun. Jaguariaiva: pasture, outskirts of Jaquarriaiva on road to Arapoti.",-49.28,-24.28,NA,NA,US03041152,US03041152_01,"840",NA,NA,NA,NA,NA,NA,NA,Dicotyledonae,NA,NA,NA,"1","35",São Paulo,SP,Sudeste
-48.8699989318848,-23.9799995422363,"114",2020-09-02 16:31:53-03,Cenargen,CEN,"33875",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Lafoensia,nummularifolia,Lafoensia nummularifolia,A.St.-Hil.,V. C. Souza,Vinícius Castro Souza,"8723","1995","08","18",NA,Brasil,SP,ITAPEVA,Estação Ecológico de Itapeva.,-48.8699989318848,-23.9799995422363,Exsicatas,Pétalas alvas. Doação da Flora Fanerogâmica do Estado de São Paulo. Projeto temático financiado pela FAPESP - Herbário ESA.,CEN00033875,CEN00033875,NA,NA,"1995","42926",auto,"09",NA,NA,NA,NA,NA,NA,"1","35",São Paulo,SP,Sudeste
-48.8699989318848,-23.9799995422363,"115",2020-09-02 16:31:53-03,Cenargen,CEN,"33865",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Lafoensia,nummularifolia,Lafoensia nummularifolia,A.St.-Hil.,T. B. Cavalcanti,Vinícius Castro Souza,"7072","1994","11","12",NA,Brasil,SP,ITAPEVA,Estação Ecológico de Itapeva.,-48.8699989318848,-23.9799995422363,Exsicatas,Doação da Flora Fanerogâmica do Estado de São Paulo. Projeto temático financiado pela FAPESP - Herbário ESA. Doação da Universidade Federal de Uberlandia - Herbário da Biociências (16854).,CEN00033865,CEN00033865 CEN00033865_1 CEN00033865_2,NA,NA,"1999","42926",auto,"06","-4905250.0","-2407361.0",NA,NA,NA,NA,"3","35",São Paulo,SP,Sudeste
