X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,fieldNumber,typeStatus,individualCount,class,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.81652,-23.73388,"21",2019-01-25 15:40:51-02,IAC,IAC,"49785",S,Plantae,NA,NA,Fabaceae,Inga,grazielae,Inga grazielae,(Vinha) T.D.Penn.,E. Ramos et al.,"E. Ramos; H.R. Gonçalves & S. Santos","508","2007","10","01",NA,Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela H",-45.81652,-23.73388,NA,NA,NA,"Subparcela 43, Indivíduo H0667",NA,NA,NA,NA,"2007","10","01","-45.81652","-23.73388",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.080223,-23.373498,"22",2019-02-13 12:28:39-02,IAC,IAC,"49310",S,Plantae,NA,NA,Fabaceae,Inga,grazielae,Inga grazielae,(Vinha) T.D.Penn.,E.D. Silva,"J.A.M.A. Gomes; L.C. Bernacci; O.A. Santos; S. Santos & F.J. Benedetti","434","2006","12","04",NA,Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",-45.080223,-23.373498,NA,NA,NA,"Subparcela 45, indivíduo G 757",NA,NA,NA,NA,"2007","12","02","-45.080223","-23.373498",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.081652,-23.373388,"23",2019-06-24 08:12:59-03,IAC,IAC,"51964",S,Plantae,NA,NA,Fabaceae,Inga,grazielae,Inga grazielae,(Vinha) T.D.Penn.,E. Ramos et al.,"E. Ramos; M. Eltink; J.F. Benedito & S. Santos","644","2009","11","07",NA,Brasil,São Paulo,Ubatuba,"Parque Estadual da Serra do Mar, Fazenda Capricórnio",-45.081652,-23.373388,NA,NA,NA,"Parcela H, subparcela 43, indivíduo n° 667",NA,NA,NA,NA,"2009","11","07","-45.081652","-23.373388",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
