X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,occurrenceRemarks,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,class,relatedCatalogItem,typeStatus,relationshipType,individualCount,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.9099998474121,-23.6000003814697,"66",2019-12-04 15:25:05-03,PUCPR,HUCP,"22613",S,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Ser.,"Lozano, E",NA,NA,NA,"Lozano, E; Petean, MP","2011","11","26",Brasil,São Paulo,Cotia,NA,-46.9099998474121,-23.6000003814697,NA,NA,NA,NA,HUCP00010886,HUCP00010886,"796",NA,NA,NA,NA,Eudicotiledonea,NA,"23869",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.57,-23.39,"106",2020-11-04 11:05:30-03,ESALQ,ESA,"68878",PreservedSpecimen,Plantae,Cunoniaceae,Weinmannia,paulinifolia,Weinmannia paulinifolia,Pohl ex Ser.,NA,NA,NA,NA,"Franco, G.A.D.C.; Scalon, V.R.; Souza, S.C.; Siqueira, L.P.; Atanasio, C.; Sorreano, M.C.; Buchineri, V.; Rodrigues, R.R.; Tamashiro, J.Y.; Souza, V.C.","2000","04","24",Brasil,São Paulo,Mogi das Cruzes,"Entorno da Represa Casa Grande (Sabesp) , ao longo da Estrada Usacá. Floresta Ombrófila Densa no reverso da Serra do Mar (com perturbação). Borda de mata",-45.57,-23.39,"-45.57","-23.39",NA,NA,ESA068878,ESA068878,"2997.0","Árvore, 8m alt.; vegetativo",NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"110",2020-11-04 11:05:40-03,ESALQ,ESA,"10780",PreservedSpecimen,Plantae,Cunoniaceae,Weinmannia,paullinifolia,Weinmannia paullinifolia,NA,NA,NA,NA,NA,"Catharino, E.L.M.","1985","12","11",Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,ESA010780,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"55628",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48,-24.6900005340576,"111",2020-11-04 11:05:40-03,ESALQ,ESA,"24089",PreservedSpecimen,Plantae,Cunoniaceae,Weinmannia,paullinifolia,Weinmannia paullinifolia,NA,NA,NA,NA,NA,"Leitão Filho, H.F. et al.","1995","02","14",Brasil,São Paulo,Jacupiranga,NA,-48,-24.6900005340576,NA,NA,NA,NA,ESA024089,NA,"33437.0",NA,NA,NA,NA,Magnoliophyta,NA,"35797",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"120",2020-11-04 11:05:40-03,ESALQ,ESA,"34267",PreservedSpecimen,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Ser.,NA,NA,NA,NA,"Ferretti, A.R.; Vanini, A.; Nave, A.G.; Peneireiro, F.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.","1996","12","14",Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,ESA034267,ESA034267,"145.0",NA,NA,NA,NA,Magnoliophyta,NA,"38855",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"121",2020-11-04 11:05:40-03,ESALQ,ESA,"72342",PreservedSpecimen,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Seringe,"Sztutman, M.",NA,NA,NA,"Sampaio, D. et al.","1999","01","06",Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,ESA072342,ESA072342,"66.0",NA,NA,NA,NA,Magnoliophyta,NA,"55628",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"122",2020-11-04 11:05:40-03,ESALQ,ESA,"104242",PreservedSpecimen,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,NA,"Aguiar, O.T.","2002","03","17","Aguiar, O.T.","2002","03","13",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA104242,ESA104242,"1165.0",NA,NA,NA,NA,Magnoliophyta,NA,"27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.1166667,-23.3333333,"220",2021-04-07 11:42:32-03,UFMS,CGMS,"39082",PreservedSpecimen,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Ser.,D. Sampaio,"2001","11","28",Disciplina Princípios e Métodos em Taxonomia Vegetal.,"2001","12","21",Brasil,São Paulo,São Luís do Paraitinga,Núcleo Santa Virgínia (IF). Trilha do rio Ipirang.,-45.1166667,-23.3333333,"-45,1166667","-23,3333333","925","925",CGMS1068470,NA,"35","Flores eBotões brancos. Heliófita. Doação HRCB. Coordenadas originais 23°20#?#66,00'S 45°07#?#30,00'W Habitat: Floresta Ombrófila Densa Montana. Habito: Árvore. 5,00m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.916389,-25.020278,"225",2021-03-01 16:28:51-03,UNICAMP,UEC,"072279",S,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Ser.,"Zickel, CS","1997","08",NA,"Leitão Filho, HF; Rodrigues, RR; Rozza, AF; Sposito, TC; Santos, K; Vieira, AP","1995","02","11",Brazil,São Paulo,IIha Comprida,Estrada de acesso à praia.,-47.916389,-25.020278,"-47.916389","-25.020278",NA,NA,UEC044062,UEC044062,"33327","3m de altura, com frutos verdes; em borda de mata.; Mata de Restinga.",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.160833,-24.274444,"227",2021-03-01 16:28:51-03,UNICAMP,UEC,"098335",S,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Ser.,"Torezan, JMD","1998","01",NA,"Elias, SI; Silva, MMR; Amador, DB; Freitas, FO; Rodrigues, RR; Souza, VC","1997","12","11",Brazil,São Paulo,Bom Sucesso de Itararé,Bom Sucesso.,-49.160833,-24.274444,"-49.160833","-24.274444",NA,NA,UEC044045,UEC044045,"46","Árvore de 4m. Frutos Imaturos esverdeados, maduros pretos deicentes. Estípula alada avermelhada interpeciolar.; Floresta Estacional Aluvial, beira de riacho.",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9125,-24.905556,"228",2021-03-01 16:28:51-03,UNICAMP,UEC,"149416",S,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Ser.,"Urbanetz, C","2008","11",NA,"Urbanetz, C; Matsumoto, RS","2008","11","22",Brazil,São Paulo,Cananéia,"KM 31,5 da rodovia SP-226.",-47.9125,-24.905556,"-47.9125","-24.905556","10","14",UEC044061,UEC044061,"500","Árvore, ca. 4m, flores brancas.; Floresta de restinga, solo arenoso.",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.918056,-24.9025,"229",2021-03-01 16:28:51-03,UNICAMP,UEC,"149606",S,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Ser.,NA,NA,NA,NA,"Urbanetz, C",NA,NA,NA,Brazil,São Paulo,Cananéia,"Km 31 da rodovia SP-226, Estrada de terra para o mar de dentro.",-47.918056,-24.9025,"-47.918056","-24.9025",NA,NA,UEC044064,UEC044064,"470",Floresta alta de restinga.,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.183333,-23.4,"230",2021-03-01 16:28:51-03,UNICAMP,UEC,"200134",S,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Ser.,NA,NA,NA,NA,"Padgurschi, MCG; Belinello, R","2009",NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,"-45.183333","-23.4","990","1045",UEC177681,UEC177681,M2147,Parcela M - Projeto Biota-FAPESP. Árvore com 15 metros de altura. Frequência da espécie na parcela: n=1,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.603056,-24.398611,"231",2021-03-01 16:28:51-03,UNICAMP,UEC,"159871",S,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Ser.,"Franco, GADC","2010","01","29","Miashike, RL; Ivanauskas, NM; Silva, JB; Godoy, JRL; Machado, SD","2009","12","07",Brazil,São Paulo,Apiaí,"Parque Estadual Turístico do Alto Ribeira, Núcleo Caboclos, Estrada de terra entre a guarita dos vigilantes e o Núcleo Caboclos.",-48.603056,-24.398611,"-48.603056","-24.398611","821","821",UEC017922,UEC017922,"50","Árvore, 9m. Flor em botão.; Floresta Ombrófila Densa Aluvial (SAD 69, zona 22J).",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.995278,-24.067222,"233",2021-03-01 16:28:51-03,UNICAMP,UEC,"188939",S,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Ser.,NA,NA,NA,NA,"Silva, BG; Castello, ACD; Kataoka, EY; Vidal Junior, JD","2015","02","12",Brazil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.995278,-24.067222,"-47.995278","-24.067222","800","800",UEC119383,UEC119383,"304","Árvore, 25 m de altura e 31,8 cm de DAP; Floresta Ombrófila Densa",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.068056,-23.325278,"235",2021-03-01 16:28:51-03,UNICAMP,UEC,"186029",S,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Ser.,"Tamashiro, JY","2009",NA,NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","2008",NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,PESM - Núcleo Santa Virgínia - Parcela K,-45.068056,-23.325278,"-45.068056","-23.325278","1090","1093",UEC109364,UEC109364,"739","Árvore, ca. 2m, material vegetativo. Projeto Biota Gradiente Funcional: Parcela K, indivíduo K0818; Floresta Ombrófila Densa Montana",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.033611,-23.212222,"243",2021-03-01 16:28:51-03,UNICAMP,UEC,"92614",S,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Ser.,NA,NA,NA,NA,"Ferretti, AR; Vanini, A; Nave, AG; Peneireiro, FM; Rodrigues, RR; Souza, VC",NA,NA,NA,Brazil,São Paulo,Cunha,Estação Experimental da Serra do Mar - Núcleo Cunha - Morro da Marlene - Trilha em direção ao campo de altitude.,-45.033611,-23.212222,"-45.033611","-23.212222",NA,NA,UEC044046,UEC044046,"145","Árvore de 6m; casca fina, fissurada.; Floresta Ombrófila Densa, Floresta secundária.",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5499992370605,-23.1100006103516,"255",2021-03-01 16:28:51-03,UNICAMP,UEC,"57951",S,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Ser.,"Queiroz, LP","1991","09",NA,"Salino, A","1991","09","14",Brazil,São Paulo,Atibaia,"Parque Municipal da Grota Funda, Pico da Pedra Grande.",-46.5499992370605,-23.1100006103516,NA,NA,"1500","1500",UEC044052,UEC044052,"1094","Arvoreta, com 3-4m de altura, em local aberto. Muito visitada por abelhas e coleopteros, flores brancas com perfume doce.",NA,NA,NA,Magnoliopsida,NA,"21675",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"256",2021-03-01 16:28:51-03,UNICAMP,UEC,"53046",S,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Ser.,"Zickel, CS","1995","07",NA,"Esposito, MC","1989","11","28",Brazil,São Paulo,Bertioga,NA,-46.138599395752,-23.8544006347656,NA,NA,NA,NA,UEC044060,UEC044060,"22081","Arbusto, 1.5m de altura, flores brancas.; Mata de restinga.",NA,NA,NA,Magnoliopsida,NA,"37616",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
