X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,class,relatedCatalogItem,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,individualCount,fieldNumber,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.164784,-22.242395,"8",2021-03-15 16:37:00-03,NY,NYBG,"797347",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Mikania,decumbens,Mikania decumbens,Malme,W. C. Holmes,J. R. Mattos,"9667","1961","10","28",South America,Brazil,São Paulo,NA,"Moji-Guaçu, Fazenda Campininha",-47.164784,-22.242395,sheet,[Collector = Joao Mattos] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=566093' target='other'> <mi>dwc_moreinfo</mi></a>,NY00797347,NY00797347_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1399993896484,-24.3099994659424,"13",2020-11-04 10:55:07-03,ESALQ,ESA,"135167",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Mikania,decumbens,Mikania decumbens,NA,"Souza, V.C.","Coelho, R.","587.0",NA,NA,NA,NA,Brasil,São Paulo,Bom Sucesso de Itararé,Fazenda Experimental IAC - UPD Itararé. Próximo ao alojamento,-49.1399993896484,-24.3099994659424,NA,Erva rasteira. Capítulos esbranquiçados.,ESA135167,NA,NA,NA,NA,NA,"14955",auto,"2016","01","13",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"15",2020-11-04 11:01:56-03,ESALQ,ESA,"50032",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Mikania,decumbens,Mikania decumbens,NA,"Souza, V.C.","Scaramuzza, C.A.M. et al.","1022.0","1993","02","19",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA050032,ESA050032,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"16",2020-11-04 11:01:56-03,ESALQ,ESA,"63328",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Mikania,decumbens,Mikania decumbens,Malme,"Oliveira, C.T.","Scaramuzza, C.A.M. ; Souza, V.C.",NA,"1993","01","01",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA063328,ESA063328,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"20",2020-11-04 11:01:56-03,ESALQ,ESA,"63314",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Mikania,decumbens,Mikania decumbens,Malme,"Oliveira, C.T.","Scaramuzza, C.A.M. ; Souza, V.C.",NA,"1993","01","01",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA063314,ESA063314,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"21",2020-11-04 11:01:56-03,ESALQ,ESA,"63273",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Mikania,decumbens,Mikania decumbens,Malme,"Oliveira, C.T.","Scaramuzza, C.A.M. ; Souza, V.C.",NA,"1993","01","01",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA063273,ESA063273,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"22",2020-11-04 11:01:56-03,ESALQ,ESA,"9132",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Mikania,decumbens,Mikania decumbens,Malme,"Souza, V.C.","Souza, V.C. et al.","2325.0","1993","02","17",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA009132,ESA009132,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"23",2020-11-04 11:01:56-03,ESALQ,ESA,"94444",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Mikania,decumbens,Mikania decumbens,NA,NA,"Souza, V.C.; Scaramuzza, C.A.M.; Shimabukuro, M.T.","3615.0","1993","05","20",NA,Brasil,São Paulo,Itararé,Fazenda Ibiti (Ripasa) . Campo. P-39.,-49.3400001525879,-24.1100006103516,NA,"Volúvel; capítulos creme.",ESA094444,ESA094444,NA,NA,NA,NA,"27729",auto,NA,NA,NA,"-49,263,056","-24,203,333",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"148",2019-11-01 14:54:15-03,UnB,UB,"122765",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Asteraceae,Mikania,decumbens,Mikania decumbens,Malme,NA,"Hoehne, W","1850","1945","09","25",Southern America,Brasil,São Paulo,São Paulo,Parque do Estado de São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.205278,-24.268333,"154",2019-05-06 11:53:45-03,UFU,HUFU,"46384",S,Plantae,NA,NA,Asteraceae,Mikania,kleiniana,Mikania kleiniana,Cabrera,NA,"Tannus, J.L.S.","1045","2005","12","21",NA,Brasil,São Paulo,Itararé,Unidade de Pesquisa e Desenvolvimento de Itararé,-49.205278,-24.268333,NA,"Erva reptante, com odor desagradavel, capítulos cremes.; Campo altimontano. Campo úmido.",HUFU00048187,HUFU00048187,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.205278","-24.268333",NA,NA,NA,"35",São Paulo,SP,Sudeste
