X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,stateProvince,locality,occurrenceRemarks,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,yearIdentified,class,monthIdentified,dayIdentified,individualCount,minimumDepthInMeters,maximumDepthInMeters,fieldNumber,infraspecificEpithet,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.893222,-22.442056,"59",2021-03-01 16:30:49-03,UNICAMP,UEC,"165388",S,Plantae,Fabaceae,Lupinus,heptaphyllus,Lupinus heptaphyllus,(Vell.) Hassl.,"Fortuna-Perez, AP","Meireles, LD; Nunes, JA","2006","05","04",Brazil,Passa Quatro,-44.893222,-22.442056,"-44.893222","-22.442056","1974","2037",UEC028769,UEC028769,"2304",Minas Gerais,"serra fina, capim amarelo (médio)","Erva com flor lilás-escuro e frutos amarronzados; campo de nifelina",NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.815167,-22.41775,"60",2021-03-01 16:30:49-03,UNICAMP,UEC,"165390",S,Plantae,Fabaceae,Lupinus,heptaphyllus,Lupinus heptaphyllus,(Vell.) Hassl.,"Fortuna-Perez, AP","Meireles, LD; Nunes, JA; Neto, JOC; Cordeiro, TR","2007","08","31",Brazil,Passa Quatro,-44.815167,-22.41775,"-44.815167","-22.41775","2463","2463",UEC028768,UEC028768,"3306",Minas Gerais,"serra fina, caminho para cupim do boi","subarbusto, cc. 60cm, flores azuis; campo de nifelina",NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
