X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,coordinatePrecision,geoFlag,class,typeStatus,relatedCatalogItem,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,fieldNumber,individualCount,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.618358,-23.646109,"4",2021-03-15 16:37:00-03,NY,NYBG,"579572",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O.Berg) Landrum,L. R. Landrum,L. R. Landrum,"4013","1981","12","20",South America,Brazil,São Paulo,Sao Paulo,"Sao Paulo, Jardim Botanico.",-46.618358,-23.646109,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60055' target='other'> <mi>dwc_moreinfo</mi></a>,NY00579572,NY00579572_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46,-23.58,"5",2021-03-15 16:37:00-03,NY,NYBG,"579570",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O.Berg) Landrum,NA,A. H. Gentry,"4686","1987","02","04",South America,Brazil,São Paulo,Boracéia,"Boraceia, between Moji das Cruzes and Biritiba-Mirim, crest of Serra do Mar. Transect 10.",-46,-23.58,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60059' target='other'> <mi>dwc_moreinfo</mi></a>,NY00579570,NY00579570_01,"870","870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"7",2019-12-12 15:31:46-03,UFABC,HUFABC,"000405",PreservedSpecimen,Plantae,Angiospermas,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O. Berg.) L. R. Landrum,NA,"Mourad, B M","27","2014","02","11",NA,Brasil,São Paulo,Santo André,"Vila de Paranapiacaba, R. Direita",-46.5299987792969,-23.6599998474121,NA,"Nome popular: Cambuci; alor medicinal: pedra nos rins e inflamações",HUFABC000405,HUFABC000405,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4000015258789,-22.5599994659424,"11",2020-11-04 11:14:22-03,ESALQ,ESA,"114276",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,NA,"Leão, M.M.","Leão, M.M.",NA,"2011","02","22",NA,Brasil,São Paulo,Limeira,NA,-47.4000015258789,-22.5599994659424,NA,NA,ESA114276,ESA114276,NA,NA,"2011","20999",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"12",2020-11-04 11:14:22-03,ESALQ,ESA,"17676",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O.Berg) Landrum,"Kawasaki, M.L.","Moraes, P.L.R.","1209.0","1995","03","03",NA,Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,ESA017676,ESA017676,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"13",2020-11-04 11:14:22-03,ESALQ,ESA,"123782",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,NA,"Ferreira, M.A.P.","Ferreira, M.A.P.","7250.0","2012","06","10",NA,Brasil,São Paulo,São Paulo,"Freguesia do Ó, jadim residencial.",-46.6300010681152,-23.5400009155273,NA,"Árvore, 4m",ESA123782,NA,NA,NA,"2012","53584",auto,NA,NA,NA,NA,NA,"05","10",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"14",2020-11-04 11:14:22-03,ESALQ,ESA,"75352",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O.Berg) Landrum,NA,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2302.0","2001","04","17",NA,Brasil,São Paulo,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 24o02'28,4S; 46o49'27,9W. 30-180msm.",-46.7799987792969,-24.1800003051758,NA,"Árvore, 12m alt. Frutos amarelos.",ESA075352,ESA075352,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.31605,-24.02021,"15",2020-11-04 11:14:22-03,ESALQ,ESA,"128123",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,NA,NA,"Flores, T.B.","1805.0","2013","03","26",NA,Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",-47.31605,-24.02021,NA,NA,ESA128123,NA,"480","480",NA,NA,NA,NA,NA,NA,"-47.31605","-24.02021",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.45029,-24.07695,"16",2020-11-04 11:14:22-03,ESALQ,ESA,"128122",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,NA,"Souza, V.C.","Delfini, C.","852.0","2013","03","27",NA,Brasil,São Paulo,Tapiraí,"Trilha entre a UHE Alecrim e UHE Porto Raso. Floresta Ombrófila Densa, na margem do rio Dezembro.",-47.45029,-24.07695,NA,"Árvore, ca. 5m alt., frutos imaturos verdes.",ESA128122,NA,"331","331","2013",NA,NA,NA,NA,NA,"-47.45029","-24.07695","04","04",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4000015258789,-22.5599994659424,"17",2020-11-04 11:14:22-03,ESALQ,ESA,"112020",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,NA,"Leão, M.M.","Leão, M.M.",NA,NA,NA,NA,NA,Brasil,São Paulo,Limeira,NA,-47.4000015258789,-22.5599994659424,NA,NA,ESA112020,ESA112020,NA,NA,"2010","20999",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.6599998474121,-23.3799991607666,"18",2020-11-04 11:14:22-03,ESALQ,ESA,"114275",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,NA,"Leão, M.M.","Leão, M.M.",NA,"2011","02","20",NA,Brasil,São Paulo,Paraibuna,NA,-45.6599998474121,-23.3799991607666,NA,NA,ESA114275,ESA114275,NA,NA,"2011","30824",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"19",2020-11-04 11:14:22-03,ESALQ,ESA,"13138",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O.Berg) Lamdrum,"Kawasaki, M.L.","Moraes, P.L.R.","732.0","1992","11","17",NA,Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,ESA013138,ESA013138,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"20",2020-11-04 11:14:22-03,ESALQ,ESA,"109459",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,NA,NA,"Duarte, A.R.","504.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,ESA109459,ESA109459,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"21",2020-11-04 11:14:22-03,ESALQ,ESA,"114798",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,NA,NA,"Campos, M.C.R.","277.0","2006","05","07",NA,Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,ESA114798,ESA114798,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"22",2020-11-04 11:14:22-03,ESALQ,ESA,"128939",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,NA,"Colletta, G.D. & Ferreira, M.A.P.","Colletta, G.D.","1355.0","2014","04","13",NA,Brasil,São Paulo,São Miguel Arcanjo,P.E. Carlos BotelhoTrilha da represa,-47.9900016784668,-23.8700008392334,NA,"Árvore, 8m, frutos esverdeados",ESA128939,NA,NA,NA,"2014","27904",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"23",2020-11-04 11:14:22-03,ESALQ,ESA,"123671",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,NA,"Ivanauskas, N.M.","Colletta, G.D. ; Souza, V.C.","1059.0","2013","04","30",NA,Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA), Trilha da Serraria.",-47.5,-23.9599990844727,NA,"Árvore, 28m",ESA123671,NA,NA,NA,"2013","41034",auto,NA,NA,NA,NA,NA,"04","30",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"24",2020-11-04 11:14:22-03,ESALQ,ESA,"125257",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,NA,"Ivanauskas, N.M.","Virillo, C.B.",NA,"2013","03","31",NA,Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE Barra, trilha da vila dos moradores em direção à caixa d'água. Floresta Ombrófila Densa",-47.5,-23.9599990844727,NA,NA,ESA125257,NA,NA,NA,NA,"41034",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"25",2019-02-15 11:46:13-02,IPA,IPA,"9919",S,Plantae,Plantae,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O. Berg) Landrum,"Barroso, G.M.","Pickel, B.","5600","1941","11","23",Southern America,Brasil,São Paulo,São Paulo,"Parque les Oiseaux, cultivada.",-46.6300010681152,-23.5400009155273,NA,NA,IPA0009919,NA,NA,NA,"1993","53584",auto,NA,NA,NA,NA,NA,"03",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.824417,-24.041222,"33",2021-03-01 16:36:06-03,UNICAMP,UEC,"121609",S,Plantae,Magnoliopsida,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O.Berg) Landrum,NA,"Farah, FT; Aguiar, S; Breier, TB; Rodrigues, RR; Souza, VC; Tamashiro, JY; et al.","2302","2001","04","17",NA,Brazil,São Paulo,Itanhaém,Parque Estadual da Serra do Mar,-46.824417,-24.041222,NA,"Árvore, 12m alt. Frutos amarelos.; Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos.",NA,NA,"30","180",NA,NA,NA,NA,NA,NA,"-46.824417","-24.041222",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.9595,-23.654806,"34",2021-03-01 16:36:06-03,UNICAMP,UEC,"116161",S,Plantae,Magnoliopsida,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O.Berg) Landrum,"Oliveira, AA","Oliveira, AA; Matteo, BC; Giarola, N; Nogueira, L; Passold, AJ; Gandolfi, S; Fonseca, M","3683","2000","04","24",NA,Brazil,São Paulo,Mogi das Cruzes,Estrada Usaca em torno da represa Casa Grande da Sabesp - Planalto Paulistano.,-45.9595,-23.654806,NA,"Árvore com 7m. Frutos imaturos verdes.; Floresta Ombrófila Densa com perturbação.",NA,NA,"800","800","2000",NA,NA,NA,NA,NA,"-45.9595","-23.654806","04","24",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.084167,-23.366389,"36",2021-03-01 16:36:06-03,UNICAMP,UEC,"148807",S,Plantae,Magnoliopsida,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O.Berg) Landrum,"Sobral, M","Aranha, BA","544","2007","01","17",NA,Brazil,São Paulo,Ubatuba,Fazenda Capricórnio,-45.084167,-23.366389,NA,Indivíduo regenerante no sobosque,NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA,"-45.084167","-23.366389","10",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1,-22.783333,"37",2021-03-01 16:36:06-03,UNICAMP,UEC,"186512",S,Plantae,Magnoliopsida,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O.Berg) Landrum,NA,"Pereira, JC",s.n.,"2014","11",NA,NA,Brazil,São Paulo,Paulínia,"CPMA, CPQBA, Betel.",-47.1,-22.783333,NA,Arbustivo. Encontra-secultivadoem ex situ.,UEC111832,UEC111832,NA,NA,NA,NA,NA,NA,NA,NA,"-47.1","-22.783333",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1,-22.783333,"38",2021-03-01 16:36:06-03,UNICAMP,UEC,"186514",S,Plantae,Magnoliopsida,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O.Berg) Landrum,NA,"Pereira, JC",s.n.,"2014","11",NA,NA,Brazil,São Paulo,Paulínia,"CPMA,CPQBA,Betel. Referencia do pomar 03ou A5.",-47.1,-22.783333,NA,Arbustiva.Encontra-se cultivada em ex situ.,UEC111830,UEC111830,NA,NA,NA,NA,NA,NA,NA,NA,"-47.1","-22.783333",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1,-22.783333,"39",2021-03-01 16:36:06-03,UNICAMP,UEC,"186535",S,Plantae,Magnoliopsida,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O.Berg) Landrum,NA,"Pereira, JC",s.n.,"2014","11",NA,NA,Brazil,São Paulo,Paulínia,"CPMA,CPQBA, Betel. Referencia do pomar 135 ou N3",-47.1,-22.783333,NA,Arbóreo. Encontra-se cultivada em ex situ.,UEC111821,UEC111821,NA,NA,NA,NA,NA,NA,NA,NA,"-47.1","-22.783333",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"40",2021-03-01 16:36:06-03,UNICAMP,UEC,"144877",S,Plantae,Magnoliopsida,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O.Berg) Landrum,NA,"Ikemoto, E","05156","2005","10","07",NA,Brazil,São Paulo,Campinas,Entorno da lagoa principal,-47.060001373291,-22.8999996185303,NA,Árvore de 2m,NA,NA,NA,NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1500015258789,-22.7600002288818,"41",2021-03-01 16:36:06-03,UNICAMP,UEC,"184201",S,Plantae,Magnoliopsida,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O.Berg) Landrum,NA,"Santos, H",143/2012,"2012","10","09",NA,Brazil,São Paulo,Paulínia,"CPMA, CPQBA, Betel",-47.1500015258789,-22.7600002288818,NA,flor,UEC107407,UEC107407,NA,NA,NA,"11851",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"42",2021-03-01 16:36:06-03,UNICAMP,UEC,"90541",S,Plantae,Magnoliopsida,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O.Berg) Landrum,"Kawasaki, ML","Garcia, RJF","769","1996","01","19",NA,Brazil,São Paulo,São Paulo,"Distrito de Parelheiros, Centro Paulus",-46.6300010681152,-23.5400009155273,NA,"Árvore 8m alt., frutos verdes.",NA,NA,NA,NA,"1996","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"51",2020-12-21 16:36:19-03,MBM,MBM,"47564",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O.Berg) Landrum,"Kawasaki, M.L.","Nilza; et al.; et al.","287","1960","10","20",Southern America,Brazil,São Paulo,São Paulo,Parque Estadual de São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,MBM047564,MBM047564,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
