X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,year,month,day,continentOcean,country,stateProvince,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,recordNumber,imagecode,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,typeStatus,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,dayIdentified,class,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.503056,-23.631944,"9",2021-03-01 16:41:10-03,UNICAMP,UEC,"161067",S,Plantae,Sapotaceae,Pouteria,oxypetala,Pouteria oxypetala,"Stefani, EJF; Belinello, R; Galvão, J","2010","06","02",NA,Brazil,São Paulo,Parque Estadual da Serra do Mar.,NA,NA,"Árvore com 10m.; Mata Atlântica.",UEC031120,Magnoliopsida,NA,T.D.Penn.,"Stefani, EJF","170",UEC031120,Caraguatatuba,-45.503056,-23.631944,"50","90",NA,"2010","12","-45.503056","-23.631944",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.116667,-23.416667,"10",2021-03-01 16:41:10-03,UNICAMP,UEC,"667898",S,Plantae,Sapotaceae,Pouteria,oxypetala,Pouteria oxypetala,"Queiroz, JM; et al.","1993","11","12",NA,Brazil,São Paulo,Estação experimental do I.A.C.,NA,NA,"Árvore de 9 m, frutos com pelos ferrugíneos.",UEC031118,Magnoliopsida,NA,T.D.Penn.,"Carneiro, CE","30142",UEC031118,Ubatuba,-45.116667,-23.416667,NA,NA,NA,"1996","07","-45.116667","-23.416667",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"11",2021-03-01 16:41:10-03,UNICAMP,UEC,"8120",S,Plantae,Sapotaceae,Pouteria,oxypetala,Pouteria oxypetala,"Davis, PH; Shepherd, GJ; Makino, H; Silvestre, MSF; Jung, SL","1976","10","22",NA,Brazil,São Paulo,Between Ubatuba and Caraguatatuba.,NA,NA,"Small tree. Flowers greenish cream. Latex.; Secondary (dark) rain forest.",UEC031121,Magnoliopsida,NA,T.D.Penn.,"Carneiro, CE",D.59895,UEC031121,Ubatuba,-45.0699996948242,-23.4300003051758,"10","10",NA,"1996","07",NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"12",2021-03-01 16:41:10-03,UNICAMP,UEC,"8119",S,Plantae,Sapotaceae,Pouteria,oxypetala,Pouteria oxypetala,"Davis, PH; Shepherd, GJ; Makino, H; Silvestre, MSF; Jung, SL","1976","10","22",NA,Brazil,São Paulo,Between Ubatuba and Caraguatatuba.,NA,NA,"Small tree. Flowers greenish cream. Latex.; Secondary (dark) rain forest.",UEC031119,Magnoliopsida,NA,T.D.Penn.,"Carneiro, CE",D.59895,UEC031119,Ubatuba,-45.0699996948242,-23.4300003051758,"10","10",NA,"1996","07",NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"13",2019-08-20 10:26:13-03,UNICAMP,UEC,"21588",S,Plantae,Sapotaceae,Pouteria,oxypetala,Pouteria oxypetala,"Leitão Filho, HF; Silva, AF; Yamamoto, K","1979","08","06",NA,Brazil,São Paulo,Estação Experimental de Ubatuba,NA,NA,"Árvore com 10 m. (chega a 50 m) no material fuste quase indiviso nas partes inferiores; folhas com face inferior metálico ferruginoso; flores esverdeadas.",NA,Magnoliopsida,NA,T.D.Penn.,"Carneiro, CE","10236",NA,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,"1996","07",NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"14",2021-03-01 16:41:10-03,UNICAMP,UEC,"80567",S,Plantae,Sapotaceae,Pouteria,oxypetala,Pouteria oxypetala,"Leitão Filho, HF; Rodrigues, RR; Santin, DA; Nave, AG; Sanches, M; et al.","1996","02","04",NA,Brazil,São Paulo,Praia Vermelha do Meio. Caminho para Praia do Cedro. A beira mar.,NA,NA,"Árvore com 12 m de altura. Frutos verdes com pilosidade ferrugínea.; Encosta Atlântica.",UEC092969,Magnoliopsida,NA,T.D.Penn.,"Leitão Filho, HF","34814",UEC092969,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"15",2020-04-27 16:11:41-03,UFES,VIES,"22333",S,Plantae,Sapotaceae,Pouteria,oxypetala,Pouteria oxypetala,"Leitão Filho, H.F.; Yamamoto, K. & Silva, A.F.","1979","08","06",NA,Brasil,São Paulo,Estação Experimental de Ubatuba.,NA,NA,NA,VIES022333,NA,NA,T.D.Penn.,"Fabris, L.C.","172",VIES022333,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,"2010","02",NA,NA,"34265",auto,"24",NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"16",2020-12-21 16:44:52-03,MBM,MBM,"52087",PreservedSpecimen,Plantae,Sapotaceae,Pouteria,oxypetala,Pouteria oxypetala,"Davis, P.H.; Shepherd, G.J.; Makino, H.; Silvestre, M.S.; Jung, S.L.; Shepherd, G.J.; Makino, H.; Silvestre, M.S.; Jung, S.L.","1976","08","22",Southern America,Brazil,São Paulo,Between Ubatuba and Caraguatatuba,NA,NA,"Small tree. flowers greenish cream. Latex!; Secondary (dark) rain forest.",MBM052087,NA,NA,T.D.Penn.,"Völtz, R.R.","59895",MBM052087,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,"2018","08",NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.102222,-23.515556,"17",2020-08-31 08:54:57-03,INPA,INPA,"224708",S,Plantae,Sapotaceae,Pouteria,oxypetala,Pouteria oxypetala,"Bertoni, JEA","2002","08","27",Southern America,Brasil,São Paulo,"IAC, Fazenda Santa Elisa, Monjolinho, Quadra da Macieira, L2, P15.",NA,NA,NA,INPA0224708,Dicotyledon Asterids,Ericales,T.D.Penn.,"Faria, AD de","819",INPA0224708 INPA0224708_e,Campinas,-47.102222,-23.515556,"854","854",NA,"2009","11","-47.102222","-23.515556",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.102222,-23.515556,"18",2020-08-31 08:54:57-03,INPA,INPA,"224707",S,Plantae,Sapotaceae,Pouteria,oxypetala,Pouteria oxypetala,"Bertoni, JEA","2000","12","17",Southern America,Brasil,São Paulo,"IAC, Fazenda Santa Elisa, Monjolinho, Quadra do Café, L8, P7.",NA,NA,NA,INPA0224707,Dicotyledon Asterids,Ericales,T.D.Penn.,"Faria, AD de","293",INPA0224707 INPA0224707_e,Campinas,-47.102222,-23.515556,"854","854",NA,"2009","11","-47.102222","-23.515556",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
