X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,scientificNameAuthorship,imagecode,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,typeStatus,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.42,-23.45,"3",2016-09-29 09:39:00-03,NY,NYBG,"639052",PreservedSpecimen,Plantae,Magnoliophyta,Caryophyllales,Amaranthaceae,Froelichia,procera,Froelichia procera,M. S. Marchioretto,J. A. Ratter,"4919","1983","11","19",South America,Brazil,São Paulo,NA,"Floresta de Angatuba, Instituto Florestal de SP",-48.42,-23.45,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=247132' target='other'> <mi>dwc_moreinfo</mi></a>,NY00639052,NA,NY00639052_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.164784,-22.242395,"6",2021-03-15 16:37:00-03,NY,NYBG,"493806",PreservedSpecimen,Plantae,Magnoliophyta,Caryophyllales,Amaranthaceae,Froelichia,procera,Froelichia procera,R. S. McCauley,A. C. Filho,"212","1980","01","21",South America,Brazil,São Paulo,Moji-Guaçu,Fazenda Campininha,-47.164784,-22.242395,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=247129' target='other'> <mi>dwc_moreinfo</mi></a>,NY00493806,(Seub.) Pedersen,NY00493806_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.738611,-22.9,"7",2021-02-18 09:28:31-03,UNESP-IBB,BOTU,"14194",PreservedSpecimen,Plantae,NA,NA,Amaranthaceae,Froelichia,procera,Froelichia procera,"Bicudo, L.R.H.","Bicudo, L.R.H.","1730","1986","12","11",NA,Brasil,São Paulo,Botucatu,"À margem da rodovia João Melão, que liga São Manuel à Avaré.",-48.738611,-22.9,NA,NA,NA,Campo cerrado. Flores brancas com centro avermelhado sem odor.,BOTU014194,(Seub. & Mart.) Pedersen,BOTU014194,"1986","12","11",48°44'19w,22°54's,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"8",2021-02-18 09:28:31-03,UNESP-IBB,BOTU,"56",PreservedSpecimen,Plantae,NA,NA,Amaranthaceae,Froelichia,procera,Froelichia procera,NA,"Arao, Y.","7311072","1972","10","31",NA,Brasil,São Paulo,Botucatu,"18Km Norte de Botucatu, 14Km oeste de São manuel ao longo da estrada São Manuel - Piracicaba. Próximo à ex-estação 13 de maio da estrada de ferro Sorocabana.",-48.416667,-22.75,NA,NA,NA,Herbácea.,BOTU000056,(Seub. & Mart.) Pedersen,BOTU000056,NA,NA,NA,48°25'w,22°45's,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.738611,-22.9,"9",2021-02-18 09:28:30-03,UNESP-IBB,BOTU,"13700",PreservedSpecimen,Plantae,NA,NA,Amaranthaceae,Froelichia,procera,Froelichia procera,"Marchiretto, M.S.","Bicudo, L.R.H.","609","1986","02","25",NA,Brasil,São Paulo,Botucatu,"À margem da rodovia João Melão, que liga São Manuel à Avaré.",-48.738611,-22.9,NA,NA,NA,"Campo cerrado. Flores com tubo branco, sendo o centro do mesmo avermelhado. Sem odor.",BOTU013700,(Seub. & Mart.) Pedersen,BOTU013700,"2001","09",NA,48°44'19w,22°54's,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.738611,-22.9,"11",2021-02-18 09:28:30-03,UNESP-IBB,BOTU,"13701",PreservedSpecimen,Plantae,NA,NA,Amaranthaceae,Froelichia,procera,Froelichia procera,"Marchiretto, M.S.","Bicudo, L.R.H.","185","1985","12","12",NA,Brasil,São Paulo,Botucatu,"À margem da rodovia João Melão, que liga São Manuel à Avaré.",-48.738611,-22.9,NA,NA,NA,Campo cerrado. Flores brancas bem pequenas com estigmas vermelhos.,BOTU013701,(Seub. & Mart.) Pedersen,BOTU013701,"2001","09",NA,48°44'19w,22°54's,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"12",2021-02-18 09:28:30-03,UNESP-IBB,BOTU,"10345",PreservedSpecimen,Plantae,NA,NA,Amaranthaceae,Froelichia,procera,Froelichia procera,"Gottsberger, G.","Gottsberger, I.S.",142r-14-1272,"1972","07","14",NA,Brasil,São Paulo,Botucatu,"18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio",-48.416667,-22.75,NA,NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio",BOTU010345,(Seub. & Mart.) Pedersen,BOTU010345,"1972",NA,NA,48°25'w,22°45's,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"13",2021-02-18 09:28:30-03,UNESP-IBB,BOTU,"10344",PreservedSpecimen,Plantae,NA,NA,Amaranthaceae,Froelichia,procera,Froelichia procera,"Smith, L.B.","Gottsberger, I.S.","703","1970","05","27",NA,Brasil,São Paulo,Botucatu,"18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio",-48.416667,-22.75,NA,NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio",BOTU010344,(Seub. & Mart.) Pedersen,BOTU010344,"1972",NA,NA,48°25'w,22°45's,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.738611,-22.9,"14",2021-02-18 09:28:30-03,UNESP-IBB,BOTU,"13697",PreservedSpecimen,Plantae,NA,NA,Amaranthaceae,Froelichia,procera,Froelichia procera,"Marchiretto, M.S.","Bicudo, L.R.H.","406","1986","01","28",NA,Brasil,São Paulo,Botucatu,"À margem da rodovia João Melão, que liga São Manuel à Avaré.",-48.738611,-22.9,NA,NA,NA,Campo cerrado. Flores brancas com centro vermelho sem odor.,BOTU013697,(Seub. & Mart.) Pedersen,BOTU013697,"2001","09",NA,48°44'19w,22°54's,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"15",2021-02-18 09:28:30-03,UNESP-IBB,BOTU,"10346",PreservedSpecimen,Plantae,NA,NA,Amaranthaceae,Froelichia,procera,Froelichia procera,"Gottsberger, G.","Gottsberger, I.S.","31872","1972","08","31",NA,Brasil,São Paulo,Botucatu,"18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio",-48.416667,-22.75,NA,NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio",BOTU010346,(Seub. & Mart.) Pedersen,NA,"1972",NA,NA,48°25'w,22°45's,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
