X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,class,individualCount,typeStatus,dayIdentified,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.268611,-20.189722,"7",2019-08-20 10:05:02-03,UNICAMP,UEC,"107668",S,Plantae,Magnoliopsida,NA,Asteraceae,Calea,polycephala,Calea polycephala,(Baker) H.Rob.,"Hind, N","Koehler, S; Barbosa, A; Faria, AD; Filliettaz, AM; Pansarin, ER; Belinello, R","9912","1999","06","11",NA,Brazil,São Paulo,Estreito,NA,NA,UEC124470,UEC124470,"2002","10",Pedregulho,-47.268611,-20.189722,"-47.268611","-20.189722",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7400016784668,-20.0300006866455,"12",2021-03-01 16:23:35-03,UNICAMP,UEC,"101002",S,Plantae,Magnoliopsida,NA,Asteraceae,Calea,polycephala,Calea polycephala,(Baker) H.Rob.,NA,"Faria, AD; Aona, LYS; Matsumoto, K; Galvão, JC; Belinello, R",97/94,"1997","01","15",NA,Brazil,São Paulo,"Brejo localizado a 12 km de Iguarapava, do lado esquerdo da pista no sentido Iguarapava - Rifaina.",NA,Inflorescência amarelo ouro.,UEC024344,UEC024344,NA,NA,Igarapava,-47.7400016784668,-20.0300006866455,NA,NA,NA,NA,"23637",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7400016784668,-20.0300006866455,"13",2021-03-01 16:23:35-03,UNICAMP,UEC,"126270",S,Plantae,Magnoliopsida,NA,Asteraceae,Calea,polycephala,Calea polycephala,(Baker) H.Rob.,NA,"Faria, AD; Aona, LYS; Matsumoto, K; Galvão, JC; Belinello, R","9794","1997","01","15",NA,Brazil,São Paulo,"Brejo localizado a 12 Km de Iguarapava, do lado esquerdo da pista no sentido Iguarapava - Rifaina",NA,Inflorescência amarelo-ouro,UEC121460,UEC121460,NA,NA,Igarapava,-47.7400016784668,-20.0300006866455,NA,NA,NA,NA,"23637",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"14",2021-03-01 16:23:35-03,UNICAMP,UEC,"102111",S,Plantae,Magnoliopsida,NA,Asteraceae,Calea,polycephala,Calea polycephala,(Baker) H.Rob.,NA,"Matsumoto, K; Aona, LYS; Faria, AD; Belinello, R; Galvão, JC","49","1997","01","14",NA,Brazil,São Paulo,"Distrito de Estreito, Estrada de terra.",NA,"Inflorescência amarela, até 60 cm.; Campo rupestre. Solo úmido.",UEC024327,UEC024327,NA,NA,Pedregulho,-47.4700012207031,-20.25,NA,NA,NA,NA,"27552",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"15",2021-03-01 16:23:35-03,UNICAMP,UEC,"74100",S,Plantae,Magnoliopsida,NA,Asteraceae,Calea,polycephala,Calea polycephala,(Baker) H.Rob.,"Bueno, VR","Marcondes-Ferreira, W; Silva, AA; Zanini, E; Belinello, R; Torres Jr, AH; Rizzatti, ACS","1147","1995","05","04",NA,Brazil,São Paulo,"Igaçaba, Estrada Igaçaba-Rifaína",NA,"Flores amarelas; Cerrado em solo com afloramento quartzitivo e beirando um riacho",UEC124415,UEC124415,"2019","02",Pedregulho,-47.4700012207031,-20.25,NA,NA,NA,NA,"27552",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-20.0799999237061,"16",2021-03-01 16:23:35-03,UNICAMP,UEC,"26234",S,Plantae,Magnoliopsida,NA,Asteraceae,Calea,polycephala,Calea polycephala,(Baker) H.Rob.,NA,"Leitão Filho, HF; Stubblebine, WH; Semir, J","12498","1981","04","14",NA,Brazil,São Paulo,NA,NA,"Subarbusto até 1.2m, capítulos c/ flores amarelas. Comum em lugares perturbados.; Cerrado",UEC120536,UEC120536,NA,NA,Rifaina,-47.4199981689453,-20.0799999237061,NA,NA,NA,NA,"16141",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.277222,-20.157778,"41",2019-11-13 11:16:14-03,USP,SPF,"172204",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Calea,polycephala,Calea polycephala,(Baker) H.Rob.,"Reis-Silva, GA","Sasaki, D","345","2003","04","17",NA,Brasil,São Paulo,Estreito,NA,NA,SPF00172204,NA,"2017","03",Pedregulho,-47.277222,-20.157778,"-47.277222","-20.157778","720","720",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.277222,-20.157778,"42",2019-11-13 11:16:14-03,USP,SPF,"172205",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Calea,polycephala,Calea polycephala,(Baker) H.Rob.,"Reis-Silva, GA","Sasaki, D","523","2003","05","24",NA,Brasil,São Paulo,Estreito,NA,NA,SPF00172205,NA,"2017","03",Pedregulho,-47.277222,-20.157778,"-47.277222","-20.157778","720","720",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.277222,-20.157778,"43",2019-11-13 11:16:14-03,USP,SPF,"172206",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Calea,polycephala,Calea polycephala,(Baker) H.Rob.,"Reis-Silva, GA","Sasaki, D","994","2004","03","22",NA,Brasil,São Paulo,Estreito,NA,NA,SPF00172206,NA,"2017","03",Pedregulho,-47.277222,-20.157778,"-47.277222","-20.157778","720","720",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"52",2019-11-21 10:00:10-03,IBt,SP,"279392",S,Plantae,NA,NA,Asteraceae,Calea,polycephala,Calea polycephala,(Baker) H.Rob.,"Magenta, MAG","Marcondes Ferreira, W; Silva, AA; Zanini, E; Belinello, R; Torres, AH; Rizzatti, ACS","1147","1995","05","04",NA,Brasil,São Paulo,Estrada Igaçaba a Rifaina.,NA,NA,SP032727,SP032727,"2016","04",São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,"18","35",São Paulo,SP,Sudeste
