X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,barcode,geoFlag,monthIdentified,dayIdentified,imagecode,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,typeStatus,continentOcean,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.0699996948242,-23.4300003051758,"1",2020-11-04 11:15:03-03,ESALQ,ESA,"118691",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Myrcia,ubatubana,Myrcia ubatubana,Mazine & Sobral,"Santos, M.F.","2019","Ivanauskas, N.M.; Souza, F.M.; Cielo Filho, R.; Araújo, C.O.; Souza, D.; Rosendo","6017.0","2005","02","01",Brasil,São Paulo,Ubatuba,Parque Estadual da Serra do Mar - Núcleo Picinguaba / Instituto Agronômico de Campinas.Trilha do Poção.,-45.0699996948242,-23.4300003051758,"34265","Árvore de 18m. Flores em botão.; GEOGRAFIA: UTM: X=486735 Y=7409857 ZONA=23;",ESA118691,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"2",2020-11-04 11:15:03-03,ESALQ,ESA,"31762",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Myrcia,ubatubana,Myrcia ubatubana,Mazine & Sobral,"Santos, M.F.","2019","Leitão Filho, H.F. Rodrigues, R.R.; Santin, D. A.; Nave, A. G.; Sanchez, M.; Mansano, V.; Seoane, C. E. S.","34799.0","1996","02","03",Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,"34265",NA,ESA031762,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"3",2020-12-20 21:18:40-03,UFV,VIC,"6993",PreservedSpecimen,Plantae,NA,Myrtaceae,Myrcia,ubatubana,Myrcia ubatubana,Mazine & Sobral,"Vieira, F.C.S.","2020","Spherd, G.J.; et al.",s.n.,"1980","01","31",Brasil,São Paulo,Ubatuba,Estação Experimental,-45.0699996948242,-23.4300003051758,"34265","Árvore de 15 m, de botões creme esverdeados",VIC006993,auto,"04","18",VIC006993,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.084167,-23.366389,"4",2019-08-20 10:21:42-03,UNICAMP,UEC,"148799",S,Plantae,Magnoliopsida,Myrtaceae,Myrcia,ubatubana,Myrcia ubatubana,Mazine & Sobral,"Meireles, LD","2017","Aranha, BA","492","2007","01","08",Brazil,São Paulo,Ubatuba,"Fazenda Capricórnio, Parcela J",-45.084167,-23.366389,NA,NA,UEC033220,NA,"09",NA,UEC033220,"-45.084167","-23.366389","380","380",NA,NA,"35",São Paulo,SP,Sudeste
-45.084722,-23.367222,"5",2021-03-01 16:36:52-03,UNICAMP,UEC,"178171",S,Plantae,Magnoliopsida,Myrtaceae,Myrcia,ubatubana,Myrcia ubatubana,Mazine & Sobral,"Meireles, LD","2017","Rochelle, ALC",J601,NA,NA,NA,Brazil,São Paulo,Ubatuba,Fazenda Capricórnio. Bairro Taquaral,-45.084722,-23.367222,NA,"Indivíduo J601 da parcela J do projeto temático BIOTA-Gradiente Funcional.; Floresta ombrófila densa submontana.",UEC041693,NA,"09",NA,UEC041693,"-45.084722","-23.367222","450","450",NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"6",2021-03-01 16:36:52-03,UNICAMP,UEC,"21209",S,Plantae,Magnoliopsida,Myrtaceae,Myrcia,ubatubana,Myrcia ubatubana,Mazine & Sobral,NA,NA,"Shepherd, GJ; Tamashiro, JY; Silva, AF","10977","1980","01","31",Brazil,São Paulo,Ubatuba,Estação Exterimental de Ubatuba.,-45.0699996948242,-23.4300003051758,"34265","Árvore com 15m de alt, com botões creme esverdeados.",UEC063684,auto,NA,NA,UEC063684,NA,NA,NA,NA,paratypus,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"7",2021-03-01 16:36:52-03,UNICAMP,UEC,"80642",S,Plantae,Magnoliopsida,Myrtaceae,Myrcia,ubatubana,Myrcia ubatubana,Mazine & Sobral,"Meireles, LD","2017","Santin, DA; Moreira, JLA; et al.","32445","1994","12","15",Brazil,São Paulo,Ubatuba,"Ilha Anchieta, trilha do Guilherme.",-45.0699996948242,-23.4300003051758,"34265","7m de alt, folhas pilosas ferrugíneas, ramos pilosas marrons, botões florais axilares.",UEC065139,auto,"09",NA,UEC065139,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"8",2021-03-01 16:36:52-03,UNICAMP,UEC,"80344",S,Plantae,Magnoliopsida,Myrtaceae,Myrcia,ubatubana,Myrcia ubatubana,Mazine & Sobral,"Meireles, LD","2017","Leitão Filho, HF; Rodrigues, RR; Santin, DA; Nave, AG; Sanches, M; Mansano, VF","34799","1996","02","03",Brazil,São Paulo,Ubatuba,ínicio da encosta - Rodovia Osvaldo Cruz,-45.0699996948242,-23.4300003051758,"34265","árvorecom 4m de altura; Transição entre planície e encosta atlântica.",UEC016526,auto,"09",NA,UEC016526,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"9",2020-12-11 11:39:35-03,UFMG,BHCB,"101553",PreservedSpecimen,Plantae,Dicotyledon,Myrtaceae,Myrcia,ubatubana,Myrcia ubatubana,Mazine & Sobral,NA,"2019","Ivanauskas, NM; Souza, FM; Cielo Filho, R; Araújo, CO; Souza, D","6017","2005","02","16",Brasil,São Paulo,Ubatuba,Parque Estadual da Serra do Mar. Núcleo Picinguaba. Instituto Agronômico de Campinas. Trilha do Poção,-45.0699996948242,-23.4300003051758,"34265",Árvore de 18m. Flores em botão,BHCB042097,auto,"05",NA,NA,NA,NA,NA,NA,NA,Southern America,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"10",2020-03-04 18:51:01-03,USP,SPF,"83607",PreservedSpecimen,Plantae,NA,Myrtaceae,Myrcia,ubatubana,Myrcia ubatubana,Mazine & Sobral,"Santos, MF","2020","Kuhlmann, M","4633","1959","07","02",Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,"34265",NA,SPF00083607,auto,"02","14",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
