X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,typeStatus,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,eventTime,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.9199981689453,-24.3799991607666,"11",2020-11-04 11:14:43-03,ESALQ,ESA,"109448",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrceugenia,kleinii,Myrceugenia kleinii,NA,"Duarte, A.R.","538.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,ESA109448,NA,NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"12",2020-11-04 11:14:43-03,ESALQ,ESA,"104490",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrceugenia,kleinii,Myrceugenia kleinii,NA,"Aguiar, O.T.","1016.0","2002","03","14",NA,Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,ESA104490,NA,"Aguiar, O.T.",NA,NA,NA,"2002","27904",auto,NA,NA,"03","17",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"13",2020-11-04 11:14:43-03,ESALQ,ESA,"109768",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrceugenia,kleinii,Myrceugenia kleinii,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29340.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,ESA109768,NA,NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.228843,-24.87839,"15",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0043315,PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrceugenia,kleinii,Myrceugenia kleinii,D. Legrand & Kausel,G. Hatschbach,"16901","1967","8","9",NA,Brazil,Parana,NA,Serrinha (Mun. -Guaraquecaba),-48.228843,-24.87839,NA,"PHOTO-MICH; Arvore 12 m. com 20cm, de diametro, flor alva. Mata pluvial, en costa de morro",NA,NA,L. R. Landrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.55,-24.7167,"16",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0060707,PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrceugenia,kleinii,Myrceugenia kleinii,D. Legrand & Kausel,"I. Cordeiro; L. Rossi, E.A. Anunciacao, P. Tomasulo, L.A. Oliveira.","734","1990","10","16",NA,Brazil,Sao Paulo,Iguape,Serra da Jureia. Trilha da Figueira.,-47.55,-24.7167,NA,"Coor from www.fallingrain.com/world; Arvoreta ca. 10m alto; DAP ca. 30cm, petalas e filetes alvos. Anteras ocraceas.",NA,NA,"M. Sobral, 1991.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.55,-24.7167,"17",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0043314,PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrceugenia,kleinii,Myrceugenia kleinii,D. Legrand & Kausel,"L. Rossi; M. Carvalhaes, E.A. Anunciacao, C.M. Yoshioka","1215","1992","12","14",NA,Brazil,Sao Paulo,Iguape,Trilha da Figueira.,-47.55,-24.7167,NA,"Coor from www.fallingrain.com/world; Arvoreta 4.0cm alto. Frutos imaturos verdes.",NA,NA,"M.L. Kawasaki, 1994.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.109914,-23.360372,"35",2020-11-23 11:39:09-03,IAC,IAC,"53930",S,Plantae,NA,NA,Myrtaceae-2.Myrtoideae,Myrceugenia,kleinii,Myrceugenia kleinii,D.Legrand & Kausel,"A.C.O. Souza; L.C. Bernacci & R. Belinelo","36","2012","05","19",NA,Brasil,São Paulo,Ubatuba,"Parque Estadual da Serra do Mar, Núcleos Santa Virgínia/Picinguaba, trilha da Pipoca",-45.109914,-23.360372,NA,NA,NA,NA,A.C.O. Souza et al.,NA,NA,NA,"2012",NA,NA,NA,NA,"05","19","-45.109914","-23.360372",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"38",2021-03-04 15:45:28-03,IF,SPSF,"25424",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrceugenia,kleinii,Myrceugenia kleinii,NA,I.Cordeiro,"734","1990","10","16",América do Sul,Brasil,SP,Iguape,"E.Ecol.Jureia-Itatins, Serra da Jureia",-47.5499992370605,-24.7000007629395,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata de encosta&nf;;",NA,NA,NA,NA,NA,NA,NA,"55628",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"39",2021-03-04 15:45:28-03,IF,SPSF,"25443",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrceugenia,kleinii,Myrceugenia kleinii,NA,L.Rossi,"1215","1992","12","14",América do Sul,Brasil,SP,Iguape,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,"55628",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"43",2019-11-21 10:11:55-03,IBt,SP,"246955",S,Plantae,NA,NA,Myrtaceae,Myrceugenia,kleinii,Myrceugenia kleinii,D.Legrand & Kausel,"Cordeiro, I; et al.","734","1990","10","16",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha da Figueira, mata de encosta",-47.5499992370605,-24.7000007629395,NA,"Arvoreta ca. 10m alt., DAP ca. 30 cm, pétalas e filetes alvos, anteras ocráceas",SP057564,SP057564,"Sobral, M",NA,NA,NA,"1991","55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
