X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,decimalLongitude,decimalLatitude,county,coordinatePrecision,geoFlag,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.29,-23.2603,"13",2021-03-15 16:37:00-03,NY,NYBG,"390432",PreservedSpecimen,Plantae,Magnoliophyta,Ericales,Lecythidaceae,Cariniana,legalis,Cariniana legalis,(Mart.) Kuntze,G. T. Prance,G. T. Prance,"23707","1976","02","05",South America,Brazil,São Paulo,Itú,separate fruit,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=621936' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390432,NY00390432_01,-47.29,-23.2603,Itu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.29,-23.2603,"29",2021-03-15 16:37:00-03,NY,NYBG,"390431",PreservedSpecimen,Plantae,Magnoliophyta,Ericales,Lecythidaceae,Cariniana,legalis,Cariniana legalis,(Mart.) Kuntze,G. T. Prance,G. T. Prance,"23708","1976","02","05",South America,Brazil,São Paulo,Itú,separate fruit,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=621935' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390431,NY00390431_01,-47.29,-23.2603,Itu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.07,-22.88,"30",2021-03-15 16:37:00-03,NY,NYBG,"00682078",PreservedSpecimen,Plantae,Magnoliophyta,Ericales,Lecythidaceae,Cariniana,legalis,Cariniana legalis,(Mart.) Kuntze,G. T. Prance,G. T. Prance,"25913","1978","01","30",South America,Brazil,São Paulo,"Fazenda Sta. Eliza, Instituto Agronomico, Campinas.",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816868' target='other'> <mi>dwc_moreinfo</mi></a>,NY00682078,NY00682078_01,-47.07,-22.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"77",2020-11-04 11:12:11-03,ESALQ,ESA,"125600",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lecythidaceae,Cariniana,legalis,Cariniana legalis,NA,"Santos, K.","Santos, K. ; Belinello, R.","1207.0","2000","04","19",NA,Brasil,São Paulo,NA,NA,NA,ESA125600,ESA125600,-47.060001373291,-22.8999996185303,Campinas,"23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8300018310547,-23,"78",2020-11-04 11:12:11-03,ESALQ,ESA,"125601",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lecythidaceae,Cariniana,legalis,Cariniana legalis,NA,"Santos, K.","Santos, K. ; Belinello, R.","2546.0","1905","06","22",NA,Brasil,São Paulo,NA,NA,NA,ESA125601,ESA125601,-46.8300018310547,-23,Itatiba,"17442",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"79",2020-11-04 11:12:11-03,ESALQ,ESA,"18811",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lecythidaceae,Cariniana,legalis,Cariniana legalis,(Mart.) O.Kuntze,"Ivanauskas, N.M.","Zandoval, J.A.",NA,"1995","05","18",NA,Brasil,São Paulo,NA,NA,NA,ESA018811,ESA018811,-47.6399993896484,-22.7199993133545,Piracicaba,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"80",2020-11-04 11:12:11-03,ESALQ,ESA,"7742",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lecythidaceae,Cariniana,legalis,Cariniana legalis,(Mart.) O.Kuntze,"Rodrigues, R.R.","Zandoval, J.A.","62.0","1984","10","20",NA,Brasil,São Paulo,NA,NA,NA,ESA007742,ESA007742,-47.6399993896484,-22.7199993133545,Piracicaba,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"81",2020-11-04 11:12:11-03,ESALQ,ESA,"5558",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lecythidaceae,Cariniana,legalis,Cariniana legalis,(Mart.) O.Kuntze,"Kampf, E.","Kampf, E.","124.0","1989","10","11",NA,Brasil,São Paulo,NA,NA,NA,ESA005558,ESA005558,-47.6399993896484,-22.7199993133545,Piracicaba,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"82",2020-11-04 11:12:11-03,ESALQ,ESA,"10425",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lecythidaceae,Cariniana,legalis,Cariniana legalis,(Mart.) O.Kuntze,"Capellari Jr., L. et al.","Barreto, K.D. et al.","149.0","1993","03","24",NA,Brasil,São Paulo,NA,NA,NA,ESA010425,ESA010425,-47.6399993896484,-22.7199993133545,Piracicaba,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.66058,-22.92451,"83",2020-11-04 10:56:02-03,ESALQ,ESA,"133343",PreservedSpecimen,Plantae,NA,NA,Lecythidaceae,Cariniana,legalis,Cariniana legalis,(Mart.) Kuntze,"Rodrigues, S. S.","Scatigna, A.V.; Correa, L. S.; Cota, M. M. T.; Gissi, D. S.; Silva, D. M.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","929.0","2015","07","04",NA,Brasil,São Paulo,Mata do Pinheirinho. Floresta Estacional Semidecidual em área agrílcola da COSAN.,NA,"Árvore jovem, ca. 1m.",ESA133343,NA,-47.66058,-22.92451,Mombuca,NA,NA,"543","543","2015","07","06","-47.66058","-22.92451",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
