X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,locality,preparationType,occurrenceRemarks,barcode,imagecode,scientificNameAuthorship,identifiedBy,country,stateProvince,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,county,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,class,typeStatus,fieldNumber,individualCount,relationshipType,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.8800010681152,-24.7099990844727,"12",2020-11-04 11:05:27-03,ESALQ,ESA,"29142",PreservedSpecimen,Plantae,Magnoliophyta,NA,Convolvulaceae,Ipomoea,cynanchifolia,Ipomoea cynanchifolia,"Ivanauskas, N.M.","402.0","1995","09","28",NA,NA,NA,NA,ESA029142,ESA029142,NA,NA,Brasil,São Paulo,-47.8800010681152,-24.7099990844727,NA,NA,Pariquera-Açu,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.4599990844727,"13",2020-11-04 10:55:24-03,ESALQ,ESA,"142247",PreservedSpecimen,Plantae,NA,NA,Convolvulaceae,Ipomoea,cynanchifolia,Ipomoea cynanchifolia,"Simão-Bianchini, R.","2029.0","2014","04","24",NA,NA,NA,NA,ESA142247,NA,Meisn.,"Simão-Bianchini, R.",Brasil,São Paulo,-46.5299987792969,-23.4599990844727,NA,NA,Guarulhos,"2014","03","24","26398",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"14",2020-11-04 11:05:27-03,ESALQ,ESA,"20020",PreservedSpecimen,Plantae,Magnoliophyta,NA,Convolvulaceae,Ipomoea,cynanchifolia,Ipomoea cynanchifolia,"Leitão Filho, H.F. et al.",NA,"1995","02","08",NA,NA,NA,NA,ESA020020,ESA020020,Meisn.,"Simão-Bianchini, R.",Brasil,São Paulo,-48.5046997070312,-24.7563991546631,NA,NA,Barra do Turvo,NA,NA,NA,"38172",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-24.0900001525879,"15",2020-11-04 11:05:27-03,ESALQ,ESA,"101484",PreservedSpecimen,Plantae,Magnoliophyta,NA,Convolvulaceae,Ipomoea,cynanchifolia,Ipomoea cynanchifolia,"Jakovac, A.C.C.","109.0","2006","03","14",NA,NA,NA,NA,ESA101484,ESA101484,NA,"Jakovac, A.C.C.",Brasil,São Paulo,-48.3600006103516,-24.0900001525879,NA,NA,Ribeirão Grande,NA,NA,NA,"25028",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.9552778,-21.5305556,"26",2021-04-07 11:42:27-03,UFMS,CGMS,"8588",PreservedSpecimen,Plantae,NA,NA,Convolvulaceae,Ipomoea,cynanchifolia,Ipomoea cynanchifolia,"A. Amaral-Júnior; J.O. Mendonça; S.B. Barbosa; C.J. Campos","402","1999","04","11",NA,"Margem esquerda do Rio Paraná, Rio do Peixe, faixa de terra no meio do rio.",NA,Flor lilás-rosa de fundo vinho.,CGMS1015512,NA,Meisn.,G. Staples,Brasil,São Paulo,-51.9552778,-21.5305556,NA,NA,Panorama - Caiuá,NA,NA,NA,NA,NA,"-51,9552778","-21,5305556",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.400278,-24.639444,"36",2021-03-01 16:28:38-03,UNICAMP,UEC,"143779",S,Plantae,Magnoliopsida,NA,Convolvulaceae,Ipomoea,cynanchifolia,Ipomoea cynanchifolia,"Braidotti, JC; Foresto, EB; Lopes, LE; Rodrigues, MEF; Udulutsch, RG; Rodrigues, RR","1","2005","03","22",NA,"Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha do Araçá.",NA,"Liana, volúvel, ca. 1.8m. Cálice verde, corola lilás, interior do tubo mais escuro e anteras brancas.; Floresta Ombrófila Densa Baixo Montana Ribeirinha Degradada com afloramento de calcário.",UEC044455,UEC044455,Meisn.,"Udulutsch, RG",Brazil,São Paulo,-48.400278,-24.639444,"400","400",Eldorado,NA,NA,NA,NA,NA,"-48.400278","-24.639444",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.478694,-24.784611,"37",2021-03-01 16:28:38-03,UNICAMP,UEC,"68626",S,Plantae,Magnoliopsida,NA,Convolvulaceae,Ipomoea,cynanchifolia,Ipomoea cynanchifolia,"Leitão Filho, HF; Rodrigues, RR; Kim, AC; Arzolla, FARDP; Fonseca, RCB; Galvão, JC","32751","1995","02","08",NA,Estrada para Barra do Turvo.,NA,"Liana, flor lilás, frutos verdes.",UEC044457,UEC044457,Meisn.,"Simão-Bianchini, R",Brazil,São Paulo,-48.478694,-24.784611,NA,NA,NA,NA,NA,NA,NA,NA,"-48.478694","-24.784611",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"38",2021-03-01 16:28:38-03,UNICAMP,UEC,"3866",S,Plantae,Magnoliopsida,NA,Convolvulaceae,Ipomoea,cynanchifolia,Ipomoea cynanchifolia,"Polo, M","10038","1979","03","29",NA,Barão Geraldo.,NA,"Herbácea, trepadeira, flores róseas, sob sol intenso.",UEC044456,UEC044456,Meisn.,NA,Brazil,São Paulo,-47.060001373291,-22.8999996185303,NA,NA,Campinas,NA,NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3699989318848,-20.8199996948242,"62",2020-06-22 14:19:08-03,UNESP-IBILCE,SJRP,"01467",PreservedSpecimen,Plantae,Tracheophyta,Solanales,Convolvulaceae,Ipomoea,cynanchifolia,Ipomoea cynanchifolia,Giorgio de Marinis,NA,NA,NA,NA,América do Sul,Est. Exp. Zoot.,NA,"Ensaio de adubação fosfatada;",NA,NA,NA,NA,Brasil,São Paulo,-49.3699989318848,-20.8199996948242,NA,NA,São José do Rio Preto,NA,NA,NA,"20305",auto,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.930414,-21.533379,"67",2018-04-26 14:54:12-03,UFRPE,CONVOLVULACEAE_BR,NA,O,Plantae,NA,NA,Convolvulaceae,Ipomoea,cynanchifolia,Ipomoea cynanchifolia,"Amaral Junior, A; Mendonça, JO; Barbosa, SB; Campos, CJ","40","1999","04","11",Southern America,"Rio Paraná e Rio do Peixe, Margem esquerda do Rio Paraná, Rio do Peixe, faixa de terra no meio do rio.",NA,Trepadeira. Flor lilás-rosa de fundo vinho,CONV019827,NA,Meisn.,"Staples, G",Brazil,São Paulo,-51.930414,-21.533379,NA,NA,Panorama - Caiuá,"2016","05",NA,NA,NA,"-51.930414","-21.533379",NA,NA,NA,NA,voucher,BOTU22876,"35",São Paulo,SP,Sudeste
