X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,individualCount,relatedCatalogItem,infraspecificEpithet,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.345,-23.051111,"4",2021-02-08 11:09:02-03,UNESP-IBB,BOTU,"31098",PreservedSpecimen,Plantae,NA,NA,Gesneriaceae,Sinningia,canescens,Sinningia canescens,(Mart.) Wiehler,NA,"Tozin, L.R.S.","12","2014","11","26",NA,Brasil,São Paulo,Pardinho,Fazenda Águas de Janeiro,-48.345,-23.051111,NA,NA,BOTU031098,NA,48°20'42w,23°03'04s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1399993896484,-24.3099994659424,"18",2020-11-04 11:11:16-03,ESALQ,ESA,"21046",PreservedSpecimen,Plantae,Magnoliophyta,NA,Gesneriaceae,Sinningia,canescens,Sinningia canescens,(Mart.) Wiehl.,"Scaramuzza, C.A.M & Sanches, C.D.A.","Souza, V.C. et al.","7162.0","1994","11","13",NA,Brasil,São Paulo,Bom Sucesso de Itararé,NA,-49.1399993896484,-24.3099994659424,NA,NA,ESA021046,NA,NA,NA,"14955",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"19",2020-11-04 11:11:16-03,ESALQ,ESA,"11817",PreservedSpecimen,Plantae,Magnoliophyta,NA,Gesneriaceae,Sinningia,canescens,Sinningia canescens,(Mart.) Wiehl.,"Miyagui, P.H. & Scaramuzza, C.A.M.","Souza, V.C. et al.","4125.0","1993","09","06",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA011817,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1399993896484,-24.3099994659424,"20",2020-11-04 11:11:16-03,ESALQ,ESA,"85504",PreservedSpecimen,Plantae,Magnoliophyta,NA,Gesneriaceae,Sinningia,canescens,Sinningia canescens,NA,"Souza, V.C.","Paula-Souza, J.; Souza, V.C.; Mazine, F.F.; Lucas, E.; Romão, G.O.","3716.0","2003","11","13",NA,Brasil,São Paulo,Bom Sucesso de Itararé,"Ventania. Campo de altitude em escarpa íngreme, próximo a plantio de Pinus",-49.1399993896484,-24.3099994659424,NA,"Erva com tubérculo, flores vermelho-rosadas com pintas vináceas na fauce",ESA085504,ESA085504,"-49,151,389","-24,269,722","14955",auto,NA,NA,NA,NA,"1120","1120",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"22",2020-11-04 11:11:16-03,ESALQ,ESA,"18079",PreservedSpecimen,Plantae,Magnoliophyta,NA,Gesneriaceae,Sinningia,canescens,Sinningia canescens,(Mart.) H.E.Moore,"Chautems, A.","Souza, V.C. et al.","7347.0","1994","11","14",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA018079,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"23",2020-11-04 11:11:16-03,ESALQ,ESA,"111261",PreservedSpecimen,Plantae,Magnoliophyta,NA,Gesneriaceae,Sinningia,canescens,Sinningia canescens,NA,"Oliveira, J.T. & Santos, F.B.","Silva, A.L.R.","12.0","2008","10","19",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA111261,ESA111261,NA,NA,"27729",auto,"2008","10","25",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"24",2020-11-04 11:11:16-03,ESALQ,ESA,"21324",PreservedSpecimen,Plantae,Magnoliophyta,NA,Gesneriaceae,Sinningia,canescens,Sinningia canescens,(Mart.) Wiehl.,"Souza, V.C. & Souza, J.P.","Barreto, K.D. et al.","3265.0","1994","11","24",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA021324,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"25",2020-11-04 11:11:16-03,ESALQ,ESA,"11778",PreservedSpecimen,Plantae,Magnoliophyta,NA,Gesneriaceae,Sinningia,canescens,Sinningia canescens,(Mart.) Wiehl.,"Scaramuzza, C.A.M. & Miyagui, P.H.","Souza, V.C. et al.","4086.0","1993","09","06",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA011778,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"26",2020-11-04 11:11:16-03,ESALQ,ESA,"16886",PreservedSpecimen,Plantae,Magnoliophyta,NA,Gesneriaceae,Sinningia,canescens,Sinningia canescens,(Mart.) Wiehl.,"Scaramuzza, C.A.M & Miyagui, P.H.","Sakuragui, C.M. et al.","447.0","1993","10","02",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA016886,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"27",2020-11-04 11:11:16-03,ESALQ,ESA,"16885",PreservedSpecimen,Plantae,Magnoliophyta,NA,Gesneriaceae,Sinningia,canescens,Sinningia canescens,(Mart.) Wiehl.,"Scaramuzza, C.A.M & Miyagui, P.H.","Sakuragui, C.M. et al.","357.0","1993","10","02",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA016885,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.263056,-24.261667,"38",2019-08-20 10:15:43-03,UNICAMP,UEC,"77834",S,Plantae,Magnoliopsida,NA,Gesneriaceae,Sinningia,canescens,Sinningia canescens,(Mart.) H.E.Moore,"Chautems, A","Souza, VC; Souza, JP; Miyagi, PH; Nakagomi, MY","7347","1994","11","14",NA,Brazil,São Paulo,Itararé,"Estrada Itararé-Bonsucesso, Fazenda Santa Maria do Espinho.",-49.263056,-24.261667,NA,"flor, Erva, flores salmão. Afloramento rochoso. Campo natural com banhado e mata ciliar adjacentes.",UEC141410,UEC141410,"-49.263056","-24.261667",NA,NA,"1997","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"61",2020-12-21 16:29:09-03,MBM,MBM,"183234",PreservedSpecimen,Plantae,NA,NA,Gesneriaceae,Sinningia,canescens,Sinningia canescens,(Mart.) Wiehler,"Rodrigues, R.R.","Barboza, M.M.",s.n.,NA,NA,NA,Southern America,Brazil,São Paulo,São Paulo,Timburi,-46.6300010681152,-23.5400009155273,NA,NA,MBM183234,MBM183234,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"73",2020-12-21 16:29:09-03,MBM,MBM,"203807",PreservedSpecimen,Plantae,NA,NA,Gesneriaceae,Sinningia,canescens,Sinningia canescens,(Mart.) Wiehler,"Sacramuzza, C.A.M.","Souza, V.C.; et al.; et al.","7447",NA,NA,NA,Southern America,Brazil,São Paulo,Itararé,Estrada Itararé - Bom Sucesso,-49.3400001525879,-24.1100006103516,NA,NA,MBM203807,MBM203807,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-24.0900001525879,"93",2021-02-11 17:19:09-03,UFPR,UPCB,"31964",PreservedSpecimen,Plantae,NA,NA,Gesneriaceae,Sinningia,douglasii x canescens,Sinningia douglasii x canescens,NA,"Silva, S.M.","Kersten, R.","194","1997","09","29",NA,Brasil,São Paulo,Ribeirão Grande,NA,-48.3600006103516,-24.0900001525879,NA,"Epífita com tubérculos globosos, flor rósea, com botões. Floresta aluvial..",NA,NA,NA,NA,"25028",auto,"1997","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.263056,-24.261667,"130",2019-11-13 11:20:21-03,USP,SPF,"109399",PreservedSpecimen,Plantae,NA,NA,Gesneriaceae,Sinningia,canescens,Sinningia canescens,(Mart.) Wiehler,"Chautems, A","Souza, VC","7347","1994","11","14",NA,Brasil,São Paulo,Itararé,NA,-49.263056,-24.261667,NA,NA,SPF00109399,SPF00109399,"-49.263056","-24.261667",NA,NA,"1998","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"132",2019-11-13 11:20:21-03,USP,SPF,15638B,PreservedSpecimen,Plantae,NA,NA,Gesneriaceae,Sinningia,canescens,Sinningia canescens,(Mart.) Wiehler,"Chautems, A",Sem coletor,s.n.,"1955","12",NA,NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,SPF00015638,SPF00015638,NA,NA,"53584",auto,"1989","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"147",2020-11-12 17:00:26-03,UEL,FUEL,"23213",PreservedSpecimen,Plantae,Tracheophyta,Lamiales,Gesneriaceae,Sinningia,canescens,Sinningia canescens,(Mart.) Wiehler,"Souza, VC; Souza, JP","Barreto, KD; Fernandes, GD; Fernandes, RD","3265","1994","11","24",NA,Brasil,São Paulo,Itararé,Pedreira Cobastalco,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,NA,"27729",auto,"1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
