X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,barcode,imagecode,geoFlag,monthIdentified,dayIdentified,continentOcean,locality,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,infraspecificEpithet,fieldNumber,preparationType,order,class,typeStatus,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"2",2020-11-04 11:14:07-03,ESALQ,ESA,"15211",PreservedSpecimen,Plantae,Magnoliophyta,Monimiaceae,Macropeplus,dentatus,Macropeplus dentatus,(Perkins) I. Santos & Peixoto,"Lírio, E.J.","2016","Barreto, K.D. et al.","1237.0","1993","09","22",Brasil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",ESA015211,ESA015211,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.7299995422363,-22.6800003051758,"4",2020-11-04 11:14:07-03,ESALQ,ESA,"21879",PreservedSpecimen,Plantae,Magnoliophyta,Monimiaceae,Macropeplus,dentatus,Macropeplus dentatus,(Perkins) I. Santos & Peixoto,"Lírio, E.J.","2016","Tamashiro, J.Y. et al.","867.0","1995","04","13",Brasil,São Paulo,São Bento do Sapucai,-45.7299995422363,-22.6800003051758,"18089",ESA021879,ESA021879,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.021472,-22.887694,"9",2021-03-01 16:35:44-03,UNICAMP,UEC,"125750",S,Plantae,Magnoliopsida,Monimiaceae,Macropeplus,dentatus,Macropeplus dentatus,(Perkins) I.Santos & Peixoto,"Lirio, EJ","2016","Kinoshita, LS; Meireles, LD; Galvão, JC; Aguirre, GH; Moraes, AR","42","2002","05","16",Brazil,Minas Gerais,Camanducaia,-46.021472,-22.887694,NA,UEC087529,UEC087529,NA,NA,NA,NA,"Monte Verde, Pedra Redonda","-46.021472","-22.887694",NA,NA,"árvore 7m, frutos roxos/negros",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"17",2021-03-01 16:35:44-03,UNICAMP,UEC,"85413",S,Plantae,Magnoliopsida,Monimiaceae,Macropeplus,dentatus,Macropeplus dentatus,(Perkins) I.Santos & Peixoto,"Santos, IS","2005","Cordeiro, I; Rossi, L; Pastore, JFB; Lopes Da Silva, E","1307","1994","03","28",Brazil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",NA,NA,auto,"08","13",NA,Estrada para São José dos Alpes. Campos de Altitude entremeados por matas.,NA,NA,NA,NA,"Arvore, cerda de 7m de altura; fruticulos castanhos.",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"18",2021-03-01 16:35:44-03,UNICAMP,UEC,"11388",S,Plantae,Magnoliopsida,Monimiaceae,Macropeplus,dentatus,Macropeplus dentatus,(Perkins) I.Santos & Peixoto,"Santos, IS","2005","Sarti, SJ; Sarti, SJ",s.n.,"1974","09","06",Brazil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",NA,NA,auto,"08","19",NA,Horto Florestal,NA,NA,NA,NA,"Árvore; 4m, flores amareladas masculinas com 11 estames.",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"19",2021-03-01 16:35:44-03,UNICAMP,UEC,"86675",S,Plantae,Magnoliopsida,Monimiaceae,Macropeplus,dentatus,Macropeplus dentatus,(Perkins) I.Santos & Peixoto,"Santos, IS","2005","Robim, JM","321","1985","10","02",Brazil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",NA,NA,auto,"08","13",NA,"Parque Estadual - Instituto Florestal, São José dos Alpes, mata nebular.",NA,NA,NA,NA,"Árvore, 4m de altura, flores femininas, amarelo-esverdeadas.",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"20",2021-03-01 16:35:44-03,UNICAMP,UEC,"18221",S,Plantae,Magnoliopsida,Monimiaceae,Macropeplus,dentatus,Macropeplus dentatus,(Perkins) I.Santos & Peixoto,"Lirio, EJ","2016","Gianotti, E; et al.","26708","1992","06","02",Brazil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",UEC128136,NA,auto,NA,NA,NA,Praia São José dos Alpes,NA,NA,NA,NA,"Árvore ca. 7 de altura; frutos maduros arroxeados.",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.7299995422363,-22.6800003051758,"21",2021-03-01 16:35:44-03,UNICAMP,UEC,"070454",S,Plantae,Magnoliopsida,Monimiaceae,Macropeplus,dentatus,Macropeplus dentatus,(Perkins) I.Santos & Peixoto,Peixoto,"2010","Tamashiro, JY; Ivanauskas, NM; Souza, J de P; Miyagi, PH; Belinello, R; Fernandes, GD","867","1995","04","13",Brazil,São Paulo,São Bento do Sapucaí,-45.7299995422363,-22.6800003051758,"18089",NA,NA,auto,"06","06",NA,estacionamento da Pedra do Bauzinho,NA,NA,NA,NA,"Árvore de 6m, frutos maduros vinosos e imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-22.5699996948242,"23",2020-06-29 09:31:10-03,UFRRJ,RBR,"9158",S,Plantae,NA,Monimiaceae,Macropeplus,dentatus,Macropeplus dentatus,(Perkins) I.Santos & Peixoto,I.S. Santos,"2001","A.M. Giulietti; L.R. Parra, P.T. Sano, M. Sztutman",s/ns.n.,"1995","06","04",Brasil,São Paulo,Cruzeiro,-44.9599990844727,-22.5699996948242,"17702",RBR00009158,NA,auto,"09","15",NA,Alto do Pico Itaguaré. Limite entre os estados de São Paulo e Minas Gerais.,NA,NA,"2400","2400",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.7299995422363,-22.6800003051758,"24",2020-06-29 09:31:10-03,UFRRJ,RBR,"9157",S,Plantae,NA,Monimiaceae,Macropeplus,dentatus,Macropeplus dentatus,(Perkins) I.Santos & Peixoto,I.S. Santos,"2001","J.Y. Tamashiro; N. Ivanauskas, J.P. Souza, MiyagiP.H. MiyagiP.H, R. Fernandes, G.D.","867","1995","04","13",Brasil,São Paulo,São Bento do Sapucaí,-45.7299995422363,-22.6800003051758,"18089",RBR00009157,NA,auto,"08","13",NA,Estacionamento da Pedra do Bauzinho.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
