X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,continentOcean,coordinatePrecision,preparationType,geoFlag,typeStatus,class,eventTime,fieldNumber,individualCount,relatedCatalogItem,minimumDepthInMeters,maximumDepthInMeters,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.5499992370605,-24.7000007629395,"3",2021-03-15 16:37:00-03,NY,NYBG,"02591366",PreservedSpecimen,Plantae,Melastomataceae,Leandra,brackenridgei,Leandra brackenridgei,(A.Gray) Cogn.,M. Reginato,NA,NA,NA,E. A. da Anunciação,"765","2000","01","07",Brazil,São Paulo,Iguape,"Estaçao Ecológica Juréia-Itatins, Serra da Juréia, trilha para o alto do topo de morro",-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2855252' target='other'> <mi>dwc_moreinfo</mi></a>,NY02591366,NY02591366_01,Magnoliophyta,Myrtales,South America,"55628",sheet,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"4",2021-03-15 16:37:00-03,NY,NYBG,"03166904",PreservedSpecimen,Plantae,Melastomataceae,Leandra,brackenridgei,Leandra brackenridgei,(A.Gray) Cogn.,NA,NA,NA,NA,M. Reginato,"1317","2012","02","14",Brazil,São Paulo,São Paulo,"P.E. da Serra do Mar, Núcleo Curucutu, estrada para o parque",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3432209' target='other'> <mi>dwc_moreinfo</mi></a>,NY03166904,NA,Magnoliophyta,Myrtales,South America,"53584",sheet,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"5",2021-03-15 16:37:00-03,NY,NYBG,"02499168",PreservedSpecimen,Plantae,Melastomataceae,Leandra,brackenridgei,Leandra brackenridgei,(A.Gray) Cogn.,M. Reginato,NA,NA,NA,M. Reginato,"1317","2012","02","14",Brazil,São Paulo,São Paulo,"P.E. da Serra do Mar, Núcleo Curucutu, estrada para o parque",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085128' target='other'> <mi>dwc_moreinfo</mi></a>,NY02499168,NY02499168_01,Magnoliophyta,Myrtales,South America,"53584",sheet,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8106,-24.508051,"6",2021-03-15 16:37:00-03,NY,NYBG,"685372",PreservedSpecimen,Plantae,Melastomataceae,Leandra,pilonensis,Leandra pilonensis,Wurdack,R. Goldenberg,NA,NA,NA,R. Goldenberg,"762","2005","10","19",Brazil,São Paulo,Apiaí,"Estrada Apiaí - Capão Bonito, a 5 km de Apiaí",-48.8106,-24.508051,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894573' target='other'> <mi>dwc_moreinfo</mi></a>,NY00685372,NY00685372_01,Magnoliophyta,Myrtales,South America,NA,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3,-23.75,"8",2021-03-15 16:37:00-03,NY,NYBG,"520495",PreservedSpecimen,Plantae,Melastomataceae,Leandra,pilonensis,Leandra pilonensis,Wurdack,J. J. Wurdack,NA,NA,NA,B. Maguire,"44564","1959","12","06",Brazil,São Paulo,Sao Paulo,Biological Station (Sao Paulo) at Paranapiacaba,-46.3,-23.75,NA,NA,"792","853",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=282364' target='other'> <mi>dwc_moreinfo</mi></a>,NY00520495,NY00520495_01,Magnoliophyta,Myrtales,South America,NA,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"16",2020-11-04 11:13:28-03,ESALQ,ESA,"100909",PreservedSpecimen,Plantae,Melastomataceae,Leandra,brackenridgei,Leandra brackenridgei,NA,"Souza, M.L.D.","1990","12","05","Barros, F.","2031.0","1990","12","05",Brasil,São Paulo,Cananéia,NA,-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,NA,ESA100909,ESA100909,Magnoliophyta,NA,NA,"37574",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"17",2020-11-04 11:13:28-03,ESALQ,ESA,"28415",PreservedSpecimen,Plantae,Melastomataceae,Leandra,brackenridgei,Leandra brackenridgei,(A.Gray) Cogn.,"Souza, M.L.D.; Baumgratz, J.F.","2005","01","01","Souza, V.C.; Rodrigues, R.R.; Arzolla, F.A.R.P.; Ivanauskas, N.M.; Souza, J.P.; Scalon, V.R.; Farah, F.T.; Mazine, F.F.; Sanches, I.D.; Paiva, G.A.; L.M.Campos, Dias, A.S.; V.Pereira, Cordeiro, L.E.; Rodrigues, A.G.; Guskuma, M.","9093.0","1995","09","04",Brasil,São Paulo,Eldorado,NA,-48.0999984741211,-24.5200004577637,NA,NA,NA,NA,NA,ESA028415,ESA028415,Magnoliophyta,NA,NA,"38804",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.400278,-24.643333,"21",2019-08-20 10:18:32-03,UNICAMP,UEC,"142728",S,Plantae,Melastomataceae,Leandra,brackenridgei,Leandra brackenridgei,Cogn.,"Goldenberg, R","2012",NA,NA,"Destefani, ACC; Jacovac, ACC; Campos-Filho, EM; Lima, RAF; Vosgueritchian, SB","54","2005","03","22",Brazil,São Paulo,Eldorado,Parque Estadual de Jacupiranga,-48.400278,-24.643333,"-48.400278","-24.643333","400","400",Arvoreta com 3 metros de altura e fruto maduro arroxeado.,UEC050790,UEC050790,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.989722,-24.058333,"22",2021-03-01 16:34:11-03,UNICAMP,UEC,"128231",S,Plantae,Melastomataceae,Leandra,brackenridgei,Leandra brackenridgei,Cogn.,"Goldenberg, R","2012",NA,NA,"Udulutsch, RG; Berndt, A; Giannotti, M; Muniz, MRA; Botrel, RT; Vieira, S; et al.","537","2002","04","19",Brazil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho Núcelo S.M. Arcanjo. Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana.,-47.989722,-24.058333,"-47.989722","-24.058333",NA,NA,Arbusto. Frutos imaturos verdes e maduros violetas.,UEC050789,UEC050789,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.986944,-24.062222,"23",2021-03-01 16:34:11-03,UNICAMP,UEC,"128232",S,Plantae,Melastomataceae,Leandra,brackenridgei,Leandra brackenridgei,Cogn.,"Goldenberg, R","2012",NA,NA,"Savassi, APG; Silva, FD; Campos, LM; Duarte, AR; Arango, B; et al.","385","2002","04","25",Brazil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana. Trilha da Represa.,-47.986944,-24.062222,"-47.986944","-24.062222",NA,NA,"Arbusto de 1,50 m coletado na borda da trilha. Frutos imaturos verdes.",UEC050788,UEC050788,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
