X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,verbatimLongitude,verbatimLatitude,fieldNumber,typeStatus,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.4,-24,"25",2021-03-15 16:37:00-03,NY,NYBG,"390937",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,NA,W. Hoehne,NA,"1944","10","17",South America,Brazil,São Paulo,Praia Grande,Mongaguá. Praia Grande,-46.4,-24,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672599' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390937,NY00390937_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9083,-25.05,"28",2021-03-15 16:37:00-03,NY,NYBG,"390963",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,"R. C. Barneby; J. W. Grimes",G. Eiten,"6143","1965","02","16",South America,Brazil,São Paulo,Cananéia,"South tip of the island of Ilha Comprida, along shore of the bay outlet, Barra de Cananéia. 4km SSE of city of Cananéia",-47.9083,-25.05,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672590' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390963,NY00390963_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.07,-23.43,"30",2021-03-15 16:37:00-03,NY,NYBG,"390936",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,"R. C. Barneby; J. W. Grimes",G. Eiten,"3330","1961","09","25",South America,Brazil,São Paulo,Ubatuba,"Back of the beach, Praia da Cidade ca. 1/2km west of mouth of Rio Grande de Ubatuba",-45.07,-23.43,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672571' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390936,NY00390936_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0697,-23.4303,"31",2021-03-15 16:37:00-03,NY,NYBG,"390939",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,"R. C. Barneby; J. W. Grimes",M. Sazima,"10866","1979","10","24",South America,Brazil,São Paulo,Ubatuba,NA,-45.0697,-23.4303,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672572' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390939,NY00390939_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4097,-23.6203,"33",2021-03-15 16:37:00-03,NY,NYBG,"390948",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,"R. C. Barneby; J. W. Grimes",O. Scavone,NA,"1955","07","28",South America,Brazil,São Paulo,Caraguatatuba,"Martim de Sa, Caraguatatuba",-45.4097,-23.6203,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672586' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390948,NY00390948_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"34",2021-03-15 16:37:00-03,NY,NYBG,"390950",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,R. C. Barneby,M. Goes,NA,"1977","10","05",South America,Brazil,São Paulo,Sao Paulo,"Parque Estadual das Fontes do Ipiranga, Jardim Botanico. Area 6",-46.618358,-23.646109,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672591' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390950,NY00390950_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.221681,-23.953375,"37",2021-03-15 16:37:00-03,NY,NYBG,"390949",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,"R. C. Barneby; J. W. Grimes",F. C. Hoehne,"29604","1932","05","16",South America,Brazil,São Paulo,Bertioga,Ilha de Sto. Amaro,-46.221681,-23.953375,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672583' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390949,NY00390949_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.218998,-23.964483,"38",2021-03-15 16:37:00-03,NY,NYBG,"390958",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,"R. C. Barneby; J. W. Grimes",F. Rawitscher,NA,"1947","05","16",South America,Brazil,São Paulo,Sao Paulo,Guarujá: litoral,-46.218998,-23.964483,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672594' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390958,NY00390958_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"52",2021-04-08 17:39:25-03,EAO,IAN,"37202",PreservedSpecimen,Plantae,Dicotiledônea,NA,Leguminosae-Caesalp.,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,"Lewis, GP","Dedecca, D","8341","1947","06","05",Southern America,Brasil,São Paulo,Peruíbe,NA,-46.9900016784668,-24.3199996948242,NA,"Arvore, mata.",IAN037202,IAN037202 IAN037202_e,NA,NA,"21922",auto,"1998","08","06",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"53",2021-04-08 17:39:25-03,EAO,IAN,75917a,PreservedSpecimen,Plantae,Dicotiledônea,NA,Leguminosae-Caesalp.,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,"Barneby, RC","Handro, O",s.n.,"1943","03","01",Southern America,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,Cultivado no Jardim Botanico. Flores alvas.,IAN75917a,NA,NA,NA,"53584",auto,"1998","08","06",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"54",2021-04-08 17:39:25-03,EAO,IAN,"75917",PreservedSpecimen,Plantae,Dicotiledônea,NA,Leguminosae-Caesalp.,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,"Barneby, RC","Handro, O","43810","1943","03","01",Southern America,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,Cultivado no Jardim Botanico. Flores alvas.,IAN075917,NA,NA,NA,"53584",auto,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"68",2020-11-04 11:08:10-03,ESALQ,ESA,"100876",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Abarema,brachystachya,Abarema brachystachya,NA,"Forero, E.","Paula-Souza, J.","468.0","1982","11","23",NA,Brasil,São Paulo,Cananéia,NA,-47.9199981689453,-25.0100002288818,NA,NA,ESA100876,ESA100876,NA,NA,"37574",auto,"2006","03","29",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"69",2020-11-04 11:08:10-03,ESALQ,ESA,"106125",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Abarema,brachystachya,Abarema brachystachya,NA,NA,"Sampaio, D.","29.0","1905","06","26",NA,Brasil,São Paulo,Cananéia,NA,-47.9199981689453,-25.0100002288818,NA,NA,ESA106125,ESA106125,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"70",2020-11-04 11:08:10-03,ESALQ,ESA,"109295",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Abarema,brachystachya,Abarema brachystachya,NA,NA,"Sampaio, D.","112.0",NA,NA,NA,NA,Brasil,São Paulo,Cananéia,NA,-47.9199981689453,-25.0100002288818,NA,NA,ESA109295,ESA109295,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"71",2020-11-04 11:08:10-03,ESALQ,ESA,"51233",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Abarema,brachystachya,Abarema brachystachya,NA,"Coelho, R.L.G.","Coelho, R.L.G. et al.","56.0","2005","04","03",NA,Brasil,São Paulo,Cananéia,NA,-47.9199981689453,-25.0100002288818,NA,NA,ESA051233,ESA051233,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"72",2020-11-04 11:08:10-03,ESALQ,ESA,"119702",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Abarema,brachystachya,Abarema brachystachya,NA,"Baungartner, L.C.S.","Hertwig, A.M.V.","112.0","2007","08","26",NA,Brasil,São Paulo,Cananéia,Ilha do Cardoso.,-47.9199981689453,-25.0100002288818,NA,NA,ESA119702,NA,NA,NA,"37574",auto,"2007","11","09",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"73",2020-11-04 10:55:31-03,ESALQ,ESA,"132827",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,"Colletta, G.D","Colletta, G.D.; Calliari, C. P; Souza. V. C","1314.0","2013","12","06",NA,Brasil,São Paulo,Cananéia,"Ilha do Cardoso, próximo ao alojamento",-47.9199981689453,-25.0100002288818,NA,"Árvore, 4m, frutos secos.",ESA132827,NA,NA,NA,"37574",auto,"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"74",2020-11-04 11:08:10-03,ESALQ,ESA,"77363",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W. Grimes,"Souza, V.C.","Godoy, J.R.L. et al.","144.0","1999","01","13",NA,Brasil,São Paulo,Pariquera-açú,Parque Estadual do Pariquera Abaixo,-47.8800010681152,-24.7099990844727,NA,NA,ESA077363,ESA077363,NA,NA,"17990",auto,"2012","01","31",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6199989318848,-24.0799999237061,"75",2020-11-04 11:08:10-03,ESALQ,ESA,"47076",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(Candolle) Barneby & Grimes,NA,"Hoehne, W.",NA,NA,NA,NA,NA,Brasil,São Paulo,Mongaguá,Praia Grande,-46.6199989318848,-24.0799999237061,NA,NA,ESA047076,ESA047076,NA,NA,"12311",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"76",2020-11-04 11:10:13-03,ESALQ,ESA,"4668",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Pithecellobium,lusorium,Pithecellobium lusorium,NA,NA,"Catharino, E.L.M.","533.0","1985","12","10",NA,Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,ESA004668,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"85",2019-02-22 11:45:01-03,IPA,IPA,"13580",S,Plantae,Plantae,NA,Leguminosae-Mim.,Abarema,brachystachya,Abarema brachystachya,(DC.)Barneby & J.W.Grimes,"Iganci, J.","Pereira, E.; Pabst, G.; Pabst, G.","8162","1964","01","11",Southern America,Brasil,São Paulo,Itanhaém,Suarão.,-46.7799987792969,-24.1800003051758,NA,"Pequena árvore de 3m; flores alvas.",IPA0013580,NA,NA,NA,"26998",auto,"2008","08","12",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"86",2019-02-22 11:45:01-03,IPA,IPA,"9448",S,Plantae,Plantae,NA,Leguminosae-Mim.,Abarema,brachystachya,Abarema brachystachya,(DC.)Barneby & J.W.Grimes,"Iganci, J.","Pickel, B.","4799","1937","11",NA,Southern America,Brasil,São Paulo,Santos,Prainha. Mata.,-46.3300018310547,-23.9599990844727,NA,NA,IPA0009448,NA,NA,NA,"26836",auto,"2008","08","12",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"87",2019-07-26 11:40:16-03,IPA,IPA,"8652",S,Plantae,Plantae,NA,Leguminosae-Mim.,Abarema,brachystachya,Abarema brachystachya,(DC.)Barneby & J.W.Grimes,"Iganci, J.","Handro, O.","8652","1943","03","01",Southern America,Brasil,São Paulo,São Paulo,Cultivado no Jardim Botânico.,-46.6300010681152,-23.5400009155273,NA,Flores alvas.,IPA0008652,NA,NA,NA,"53584",auto,"2008","08","12",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"88",2019-07-26 11:40:16-03,IPA,IPA,"9447",S,Plantae,Plantae,NA,Leguminosae-Mim.,Abarema,brachystachya,Abarema brachystachya,(DC.)Barneby & J.W.Grimes,"Iganci, J.","Koscinski, M.","9447","1936","11",NA,Southern America,Brasil,São Paulo,Ubatuba,Horto Florestal.,-45.0699996948242,-23.4300003051758,NA,NA,IPA0009447,NA,NA,NA,"34265",auto,"2008","08","12",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"90",2019-08-27 13:29:53-03,IAP,PACA-AGP,"118852",PreservedSpecimen,Plantae,Magnoliophyta,Fagales,Mimosaceae,Pithecellobium,lusorium,Pithecellobium lusorium,(Vell.) Mart.,NA,"Sazima, M.","18.212","1985","12","12",NA,Brasil,SP,Ubatuba,Praia do Lázaro,-45.0699996948242,-23.4300003051758,NA,"2,5m; flores esbranquiçadas, de perfume denso; frutos; Habitat: mata em terreno baldio Hábito: arbusto",PACA118852,NA,NA,NA,"34265",auto,NA,NA,NA,Magnoliatae,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.063889,-23.809444,"92",2020-12-20 21:17:03-03,UFV,VIC,"32761",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W. Grimes,"Ribeiro, R.D.; Lima, E.S.S.","Monteiro, R.F.; et al.","195","2007","10","25",NA,Brasil,São Paulo,Bertioga,"Estrada Bertioga, São Sebastião. Restinga arbórea.",-46.063889,-23.809444,NA,Árvore ca. 3m alt. Folíolos discolores. Botão verde a castanho.,VIC032761,VIC032761,NA,NA,NA,NA,"2009","07",NA,NA,NA,"-46.063889","-23.809444",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"117",2020-12-20 21:17:03-03,UFV,VIC,"30256",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W. Grimes,NA,"Teixeira, B.C.","300","1969","07","07",NA,Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,VIC030256,VIC030256,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"118",2020-12-20 21:17:03-03,UFV,VIC,"30255",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W. Grimes,"Barneby; Grimes","Handro, O.",s.n.,"1943","03","01",NA,Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,"Exemplar jovem de 1m alt., flores alvas, planta viva n° 567.",VIC030255,VIC030255,NA,NA,"53584",auto,"1989","11",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"119",2020-12-20 21:17:03-03,UFV,VIC,"30257",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W. Grimes,NA,"Camara, M.C.; et al.",s.n.,"1976","12","15",NA,Brasil,São Paulo,São Paulo,"Parque Estadual das Fontes do Ipiranga, Instituto de Botânica",-46.6300010681152,-23.5400009155273,NA,Área 6. Planta n° 28,VIC030257,VIC030257,NA,NA,"53584",auto,"1976","12","15",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"120",2020-12-20 21:17:03-03,UFV,VIC,"30253",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W. Grimes,NA,"Goes, M.; Kirizawa, M.",s.n.,"1977","10","05",NA,Brasil,São Paulo,São Paulo,"Parque Estadual das Fontes do Ipiranga, Jardim Botânico.",-46.6300010681152,-23.5400009155273,NA,"Área 6. Planta n° 100A. Altira: 3,0m.&nf;Folhas verde-claras, filetes brancos, anteras amarelas.",VIC030253,VIC030253,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.7600002288818,"121",2020-12-20 21:17:04-03,UFV,VIC,"7428",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W. Grimes,"Iganci, J.R.V.","Gibbs, P.E.; et al.",s.n.,"1976","11","10",NA,Brasil,São Paulo,São Sebastião,Bertioga,-45.4099998474121,-23.7600002288818,NA,"Arbusto até 1,3 m., flores brancas, frutos discentes com sementes branco-azuladas.",VIC007428,VIC007428,NA,NA,"41977",auto,"2007","02","13",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"122",2020-12-20 21:17:03-03,UFV,VIC,"30251",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W. Grimes,NA,"Kirizawa, M.; Vital, D.M.","1882","1987","08","19",NA,Brasil,São Paulo,Ubatuba,Fazenda Picinguaba,-45.0699996948242,-23.4300003051758,NA,"Restinga, perto do mar. Arbusto ca. 3m. alt., estames brancos.",VIC030251,VIC030251,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
