X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,decimalLongitude,decimalLatitude,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,sex,coordinatePrecision,geoFlag,class,relatedCatalogItem,infraspecificEpithet,fieldNumber,individualCount,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.9000015258789,-21.1800003051758,"92",2019-10-09 11:15:03-03,UFBA,ALCB,"06276",PreservedSpecimen,Plantae,Dicotyledon,NA,Fabaceae,Amburana,cearensis,Amburana cearensis,(Fr. Allem.) A.C. Smith.,"Cardoso, D","Mendes, OT",s/n,"1938","11","07",Southern America,Brasil,São Paulo,Pindorama,Sede Nova Estação,NA,NA,NA,NA,ALCB028819,ALCB028819,-48.9000015258789,-21.1800003051758,"2007","08",NA,NA,NA,NA,"14884",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"111",2020-11-04 11:08:11-03,ESALQ,ESA,"172",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Amburana,cearensis,Amburana cearensis,(Fr. Allemão) A.C. Sm.,"Queiroz, R.T.","Bittencourt, C.F.C.",NA,"1972","05","01",NA,Brasil,São Paulo,Campinas,NA,NA,NA,NA,NA,ESA000172,ESA000172,-47.060001373291,-22.8999996185303,"2008","12","11",NA,NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"112",2020-11-04 11:08:11-03,ESALQ,ESA,"15326",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Amburana,cearensis,Amburana cearensis,(Fr. All.) C.Smith,"Ivanauskas, N.M.","Barreto, K.D.","861.0","1993","07","08",NA,Brasil,São Paulo,Piracicaba,NA,NA,NA,NA,NA,ESA015326,ESA015326,-47.6399993896484,-22.7199993133545,"1994","07","04",NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"113",2020-11-04 11:08:11-03,ESALQ,ESA,"4862",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Amburana,cearensis,Amburana cearensis,(Fr. All.) C.Smith,"Ivanauskas, N.M.","Catharino, E.L.M.",NA,"1984","06","20",NA,Brasil,São Paulo,Piracicaba,NA,NA,NA,NA,NA,ESA004862,ESA004862,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"114",2020-11-04 11:08:11-03,ESALQ,ESA,"9881",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Amburana,cearensis,Amburana cearensis,(Fr. All.) C.Smith,"Ivanauskas, N.M.","Catharino, E.L.M.","25.0","1984","03","29",NA,Brasil,São Paulo,Piracicaba,NA,NA,NA,NA,NA,ESA009881,ESA009881,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1699981689453,-21.7900009155273,"243",2019-08-20 10:11:59-03,UNICAMP,UEC,"151022",S,Plantae,Magnoliopsida,NA,Fabaceae,Amburana,cearensis,Amburana cearensis,(Allemão) A.C.Sm.,NA,"Pozetti, GL",s.n.,"2000","08","09",NA,Brazil,São Paulo,Araraquara,Bairro Quitandinha. Área do Inst. Química-UNESP,NA,NA,NA,NA,UEC150778,UEC150778,-48.1699981689453,-21.7900009155273,NA,NA,NA,NA,NA,NA,"29178",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.810001373291,-21.1700000762939,"244",2019-08-20 10:11:59-03,UNICAMP,UEC,"77546",S,Plantae,Magnoliopsida,NA,Fabaceae,Amburana,cearensis,Amburana cearensis,(Allemão) A.C.Sm.,NA,"Grotta, AS",s.n.,"1954","04","17",NA,Brazil,São Paulo,Ribeirão Preto,NA,NA,NA,NA,"flor, Cultivado. Imburana. Torresia cearensis Fr. Allem.",NA,NA,-47.810001373291,-21.1700000762939,NA,NA,NA,NA,NA,NA,"24390",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.810001373291,-21.1700000762939,"245",2019-08-20 10:11:59-03,UNICAMP,UEC,"77546",S,Plantae,Magnoliopsida,NA,Fabaceae,Amburana,cearensis,Amburana cearensis,(Allemão) A.C.Sm.,"Seleme, EP","Grotta, AS",s.n.,"1954","04","17",NA,Brazil,São Paulo,Ribeirão Preto,NA,NA,NA,NA,"flor, Cultivado. Imburana. Torresia cearensis Fr. Allem.",UEC018793,UEC018793,-47.810001373291,-21.1700000762939,"2013","11",NA,NA,NA,NA,"24390",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.59,-22.77,"323",2013-04-01 09:14:49-03,IPT,BCTW,"13886",S,Plantae,Magnoliophyta,NA,NA,Amburana,cearensis,Amburana cearensis,(Allemão) A.C.Smith,NA,NA,NA,NA,NA,NA,NA,Brasil,São Paulo,Pinhalzinho,NA,NA,NA,NA,NA,NA,NA,-46.59,-22.77,NA,NA,NA,NA,NA,NA,"10137",auto,Magnoliopsida,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.810001373291,-21.1700000762939,"421",2020-12-21 16:25:15-03,MBM,MBM,"91248",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Amburana,cearensis,Amburana cearensis,(Allemão) A.C. Sm.,"Lima, H.C. de","Grotta, A.",s.n.,NA,NA,NA,Southern America,Brazil,São Paulo,Ribeirão Preto,Ribeirão Preto,NA,NA,NA,NA,MBM091248,MBM091248,-47.810001373291,-21.1700000762939,NA,NA,NA,NA,NA,NA,"24390",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
