X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,recordNumber,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,phylum,order,continentOcean,preparationType,class,individualCount,fieldNumber,infraspecificEpithet,typeStatus,relatedCatalogItem,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.5299987792969,-23.6599998474121,"70",2019-12-12 15:31:51-03,UFABC,HUFABC,"000441",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Humb. & Bonpl. ex Willd.) Bercht. & J.Presl,NA,NA,NA,NA,"Mourad, B M","2014","10","28",Brasil,São Paulo,Santo André,Vila de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,"Nome popular: Saião; valor medicinal: utilizada no tratamento de inflamação uterina.",HUFABC000441,HUFABC000441,"67",NA,NA,"27258",auto,Angiospermas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"122",2021-02-08 21:33:09-03,UFBA,ALCB,"07036",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Willd.) Bercht. & J. Presl,"Agra, MF","1990","11",NA,"Zanão, M","1943","03","19",Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,NA,s/n,NA,NA,"23900",auto,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"140",2020-11-04 11:19:52-03,ESALQ,ESA,"108455",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,NA,NA,NA,NA,NA,"Galvão, M.","2009","09","09",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,ESA108455,ESA108455,NA,NA,NA,"44778",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"141",2020-11-04 11:19:52-03,ESALQ,ESA,"51194",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,NA,"Barneze, A.S.",NA,NA,NA,"Barros, N.O.","2005","10","26",Brasil,São Paulo,Santo André,NA,-46.5299987792969,-23.6599998474121,NA,NA,NA,ESA051194,ESA051194,NA,NA,NA,"27258",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"142",2020-11-04 11:19:52-03,ESALQ,ESA,"119687",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,NA,"Mozol, I.M.","2007","11","01","Mozol, I.M.","2007","11","01",Brasil,São Paulo,Piracicaba,Jardim caseiro.,-47.6399993896484,-22.7199993133545,NA,NA,NA,ESA119687,ESA119687,NA,NA,NA,"44778",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.939998626709,-22.2099990844727,"143",2020-11-04 11:19:52-03,ESALQ,ESA,"51505",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,NA,"Rocha, M.G.",NA,NA,NA,"Rocha, M.G. ; Joaquim, L.F.","2005","11","25",Brasil,São Paulo,Marília,NA,-49.939998626709,-22.2099990844727,NA,NA,NA,ESA051505,ESA051505,"3.0",NA,NA,"38865",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-23.7099990844727,"144",2020-11-04 11:19:52-03,ESALQ,ESA,"50739",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,NA,"Camargo, L.F.",NA,NA,NA,"Camargo, L.V. ; Alves, S.M.","2005","11","09",Brasil,São Paulo,Piedade,NA,-47.4199981689453,-23.7099990844727,NA,NA,NA,ESA050739,ESA050739,NA,NA,NA,"30307",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"145",2020-11-04 11:19:52-03,ESALQ,ESA,"93538",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,Bercht. & Presl.,"Capellari Jr., L.",NA,NA,NA,"Furlan, J.I. ; Gimenes, R.M.","2001","10","16",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,ESA093538,ESA093538,"49.0",NA,NA,"44778",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"146",2020-11-04 11:19:52-03,ESALQ,ESA,"110120",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,NA,"Vasconcelos, A. L.","2008","10","22","Menezes, C.G.","2008","10","20",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,ESA110120,ESA110120,NA,NA,NA,"44778",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"147",2020-11-04 11:19:52-03,ESALQ,ESA,"102792",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,NA,NA,NA,NA,NA,"Nunes, A.S.","2008","08","29",Brasil,São Paulo,Santos,NA,-46.3300018310547,-23.9599990844727,NA,NA,NA,ESA102792,ESA102792,"1.0",NA,NA,"26836",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"148",2020-11-04 12:16:09-03,ESALQ,ESA,"139306",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Willd.) Bercht. & J.Presl,D. S. Gissi,NA,NA,NA,"Padoan, G.","2016","09","28",Brasil,São Paulo,Piracicaba,ESALQ. Horto.,-47.6399993896484,-22.7199993133545,NA,NA,NA,ESA139306,NA,"1.0",NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"149",2020-11-04 11:19:52-03,ESALQ,ESA,"119678",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,NA,"Marques, F.G.","2007","11","01","Marques, F.G.","2007","11","01",Brasil,São Paulo,Piracicaba,Jardim caseiro.,-47.6399993896484,-22.7199993133545,NA,NA,NA,ESA119678,ESA119678,"17.0",NA,NA,"44778",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"150",2020-11-04 11:19:54-03,ESALQ,ESA,"4019",PreservedSpecimen,Plantae,Solanaceae,Datura,suaveolens,Datura suaveolens,NA,NA,NA,NA,NA,"Tachibana, M.","1989","10","20",Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,NA,ESA004019,ESA004019,NA,NA,NA,"23900",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"151",2020-11-04 11:19:54-03,ESALQ,ESA,"4217",PreservedSpecimen,Plantae,Solanaceae,Datura,suaveolens,Datura suaveolens,NA,"Capellari Jr., L.","1989","05","12","Djuragin, B. ; Duarte, K.M.R.","1989","04","03",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,ESA004217,ESA004217,NA,NA,NA,"44778",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"152",2020-11-04 11:19:54-03,ESALQ,ESA,"13578",PreservedSpecimen,Plantae,Solanaceae,Datura,suaveolens,Datura suaveolens,NA,NA,NA,NA,NA,"Barreto, K.D. et al.","1993","09","14",Brasil,São Paulo,Piracicaba,Antrópica,-47.6399993896484,-22.7199993133545,NA,NA,NA,ESA013578,ESA013578,"1177.0",NA,NA,"44778",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"153",2020-11-04 11:19:54-03,ESALQ,ESA,"6746",PreservedSpecimen,Plantae,Solanaceae,Datura,suaveolens,Datura suaveolens,NA,NA,NA,NA,NA,"Ranieri, V.E.L.","1990","10","29",Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,NA,ESA006746,ESA006746,NA,NA,NA,"23900",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"154",2020-11-04 11:19:54-03,ESALQ,ESA,"922",PreservedSpecimen,Plantae,Solanaceae,Datura,suaveolens,Datura suaveolens,Humb. & Bonpl.,NA,NA,NA,NA,NA,NA,NA,NA,Brasil,São Paulo,Såo Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,ESA000922,ESA000922,NA,NA,NA,"53584",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.29,-22.77,"160",2015-07-02 14:04:19-03,JBP,HPL,"8597",S,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,NA,H. Lorenzi,"1994","12","26",H. Lorenzi,"1994","12","26",Brasil,SP,Nova Odessa,Coletado nas proximidades do município de Nova Odessa.,-47.29,-22.77,NA,NA,NA,NA,NA,"1860",NA,NA,"8440",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.631667,-23.913333,"189",2020-10-20 14:18:14-03,UFOPA,HSTM,"7846",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Willd.) Bercht. & J.Presl,"Gutz-Rossi, F.","1905","06","28","Sordi, S.J.; Gutz-Rossi, F.; Peña, R.P.S.","2007","11","09",Brasil,São Paulo,São Paulo,"Parque Severo Gomes, Maciço das Espatódeas, próximo à trilha. Setor V.",-46.631667,-23.913333,46º37'54''W,23º54'48''S,NA,HSTM007846,HSTM007846,"74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"205",2021-03-01 16:41:20-03,UNICAMP,UEC,"105606",S,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Humb. & Bonpl. ex Willd.) Sweet,NA,NA,NA,NA,"Paiva, J","1999","10","10",Brazil,São Paulo,Campinas,"Guará, cultivada.",-47.060001373291,-22.8999996185303,NA,NA,"Arbusto de ca. 2m, flores brancas com coloração amarelada na margem da corola.",UEC047316,UEC047316,s.n.,NA,NA,"23900",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"206",2021-03-01 16:41:20-03,UNICAMP,UEC,"136930",S,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Humb. & Bonpl. ex Willd.) Sweet,"Santos, K",NA,NA,NA,"Santos, K","1996","10","18",Brazil,São Paulo,Campinas,Sub-distrito dr Sousas.,-47.060001373291,-22.8999996185303,NA,NA,"Arbusto, 2,2m de altura, PAP 11cm; flores brancas.; Interior de mata, área encharcada. Floresta estacional semidecidual.",UEC047318,UEC047318,"108",NA,NA,"23900",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"207",2021-03-01 16:41:20-03,UNICAMP,UEC,"14743",S,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Humb. & Bonpl. ex Willd.) Sweet,NA,NA,NA,NA,"Azevedo, A; Silvestre, MSF","1978","10","10",Brazil,São Paulo,Campinas,Vila Nova.,-47.060001373291,-22.8999996185303,NA,NA,"Arbusto até 2m de alt., flores creme, cultivado.",UEC047314,UEC047314,"8498",NA,NA,"23900",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-23.2000007629395,"208",2021-03-01 16:41:20-03,UNICAMP,UEC,"34644",S,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Humb. & Bonpl. ex Willd.) Sweet,NA,NA,NA,NA,"Scaramel, MG","1982","05","13",Brazil,São Paulo,Campo Limpo Paulista,Recanto 4 amigos.,-46.7799987792969,-23.2000007629395,NA,NA,"Arbusto de aproximadamente 2,5m de altura; flores brancas.",UEC047315,UEC047315,"13666",NA,NA,"9356",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"209",2021-03-01 16:41:20-03,UNICAMP,UEC,"50353",S,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Humb. & Bonpl. ex Willd.) Sweet,"Aranha, C","1989","01",NA,"Vasconcellos-Neto, J","1988","11","01",Brazil,São Paulo,Jundiaí,Serra do Japí.,-46.8800010681152,-23.1800003051758,NA,NA,"Arbusto com 2m de altura, flores brancas.",UEC047312,UEC047312,"20869",NA,NA,"17840",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1500015258789,-22.7600002288818,"210",2021-03-01 16:41:20-03,UNICAMP,UEC,"127201",S,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Humb. & Bonpl. ex Willd.) Sweet,NA,NA,NA,NA,"Calago, K","1995","08","12",Brazil,São Paulo,Paulínia,"Distrito de Betel, CPQBA.",-47.1500015258789,-22.7600002288818,NA,NA,"Espécie arbustiva, com cerca de 1,40m de altura, flores de cálice verde e corola creme, com bordas amareladas.",UEC047309,UEC047309,"403",NA,NA,"11851",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"211",2021-03-01 16:41:20-03,UNICAMP,UEC,"22238",S,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Humb. & Bonpl. ex Willd.) Sweet,NA,NA,NA,NA,"Benson, WW","1979","12","17",Brazil,São Paulo,Ubatuba,"Baixada do rio Escuro, praia Dura.",-45.0699996948242,-23.4300003051758,NA,NA,"Arbusto de 1,5 a 2,5m de alt., fruto de cor verde.",UEC047310,UEC047310,"10849",NA,NA,"34265",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"212",2021-03-01 16:41:30-03,UNICAMP,UEC,"88247",S,Plantae,Solanaceae,Datura,suaveolens,Datura suaveolens,Humb. & Bonpl. ex Willd.,"Hoehne, W","1956","01",NA,"Hoehne, W","1956","01","20",Brazil,São Paulo,São Paulo,Cidade Universitária.,-46.6300010681152,-23.5400009155273,NA,NA,Arbusto cultivado. Flores alvas.,UEC011965,UEC011965,s.n.,NA,NA,"53584",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"307",2020-12-21 16:45:19-03,MBM,MBM,"201241",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(H. & B. ex Willd.) Bercht. & Presl.,"Hoehne, W.",NA,NA,NA,"Hoehne, W.",NA,NA,NA,Brazil,São Paulo,São Paulo,Cidade Universitária,-46.6300010681152,-23.5400009155273,NA,NA,NA,MBM201241,MBM201241,s.n.,NA,NA,"53584",auto,NA,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.701944,-24.533333,"339",2020-12-11 11:41:39-03,UFMG,BHCB,"150360",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Humb. & Bonpl. ex Willd.) Sweet,NA,"2015","03","16","Godoy, JRL; Ivanauskas, NM; Silva, JB; Costa, VA; Mota, A","2009","10","01",Brasil,São Paulo,Iporanga,"Parque Estadual Turístico do Alto da Ribeira, Núcleo Santana, Trilha Santana.",-48.701944,-24.533333,"-48.701944","-24.533333","Arvoreta, 3,5m. Botões alvos.; Arvoreta, 3,5m. Botões alvos.; Floresta Ombrófila Densa Submontana (SAD69) ZONA 22J",BHCB003165,NA,"533","185","185",NA,NA,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"346",2020-12-11 11:41:39-03,UFMG,BHCB,"77048",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Humb. & Bonpl. ex Willd.) Sweet,NA,"2003","07","15","Campos, RF de","1947","09","01",Brasil,São Paulo,Campinas,"Avenida Anchieta, Nº 358",-47.060001373291,-22.8999996185303,NA,NA,Herbáceo,BHCB022400,NA,s.n.,NA,NA,"23900",auto,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"348",2020-12-11 11:41:39-03,UFMG,BHCB,"36825",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Humb. & Bonpl. ex Willd.) Sweet,NA,"2001","04",NA,"Hoehne, W","1956","01","20",Brasil,São Paulo,São Paulo,Cidade Universitaria,-46.6300010681152,-23.5400009155273,NA,NA,"Arbusto cultivado, flore alvas.",BHCB022405,NA,"156",NA,NA,"53584",auto,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.9599990844727,-23.2999992370605,"349",2020-12-11 11:41:39-03,UFMG,BHCB,"38728",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Humb. & Bonpl. ex Willd.) Sweet,NA,"1999",NA,NA,"Silva, DS; Corrêa, C; Penina, A","1985","10","24",Brasil,São Paulo,Jacareí,Escola Técnica Agrícola Cônego José Bento,-45.9599990844727,-23.2999992370605,NA,NA,"Arbusto ca. 3m, flores beges e esverdeadas.; Interior da Mata",BHCB022406,NA,"15",NA,NA,"19066",auto,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"353",2020-12-11 11:41:39-03,UFMG,BHCB,"143465",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Humb. & Bonpl. ex Willd.) Sweet,NA,"2010","09","15","Zandoval, JA","1998","05","20",Brasil,São Paulo,Piracicaba,Horto do depto. de Botânica.,-47.6399993896484,-22.7199993133545,NA,NA,NA,BHCB016105,NA,"128",NA,NA,"44778",auto,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"358",2020-12-11 11:41:39-03,UFMG,BHCB,"77060",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Humb. & Bonpl. ex Willd.) Sweet,NA,"2003","10",NA,"Zanão, M","1943","03","19",Brasil,São Paulo,Campinas,"Rua Coronel Manuel de Moraes, Nº 200",-47.060001373291,-22.8999996185303,NA,NA,Herbaceo,BHCB022407,NA,s.n.,NA,NA,"23900",auto,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3699989318848,-20.8199996948242,"503",2020-06-22 14:19:13-03,UNESP-IBILCE,SJRP,"00728",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Willd.) Sweet,J. Mattos,NA,NA,NA,E. Mambreu,NA,NA,NA,Brasil,São Paulo,São José do Rio Preto,Vila Bom Jesus,-49.3699989318848,-20.8199996948242,NA,NA,"Flores grandes brancas, altura até 2 m;",NA,NA,NA,NA,NA,"20305",auto,Tracheophyta,Solanales,América do Sul,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
