X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,individualCount,fieldNumber,class,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.621883,-23.654505,"3",2021-03-15 16:37:00-03,NY,NYBG,"783935",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Poaceae,Paspalum,plenum,Paspalum plenum,Chase,T. S. d. Silva,T. S. d. Silva,"160","1974","02","22",South America,Brazil,São Paulo,Sao Paulo,Parque Estadual das Fontes do Ipiranga,-46.621883,-23.654505,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623800' target='other'> <mi>dwc_moreinfo</mi></a>,NY00783935,NY00783935_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"8",2020-12-20 21:19:02-03,UFV,VIC,"051147",PreservedSpecimen,Plantae,NA,NA,Poaceae,Paspalum,plenum,Paspalum plenum,Chase,NA,"Sendulsky, T.","1339","1979","01","10",NA,Brasil,São Paulo,São Paulo,Reserva Biológica parque Estadual fontes do Ipiran,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,VIC051147,VIC051147,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.244722,-23.190139,"12",2021-03-25 09:27:02-03,UNICAMP,UEC,"91027",S,Plantae,Liliopsida,NA,Poaceae,Paspalum,plenum,Paspalum plenum,M.W.Chase,"Oliveira, RC; Valls, JFM","Souza, VC","10367","1996","01","23",NA,Brazil,São Paulo,Bofete,Área de brejo.,-48.244722,-23.190139,"700","700",NA,"Erva, até 2 m alt.; espiguetas castanhas.",UEC088483,UEC088483,"1999",NA,NA,"-48.244722","-23.190139",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-21.5900001525879,"13",2021-03-01 16:20:36-03,UNICAMP,UEC,"100550",S,Plantae,Liliopsida,NA,Poaceae,Paspalum,plenum,Paspalum plenum,M.W.Chase,"Oliveira, RC","Faria, AD; Aona, LYS; Matsumoto, K; Feres, FR; Pansarin, ER; Belinello, R",97/220,"1997","01","22",NA,Brazil,São Paulo,São José do Rio Pardo,"Bairro Ribeirinha, Estrada de terra sentido S. J. Rio Pardo_Caconde. Brejo.",-46.8800010681152,-21.5900001525879,NA,NA,NA,"Erva ca 2,00m, estigma preto e anteras escuras.",UEC012413,UEC012413,NA,NA,NA,NA,NA,"15885",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"14",2019-08-20 10:01:37-03,UNICAMP,UEC,"73382",S,Plantae,Liliopsida,NA,Poaceae,Paspalum,plenum,Paspalum plenum,M.W.Chase,NA,"Sendulsky, T","1339","1974","01","10",NA,Brazil,São Paulo,São Paulo,"Parque Estadual das Fontes do Ipiranga, Reserva Biológica.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,UEC088484,UEC088484,"1995","10",NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"17",2020-12-21 16:40:50-03,MBM,MBM,"417550",PreservedSpecimen,Plantae,NA,NA,Poaceae,Paspalum,plenum,Paspalum plenum,Chase,"Gomes, M.J.I.R.","Sendulsky, T.","1339","1974","01","10",Southern America,Brazil,São Paulo,São Paulo,Parque Estadual das Fontes do Ipiranga,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,MBM417550,MBM417550,"1991",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"24",2016-08-04 15:38:06-03,JBB,HEPH,"15982",S,Plantae,Monocotyledon,Poales,Poaceae,Paspalum,plenum,Paspalum plenum,Chase,"Gomes, MJIR","Gomes, MJIR",s.n.,"1988","06","01",Southern America,Brasil,São Paulo,Rio Claro,"Cultivada no Jardim Experimental, Campus da UNESP-SP",-47.560001373291,-22.4099998474121,NA,NA,NA,NA,NA,NA,"1988",NA,NA,NA,NA,"21773",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"25",2020-10-01 14:27:02-03,JBB,HEPH,"15983",S,Plantae,Monocotyledon,Poales,Poaceae,Paspalum,plenum,Paspalum plenum,Chase,"Gomes, MJIR","Gomes, MJIR",s.n.,"1988","06","01",Southern America,Brasil,São Paulo,Rio Claro,"Cultivada no Jardim Experimental, Campus da UNESP-SP",-47.560001373291,-22.4099998474121,NA,NA,NA,NA,NA,NA,"1988",NA,NA,NA,NA,"21773",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"26",2020-10-01 14:27:02-03,JBB,HEPH,"15975",S,Plantae,Monocotyledon,Poales,Poaceae,Paspalum,plenum,Paspalum plenum,Chase,"Gomes, MJIR","Gomes, MJIR",s.n.,"1988","06","01",Southern America,Brasil,São Paulo,Rio Claro,"Cultivada no Jardim Experimental, Campus da UNESP-SP",-47.560001373291,-22.4099998474121,NA,NA,NA,NA,NA,NA,"1988",NA,NA,NA,NA,"21773",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"100",2020-09-02 16:37:32-03,Cenargen,CEN,"21903",PreservedSpecimen,Plantae,NA,NA,Poaceae,Paspalum,plenum,Paspalum plenum,Chase,NA,Maria Judith I. R. Gomes,NA,"1988","06","00",NA,Brasil,SP,RIO CLARO,Campos da UNESP. Cultivada no Jardim Experimental.,-47.560001373291,-22.4099998474121,NA,NA,Exsicatas,Doação - HRCB. n°: 16855.,CEN00021903,CEN00021903,NA,NA,NA,NA,NA,"21773",auto,"1",NA,NA,NA,"35",São Paulo,SP,Sudeste
