X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,locality,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,infraspecificEpithet,class,relatedCatalogItem,relationshipType,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.42978,-23.8272,"27",2021-03-15 16:37:00-03,NY,NYBG,"02642163",PreservedSpecimen,Plantae,Annonaceae,Annona,neosericea,Annona neosericea,H.Rainer,NA,NA,NA,NA,E. G. A. Martins,"197","2011","10","08",Brazil,São Paulo,Cubatão,-46.42978,-23.8272,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2962826' target='other'> <mi>dwc_moreinfo</mi></a>,NY02642163,NY02642163_01,"Parque Ecológico do Perequê. Trilha da Cachoeira, 300 m após travessia do rio Perequê, lado esquerdo no interior da mata.",NA,South America,sheet,NA,Magnoliophyta,Magnoliales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.992538,-25.197304,"85",2021-03-15 16:37:00-03,NY,NYBG,"395748",PreservedSpecimen,Plantae,Annonaceae,Rollinia,laurifolia,Rollinia laurifolia,Schltdl.,"P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,H. de F. Leitão Filho,NA,"1979","12","11",Brazil,São Paulo,Cananéia,-47.992538,-25.197304,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=195046' target='other'> <mi>dwc_moreinfo</mi></a>,NY00395748,NY00395748_01,Ilha do Cardoso,NA,South America,sheet,NA,Magnoliophyta,Magnoliales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3,-23.77,"97",2021-03-15 16:37:00-03,NY,NYBG,"395842",PreservedSpecimen,Plantae,Annonaceae,Rollinia,sericea,Rollinia sericea,(R.E.Fr.) R.E.Fr.,P. J. M. Maas,NA,NA,NA,O. Handro,"1201","1967","09","28",Brazil,São Paulo,Bertioga,-46.3,-23.77,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=256822' target='other'> <mi>dwc_moreinfo</mi></a>,NY00395842,NY00395842_01,"Paranapiacaba: (via ferrea Sao Paulo-Santos), Estaçao Biológica",NA,South America,sheet,NA,Magnoliophyta,Magnoliales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.621883,-23.654505,"103",2021-03-15 16:37:00-03,NY,NYBG,"395841",PreservedSpecimen,Plantae,Annonaceae,Rollinia,sericea,Rollinia sericea,(R.E.Fr.) R.E.Fr.,W. Mantovani,NA,NA,NA,L. Gorgatti,"3","1977","08","24",Brazil,São Paulo,Sao Paulo,-46.621883,-23.654505,NA,NA,NA,NA,Madeira 216 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=256821' target='other'> <mi>dwc_moreinfo</mi></a>,NY00395841,NY00395841_01,Parque do Estado,NA,South America,sheet,NA,Magnoliophyta,Magnoliales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"104",2021-03-15 16:37:00-03,NY,NYBG,"395844",PreservedSpecimen,Plantae,Annonaceae,Rollinia,sericea,Rollinia sericea,(R.E.Fr.) R.E.Fr.,"P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,F. C. Hoehne,"28598","1931","12","21",Brazil,São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=256835' target='other'> <mi>dwc_moreinfo</mi></a>,NY00395844,NY00395844_01,"Jardim Botanico, S. Paulo",NA,South America,sheet,NA,Magnoliophyta,Magnoliales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.247067,-23.425767,"111",2021-02-08 11:07:02-03,UNESP-IBB,BOTU,"24454",PreservedSpecimen,Plantae,Annonaceae,Rollinia,dolabripetala,Rollinia dolabripetala,(Raddi) R.E. Fr.,"Mello-Silva, R.","2005","11",NA,"Pilla, M.A.C.",macp18,"2005","10","10",Brasil,São Paulo,Natividade da Serra,-45.247067,-23.425767,45°14.824'w,23°25.546's,NA,NA,Mata Atlântica. <ll>dwc_commonname:</ll> Fruto do Conde,BOTU024454,BOTU024454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.074167,-23.473472,"113",2021-02-08 11:07:02-03,UNESP-IBB,BOTU,"25744",PreservedSpecimen,Plantae,Annonaceae,Rollinia,sericea,Rollinia sericea,R.E.Fr.,NA,NA,NA,NA,"Paschoal, M.E.S.",8-26708,"2008","07","26",Brasil,São Paulo,Ubatuba,-45.074167,-23.473472,45°04'27w,"23°28'24,5s",NA,NA,"Há árvores isoladas remanescentes e Floresta íntegra nos locais mais íngremes. Árvore de 15m de altura. Frutos passados, secos. <ll>dwc_commonname:</ll> Cortiça",BOTU025744,BOTU025744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.25,-23.416667,"114",2021-02-08 11:07:02-03,UNESP-IBB,BOTU,"25139",PreservedSpecimen,Plantae,Annonaceae,Rollinia,sericea,Rollinia sericea,R.E.Fr.,"Bernacci, L.C.",NA,NA,NA,"Pilla, M.A.C.",macp111.2,"2005","03","19",Brasil,São Paulo,Natividade da Serra,-45.25,-23.416667,45°15'w,23°25's,NA,NA,Mata Atlântica. Vegetação secundária. <ll>dwc_commonname:</ll> tuncum,BOTU025139,BOTU025139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"139",2020-01-20 14:40:08-03,UPM,MACK,"775",PreservedSpecimen,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,Raddi,J. C. Lopes,"2009","02",NA,"E. R. Batista; et al.","70","1999","01","08",Brasil,SP,Cananéia,-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,NA,NA,NA,Parque Estadual da Ilha do Cardoso. Floresta Ombrófila densa e de encosta.,NA,NA,NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.633333,-23.55,"268",2020-02-08 09:43:02-03,NBC,NL-BOTANY,U.1081653,PreservedSpecimen,Plantae,Annonaceae,Rollinia,sericea,Rollinia sericea,(R.E.Fr.) R.E.Fr.,Maas PJM,NA,NA,NA,Hoehne W,NA,"1944","11","10",Brazil,São Paulo,NA,-46.633333,-23.55,"-46.633333","-23.55",NA,NA,<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081653 target=other class=eLink> <mi>dwc_moreinfo</mi></a>,NL-U1081653,NL-U1081653,NA,NA,Southern America,NA,NA,NA,Magnoliales,NA,NA,NA,Magnoliopsidae,U 0143773,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
